		D0052A	D0053A	D0057A	D0058A	D0063A	D0064A	D0068A	D0069A	D0073A	D0074A	D0078A	D0079A	D0085A	D0086A	D0089A	D0090A	D0095A	D0096A	D0100A	D0101A	D0105A	D0107A	D0110A	D0111A	D0116A	D0117A	D0121A	D0122A	D0127A	D0128A	D0132A	D0133A	D0137A	D0138A	D0142A	D0143A	D0147A	D0148A	D0152A	D0153A	D0158A	D0159A	D0163A	D0164A	D0167A	D0173A	D0174A	D0177A	D0182A	D0187A	D0192A	D0198A	D0203A	D0208A	D0213A	D0270A	D0271A	D0275A	D0276A	D1030A	D1031A
Proteobacteria	S40C145-Lasker2021	-7.723544873	-7.576479737	-4.901559322	-4.848280121	-7.31440188	-7.274971444	-8.551022556	-9.283053548	-14.42602607	-11.44347501	-9.453240047	-9.088104598	-11.42940883	-11.53899915	-6.3783016	-6.345444497	-11.61112391	-11.96855823	-7.86005422	-7.26861171	-11.74165999	-14.29207696	-6.627792322	-6.602819413	-6.390981202	-6.243280089	-6.192072298	-6.241046123	-5.025719582	-5.044503864	-4.877248762	-5.911253349	-5.816094429	-5.667206805	-3.551352285	-3.489627004	-5.724099882	-5.922597918	-5.278388473	-5.326942443	-3.279842307	-3.164644183	-3.282049385	-4.039739622	-5.362928424	-8.446224746	-8.050296885	-5.66099078	-4.273310212	-7.56466851	-7.025987728	-7.759457491	-6.036533296	-10.73077779	-4.234770824	-4.588389866	-4.538546138	-6.573160661	-6.645049304	-6.146830952	-6.331542332
Thermoplasmatota	S40C165-Flyer2018	-2.436770288	-2.407472709	-6.389069646	-6.764946938	-2.59979695	-2.634085157	-8.853792576	-9.683731733	-2.435756379	-2.496435945	-9.729504498	-9.016335828	-2.571704051	-2.542038543	-7.17904078	-6.926984073	-2.508773929	-2.419067102	-8.04669228	-7.219208459	-3.279040246	-3.254721083	-7.816345536	-8.000623596	-2.696382618	-2.607576227	-7.171910726	-7.538983805	-2.622486257	-2.609816059	-7.907156651	-8.124756047	-2.563009637	-2.546151771	-8.144449986	-7.985063509	-2.588187383	-2.632589994	-9.448811416	-9.72493412	-3.566132439	-3.546446786	-7.878117239	-9.157418185	-2.537628783	-10.68130461	-12.08055215	-2.914210334	-9.845531524	-5.673114298	-8.625829232	-2.609516844	-9.244419422	-3.282907514	-7.216458285	-3.168834658	-3.123198235	-9.609483605	-9.910719561	-6.990404276	-7.11235831
Proteobacteria	S40C202-Lasker2021	-3.152182923	-3.085349632	-4.954779479	-4.894110116	-2.642465978	-2.611505361	-5.896589735	-6.807895283	-3.635865727	-3.675447508	-5.72904973	-5.701601614	-3.930235348	-3.940276452	-3.407725926	-3.35958834	-4.089429322	-4.025341603	-4.634952406	-4.099758572	-5.574327291	-5.522290887	-3.496588953	-3.612749647	-2.267294776	-2.157317491	-3.37593735	-3.612723181	-2.79025364	-2.729968548	-5.38077664	-5.795347191	-3.205748195	-3.163310616	-3.920476637	-3.963759398	-3.017390713	-3.133608222	-4.561452436	-4.811846568	-2.122557607	-2.135542797	-3.930388728	-4.304725577	-2.725055866	-11.27171416	-9.480869154	-2.950937222	-4.343964284	-5.217305744	-6.184655393	-3.662693167	-5.368663439	-5.419853155	-5.48797682	-2.124438062	-2.201643427	-5.086053311	-5.194118553	-3.197579681	-3.251053828
Actinobacteriota	S40C920-Flyer2018	-2.366521694	-2.341399302	0.587228343	0.672689901	-2.277789061	-2.16280462	0.131972204	-0.087163206	-3.739535604	-3.55556689	-0.713502346	-0.819998578	-3.677788942	-3.729323353	-0.244815665	-0.150791959	-3.879199732	-3.790217493	-1.096477885	-0.422793378	-4.370258946	-5.254049087	0.612581983	0.502274165	-0.604096183	-0.554562451	0.155841707	0.027364164	-2.548955755	-2.581426083	-1.076105758	-1.211727121	-3.196990882	-3.241885146	-0.451397009	-0.372112839	-2.735117986	-2.976486978	-0.632269789	-0.642170207	-0.866686135	-0.795247503	0.267856922	0.445367128	-2.400982342	-4.949911308	-4.658810126	-2.904712649	-0.075434843	-2.197355627	-1.76547337	-3.868601848	-2.10106901	-5.705641391	-0.097225141	-1.515076223	-1.596839255	-1.705248117	-1.852504612	-0.173893932	-0.105495635
None	S41C1045-Lasker2018	-6.465819453	-6.147272399	-7.98000813	-7.819927255	-4.512165298	-4.538188028	-11.5262996	-11.21065152	-6.805625497	-6.867347386	-20.72326584	-13.03489459	-6.39253859	-6.330637772	-8.680783224	-8.243003356	-6.322142475	-6.205281378	-11.39511176	-10.16334322	-8.232580312	-8.139374926	-8.534199177	-8.635514109	-4.228559869	-4.137901481	-6.376073759	-6.671700241	-3.960009615	-3.940048579	-10.58455135	-10.421018	-4.125634073	-4.09848205	-7.192493103	-7.314677538	-4.482842028	-4.523091982	-7.192761654	-7.369016594	-3.574105992	-4.019545969	-7.154555135	-7.790238311	-3.825950773	-10.74743762	-10.78255924	-4.198746604	-9.107931629	-6.614137682	-6.644405039	-5.556507357	-8.426555684	-4.712508434	-7.073580256	-4.026657335	-4.043143364	-8.231400152	-8.147689583	-8.428098561	-8.195259921
Proteobacteria	S41C116-Lasker2021	-7.319121917	-7.147395836	-3.14849283	-3.067321921	-7.671438149	-7.520716993	-6.885961694	-7.525481122	-8.875941426	-10.37273265	-4.330808791	-4.210128076	-8.999668915	-9.594981904	-4.161565911	-4.097055173	-9.467181099	-9.678810298	-5.231214948	-4.821059612	-9.217843349	-9.032442669	-4.748824644	-4.687053679	-6.276986395	-6.260025584	-3.903157074	-3.946287899	-6.363433392	-6.524446554	-4.569782965	-5.206712954	-7.203137817	-7.29482257	-4.695512924	-4.644939714	-6.600678309	-6.999039882	-7.399077421	-7.65698933	-4.729006669	-4.689688092	-5.052901925	-5.555756444	-6.820680004	-8.196736232	-7.998290416	-7.374338158	-5.887566765	-7.347258724	-6.772614782	-8.460714092	-6.474620595	-9.061763957	-3.28443484	-5.532269875	-5.417222757	-7.164904577	-7.192647247	-3.886526521	-4.009473499
Thermoproteota	S41C1398-Lasker2018	0.306855017	0.261620912	-5.197857379	-5.539549789	-0.296628101	-0.252559616	-4.707292838	-4.929107516	-0.096808587	-0.025892331	-9.192954054	-11.70161868	-0.038265057	-0.072553445	-5.593419755	-5.382145379	-0.014957872	0.024836701	-6.200478148	-5.369732663	-0.854222515	-0.716295813	-6.664987548	-6.811506267	-0.765928861	-0.68781502	-4.151528372	-4.962294417	-0.135080545	-0.106668481	-5.752671609	-5.992398903	-0.139197045	-0.138113037	-3.909288996	-4.042491323	0.075063502	0.089796828	-2.597950782	-2.785349897	-0.671251058	-0.779854005	-3.432879182	-3.568904511	0.153974037	-20.72326584	-9.65648889	-0.069826546	-4.493216821	-0.320888692	-4.461254448	0.161084132	-4.149007654	-0.274770189	-7.28849958	-0.352392696	-0.398583241	-2.946217896	-3.054472279	-5.484616198	-5.230882556
Thermoplasmatota	S41C165-Flyer2018	-2.486394945	-2.447153802	-8.101261252	-8.483740959	-2.586178987	-2.634393767	-20.72326584	-12.55530739	-2.451083234	-2.493600439	-14.54252191	-11.77124526	-2.5886257	-2.570415768	-10.46926882	-8.963974088	-2.536453311	-2.438398046	-20.72326584	-11.4366	-3.29532551	-3.275560098	-12.70921619	-10.93570953	-2.751106706	-2.649493641	-8.035885723	-9.37888502	-2.638297704	-2.655670331	-10.07100867	-11.23516306	-2.589044966	-2.584003145	-8.480891157	-8.509787829	-2.616745702	-2.657513406	-9.439923362	-10.36932601	-3.597329024	-3.590568255	-8.238247432	-9.472745287	-2.56839673	-12.36567489	-10.80412464	-2.927054369	-9.599956098	-5.776703616	-8.390352324	-2.652368964	-9.506704747	-3.327736375	-9.234047314	-3.183641146	-3.143536213	-9.516180848	-9.670056777	-10.22168555	-9.464431007
Proteobacteria	S41C181-Lasker2021	-6.694716934	-6.546297302	-3.413296907	-3.366764535	-5.651954985	-5.624093934	-6.313610315	-6.242706538	-14.63899299	-12.46656947	-12.45464734	-11.52003145	-9.617067726	-9.1307031	-7.897476509	-7.976329269	-9.424127209	-9.614781005	-8.961250438	-8.858863696	-13.21720552	-12.73344213	-8.355849515	-8.440584064	-6.651757313	-6.557200737	-7.139445625	-7.164948238	-7.976629345	-7.871541369	-4.861847551	-5.211632496	-8.39271184	-7.926638334	-3.873711311	-3.66633416	-7.245254263	-7.863921526	-5.378244731	-5.535881091	-4.497917601	-4.474249912	-3.427440818	-3.843360002	-8.701539917	-6.564683013	-6.172529502	-7.594993154	-4.422945134	-5.111297149	-3.813776504	-8.763418847	-4.465420331	-12.8564541	-4.62174123	-5.625974098	-5.145642581	-4.240818434	-4.423749702	-7.668586959	-7.619870358
Proteobacteria	S41C21-Lasker2021	-7.218422498	-7.598976416	-5.4277049	-5.565995629	-6.587332578	-6.70448094	-3.636767385	-3.221565163	-10.75957916	-9.366559657	-10.76733124	-10.63315599	-7.838216768	-8.125500421	-5.836302938	-5.979771498	-7.686817492	-7.632949814	-5.736404865	-5.750567242	-10.63564687	-9.511588448	-8.703016091	-8.720311836	-5.795224273	-5.931983016	-6.454996427	-6.574710409	-5.631953218	-5.65552045	-2.839506417	-3.120958569	-6.239324703	-6.279523651	-2.444533973	-2.833719331	-6.291684032	-6.445286717	-2.581164521	-2.450146435	-4.245553364	-3.858169491	-3.348822337	-2.860593069	-6.376588761	-3.478533702	-2.963915731	-6.074738205	-3.298834738	-3.542628766	-2.950211391	-7.886562311	-3.428265921	-8.896270417	-3.113805679	-4.727345391	-4.802799999	-3.169915366	-3.190819704	-6.367664877	-6.124016214
Bacteroidota	S41C237-Lasker2018	-6.175113721	-5.857207398	-2.531279132	-2.581604845	-6.257151783	-6.167599663	-5.50218539	-5.697881559	-7.85700362	-7.296026601	-7.434065574	-7.411826763	-8.735783624	-8.882730505	-4.418250011	-4.343154829	-8.786417331	-8.469288467	-4.160277591	-4.013955791	-9.987197802	-10.03855253	-5.261582683	-5.266365372	-5.394980547	-5.350980441	-4.959877881	-4.973006992	-3.556156523	-3.547353538	-1.586609226	-1.427982143	-4.223097902	-4.246141903	-1.021790032	-1.053012348	-4.000221032	-4.131264741	-1.518168015	-1.647768736	-1.487571532	-1.433139538	-1.172177989	-1.050157778	-3.553266489	-3.488998831	-3.19725057	-3.996012408	-1.204087608	-2.471669043	-1.393754918	-6.330837017	-2.277303473	-8.658364091	-1.506543831	-2.565155051	-2.551752663	-1.343756575	-1.590000543	-4.431702795	-4.25358846
Proteobacteria	S41C271-Lasker2021	-5.977735779	-5.830044173	-1.78986973	-1.607938532	-5.384274027	-5.370146399	-5.159523197	-5.692529438	-8.574217455	-8.421017296	-3.329032351	-3.223520771	-8.099184287	-8.23296233	-3.755693843	-3.691685628	-8.522961295	-8.245889198	-5.262841155	-4.784111821	-9.36903275	-10.15126927	-3.653110808	-3.605937446	-4.349797692	-4.213890348	-4.067023154	-4.113514843	-5.619325349	-5.500647135	-4.379956938	-5.127881499	-6.350273137	-6.340502669	-3.869500681	-3.754570169	-5.995661221	-6.281375876	-6.337719172	-6.44758894	-3.955509954	-3.85876754	-3.27752601	-3.803275153	-5.522542578	-8.447541204	-8.426448372	-6.131715609	-3.915711249	-7.301306648	-6.541058304	-7.461598535	-5.531077257	-9.630413307	-3.189323066	-4.565867457	-4.556208037	-6.02563637	-6.155574247	-3.493030572	-3.649534749
Bacteroidota	S41C335-Lasker2018	-8.785016168	-8.878884338	-5.512263519	-5.720831487	-8.804505132	-8.67705313	-4.938806902	-5.299704128	-20.72326584	-12.14910216	-12.6333418	-20.72326584	-12.69627448	-12.2067015	-8.850704496	-8.593085847	-12.27473207	-13.12113288	-9.231387619	-8.325506706	-11.82878213	-12.79059282	-8.238911098	-8.355908831	-7.906493762	-7.958473119	-8.332447617	-8.559686634	-6.904194825	-6.962689509	-3.84777226	-4.092295782	-7.764833774	-7.172267146	-2.518327463	-2.543675085	-6.534141825	-6.686378487	-2.730053094	-2.6124052	-3.411391031	-3.496612352	-2.691791921	-2.492277173	-7.006795918	-6.540251816	-6.286966986	-7.231722072	-2.528639113	-5.280863377	-4.948232024	-9.473061172	-4.706697115	-9.950370545	-4.67659068	-5.835411849	-5.740876614	-4.420059772	-4.353727733	-8.813585891	-8.502956861
Proteobacteria	S41C44-Lasker2021	-7.939022613	-7.526854992	-2.84873067	-2.779922831	-6.332839141	-6.293572846	-5.058894722	-5.538113048	-10.64025648	-9.94337053	-8.737451035	-8.763105495	-10.46448219	-10.43324044	-4.888098376	-4.855963776	-10.99863077	-10.91820887	-6.096541992	-5.500656733	-10.14616108	-10.85828213	-5.938437049	-5.999885625	-4.578899502	-4.451041849	-5.108712729	-5.240528479	-6.329609213	-6.167741402	-3.31936644	-4.073719979	-6.985424431	-6.505364893	-2.475136521	-2.398694631	-6.093932007	-6.251028544	-3.957214376	-4.030987864	-2.961364645	-2.809502597	-2.344976495	-2.890443356	-6.489213774	-6.810796187	-6.376787439	-6.558570547	-2.847786847	-5.509623507	-4.79414096	-8.943076897	-3.74582702	-9.494152741	-2.888026277	-4.931703613	-4.061896753	-3.82142765	-3.953791802	-4.630207213	-4.732120879
Bacteroidota	S41C543-Lasker2021	-7.112341169	-7.075640653	-2.596054936	-2.553318172	-6.731513751	-6.455501246	-1.033492128	-1.055853704	-11.09315661	-10.39338318	-9.173490775	-9.286699479	-9.745099207	-9.831371005	-2.99259504	-2.912715697	-10.14893566	-10.37832451	-2.783770235	-2.42310447	-10.51796571	-10.57281852	-4.828665424	-5.068120826	-5.181319297	-5.051806099	-3.753186066	-3.820418273	-7.81503357	-7.784044353	-3.10733814	-3.188623792	-8.529895475	-8.337409603	-4.114028302	-4.208286392	-7.388138915	-8.085675193	-4.298183919	-4.280170797	-5.062250798	-4.906637412	-4.437395	-3.997134751	-7.803905524	-4.596517033	-4.36669934	-7.726924291	-4.281480297	-4.372635193	-3.539881409	-9.188293109	-4.302134634	-10.41035004	-2.473316879	-5.798454648	-5.678323522	-3.971146136	-4.132986497	-3.020664433	-2.841725713
Thermoplasmatota	S41C69-Lasker2021	-7.354179266	-6.542310126	0.256367784	0.258397253	-8.807090583	-7.880033807	-4.016965942	-5.8739092	-13.30250773	-10.95290856	-6.429365103	-6.336198046	-10.2155259	-9.925488263	-3.559792162	-3.46815319	-9.857047252	-11.27828419	-4.937616276	-4.334714896	-9.200169471	-10.42167729	-4.294571076	-4.389614308	-5.460130428	-5.398740757	-4.1524692	-4.293167326	-10.50091355	-10.22957366	-3.234251756	-3.867816808	-10.65380277	-10.8015548	-5.658424336	-5.844496907	-11.18913437	-10.57932993	-10.40425513	-11.37484615	-7.403282194	-7.255831725	-7.416391235	-8.10261216	-10.91470283	-7.250107781	-7.070241856	-11.2217788	-8.417926848	-7.749567447	-7.232847631	-11.89347794	-8.701015133	-7.769508821	-1.573395364	-10.28389937	-11.05718381	-10.82259645	-10.85073468	-3.195992018	-3.354375868
Proteobacteria	S41C77-Lasker2021	-13.45391688	-10.49652561	-5.374913246	-5.252332849	-12.71067464	-12.41622544	-11.64787958	-13.08826596	-14.17234703	-12.44095558	-12.39203434	-12.45669215	-14.50842549	-15.3802871	-10.76033332	-11.08822325	-13.22369275	-15.09745499	-11.16612772	-10.75841831	-13.76677916	-15.17165165	-12.11458292	-11.28187914	-13.38926363	-11.16700536	-11.30816057	-10.98188789	-11.03710982	-10.56111517	-7.701471362	-8.310389776	-11.54348715	-10.50018666	-7.460865877	-7.274380376	-10.23428514	-11.18047846	-8.488988364	-8.622550263	-7.743358311	-7.624762971	-6.793845245	-7.005916395	-10.30676866	-20.72326584	-11.50502456	-10.40551747	-7.248973158	-10.55037894	-10.14909693	-15.26340576	-9.384923667	-12.6121836	-6.447265703	-8.994313283	-9.015464164	-9.650970381	-10.12377514	-11.24760527	-11.0772518
Bacteroidota	S41C79-Lasker2021	-10.07405443	-9.81016655	-7.038174035	-7.055757731	-4.974501224	-4.955170313	-6.607669576	-6.781937145	-12.15658874	-12.96091716	-13.64350899	-11.74529494	-11.70720402	-12.41570134	-8.824324378	-8.897000275	-11.6796357	-11.92184047	-10.26617758	-9.632694236	-11.61061139	-11.10603511	-8.860162488	-9.245749439	-5.618521997	-5.551525152	-9.647199093	-9.40926984	-10.10083354	-9.856976555	-7.116543303	-7.449275877	-10.80536998	-10.98515765	-8.321151973	-8.245119905	-10.10318676	-10.20764703	-8.639479533	-8.474272744	-7.402764806	-7.523850126	-8.256635751	-8.496206608	-10.31232474	-10.67563426	-10.14768468	-10.67169691	-8.611297024	-9.069763544	-8.106533101	-10.16541315	-8.466648662	-11.3775707	-5.71727494	-9.449468575	-8.659420167	-7.090141762	-7.1526323	-9.088113677	-9.105158172
Bacteroidota	S41C876-Lasker2021	-5.891206266	-5.718618669	-3.694456618	-3.738188697	-3.913298669	-3.829022001	-5.060093694	-5.627622226	-7.052825977	-7.032571683	-4.283097774	-4.278751352	-6.976295878	-7.070184565	-2.17790364	-2.128746238	-6.951192534	-7.138377476	-2.963651683	-2.512542453	-6.872922544	-8.357761538	-2.428080733	-2.601263524	-2.878308218	-2.794171631	-2.256343736	-2.303183062	-1.583643902	-1.560235543	-3.206044129	-3.410332046	-2.191659104	-2.19743313	-2.221880411	-2.319186222	-2.864267703	-2.944100474	-3.330290351	-3.545780061	-1.195064102	-1.214618937	-2.496543856	-2.759644367	-1.928785205	-6.761688039	-6.565844643	-2.475798761	-3.155966356	-4.937958696	-4.495992067	-4.79809132	-3.339620545	-8.165306865	-3.554894514	-1.168449524	-1.267508092	-2.694076352	-2.798057171	-2.13150485	-2.064717664
Proteobacteria	S42C184-Lasker2021	-4.818871952	-4.646567659	-5.959612222	-5.949257451	-3.584124166	-3.578798967	-7.903486077	-8.146710564	-4.700027828	-4.888940931	-7.516871469	-7.132559283	-5.082070664	-5.014953303	-5.235549725	-5.216766283	-5.145628726	-5.048827624	-6.689302552	-6.143224434	-6.726926419	-6.756702278	-6.048754311	-6.042299547	-3.183819685	-3.067478339	-4.855157196	-5.025553885	-3.244266379	-3.278696134	-5.252449086	-6.122121902	-3.771365073	-3.712785869	-4.025709195	-4.099273731	-3.926015495	-4.048481879	-5.129056902	-5.328131421	-2.595874309	-2.523736305	-4.201901622	-4.898398008	-3.518019666	-6.776285886	-6.321522265	-3.482538357	-5.027853531	-6.071454523	-5.352071518	-4.916426766	-5.378588167	-7.234258155	-5.410352463	-2.692566726	-2.761813686	-5.630440196	-5.792711169	-5.11197175	-5.145556795
Proteobacteria	S42C36-Lasker2018	-7.530717398	-7.258245956	-4.641044752	-4.564160977	-6.972090194	-6.857734254	-8.424646691	-9.074737589	-9.533222839	-9.538935554	-9.17357521	-9.095768799	-9.180019278	-9.107751519	-6.184878777	-6.226704617	-9.059942152	-9.104179996	-7.73488552	-7.172882345	-9.432080534	-9.621697655	-6.46981827	-6.524794095	-6.192947541	-6.069546355	-6.040753704	-6.148264567	-4.826545801	-4.839963205	-4.65406184	-5.645624384	-5.5831139	-5.425025621	-3.278285892	-3.201024831	-5.479623607	-5.690739022	-4.972326251	-5.084939424	-3.013745013	-2.733858268	-2.970293637	-3.749662816	-5.156069768	-8.232774425	-7.848351869	-5.407087087	-3.968632247	-7.368452064	-7.039970395	-7.338476659	-5.89470923	-8.924226904	-3.951172545	-4.35765868	-4.296793164	-6.429419459	-6.471885448	-6.020914367	-6.111904364
Bacteroidota	S42C395-Lasker2018	-8.597724464	-8.040173451	-5.054756208	-5.003033203	-8.69946379	-8.219125338	-5.142451615	-5.113151077	-11.63579838	-11.84535757	-11.09537877	-9.796319771	-11.7343022	-11.37253224	-7.883449419	-7.763034029	-12.62330775	-11.25047967	-7.487887681	-7.087668929	-20.72326584	-20.72326584	-9.983815221	-9.688766652	-8.429311535	-8.621767017	-8.408091284	-8.409514186	-7.879568922	-7.651955572	-2.050026975	-2.109780171	-8.34501844	-7.578407968	-1.933532196	-1.926112015	-6.088679572	-6.544010138	-2.396026908	-2.324323254	-3.379754688	-2.925716704	-1.73767096	-1.306263514	-6.926296001	-3.613095884	-3.362758436	-6.457659439	-1.718035267	-2.624882392	-1.921779405	-9.317147823	-2.608398129	-9.335696474	-1.883621691	-4.137683472	-3.937853509	-1.770078777	-1.89502544	-7.830282367	-7.821993618
Proteobacteria	S43C1130-Lasker2018	-7.674537374	-7.51615202	-4.404082323	-4.391355857	-6.594838009	-6.58292064	-5.211350899	-5.338066603	-9.359898179	-9.975209251	-3.914182987	-3.779775793	-8.951042188	-8.50722395	-2.173482622	-2.074554933	-8.712110138	-8.952457519	-3.392592569	-2.828601075	-9.095936461	-9.779444684	-2.729159171	-2.637200002	-5.637821069	-5.541101538	-2.633493284	-2.649251136	-4.797241033	-4.893002843	-3.579615196	-4.446369932	-5.661777564	-5.432340926	-2.808948836	-2.751504235	-5.514964565	-5.722693527	-3.468709728	-3.493597876	-3.032563969	-2.893933608	-2.484607682	-3.034414039	-5.404123759	-6.97995776	-6.836979717	-5.755931504	-3.460457347	-5.396444992	-5.190086941	-7.775894455	-4.317746097	-9.372969425	-3.077471797	-4.316664753	-4.188991474	-4.219767183	-4.510374684	-1.896625034	-1.994167218
Bacteroidota	S43C120-Lasker2018	-8.248641684	-8.367502873	-8.092752824	-8.215867752	-9.257696585	-9.328776784	-7.495989624	-7.566738066	-11.84382358	-11.3955	-11.14390265	-12.26238278	-12.81318097	-11.54075915	-8.637804523	-8.542469975	-11.41491412	-11.02693967	-8.171093873	-7.802868741	-11.12268351	-11.57903193	-9.143894608	-9.108805479	-9.620103378	-9.947733172	-8.665000226	-8.500227624	-6.431538367	-6.52638384	-2.388069879	-2.476929254	-6.581241319	-6.254883628	-0.834908965	-1.049999852	-5.974743801	-5.983818652	-0.8592701	-0.727082524	-3.133255509	-2.820686723	-1.246194385	-0.81376388	-6.563066746	-3.295767236	-3.023659987	-6.487300677	-1.123953048	-2.486630162	-1.689621375	-7.361744845	-2.403704935	-7.404486037	-2.745817787	-5.569385288	-4.795491939	-1.828366851	-1.876721581	-8.910108676	-8.691709389
Proteobacteria	S43C145-Lasker2021	-7.685543927	-7.445085055	-4.921033595	-4.807288206	-7.175191162	-7.065799412	-8.601599075	-9.25534052	-11.50071097	-11.32326275	-9.875661182	-9.276501596	-10.99089169	-11.70178499	-6.25867389	-6.244769618	-11.34140579	-10.90366252	-7.84529595	-7.307317936	-11.5760753	-12.05575351	-6.533150627	-6.516807168	-6.280259078	-6.136653107	-6.10081586	-6.181660723	-4.989683122	-5.019066638	-4.894004656	-5.891764743	-5.759938753	-5.650611492	-3.6167162	-3.53664257	-5.753414035	-5.974572032	-5.306049039	-5.412475894	-3.32604684	-3.21187263	-3.34211816	-4.116201044	-5.412159214	-8.409155488	-8.342535217	-5.62685074	-4.346586366	-7.716525006	-7.369289674	-7.74477992	-6.121921083	-10.48657277	-4.255526292	-4.588187905	-4.531535783	-6.644405039	-6.780845662	-6.031674312	-6.191252916
Thermoplasmatota	S43C1529-Lasker2021	-3.928747686	-3.986966349	-8.598596487	-8.863775382	-5.467088909	-5.457491309	-12.03598023	-20.72326584	-4.655725384	-4.736535127	-20.72326584	-20.72326584	-5.066570831	-5.048444332	-10.34676793	-10.86549746	-5.167551419	-5.076857247	-11.18252002	-10.8560184	-6.117993815	-6.149407609	-12.80378794	-12.11400103	-4.294846285	-4.199650813	-8.795341918	-9.625517691	-5.268195383	-5.195463169	-11.68575799	-11.40116654	-5.369772274	-5.377456249	-8.991821257	-10.2928566	-5.163572912	-5.196542221	-11.04527084	-12.44003819	-5.233073351	-5.142376456	-9.569831048	-11.72132105	-5.140743063	-20.72326584	-20.72326584	-5.797945649	-12.16849809	-7.808440759	-7.829751104	-5.444155723	-13.14119254	-7.19859865	-9.102693781	-5.548261953	-5.437590239	-11.07732644	-11.28811546	-9.653535541	-10.09199388
Proteobacteria	S43C153-Lasker2021	-2.089208031	-2.050246448	-4.040084528	-4.117348802	-2.470859719	-2.453717275	-8.528986712	-9.075959665	-2.669535579	-2.70055037	-7.823205864	-7.972297674	-2.622498513	-2.599922549	-6.548745712	-6.335707828	-2.677391552	-2.607124929	-7.763499627	-7.317871386	-4.30548005	-4.257938257	-5.849023865	-5.942998702	-1.98922898	-1.864830022	-5.47719581	-6.013477463	-2.286899842	-2.226861938	-7.320443587	-7.708853127	-2.508885773	-2.475776881	-5.871604133	-5.819610349	-2.490389119	-2.514713695	-5.647835127	-5.911560064	-2.548055852	-2.552896868	-5.438003087	-6.020793507	-1.791277639	-20.72326584	-12.47727302	-2.696546459	-6.825587538	-4.214399277	-6.387727188	-2.539894191	-6.611580546	-4.737412125	-6.772318852	-2.459668457	-2.477125986	-6.24183614	-6.426679176	-6.468016868	-6.296232231
Proteobacteria	S43C1547-Lasker2018	-10.87220485	-11.69389324	-6.043626851	-5.780004859	-10.93083153	-12.19224312	-9.538048561	-9.996646588	-12.41345166	-12.01761755	-9.856141783	-10.08140849	-12.76935329	-14.15657386	-7.004598944	-6.813994845	-12.51024048	-12.99890382	-8.104563477	-7.873916896	-11.48003203	-12.40467835	-7.576451827	-7.354655226	-9.509244645	-9.411991793	-7.230271752	-7.418802261	-11.56175579	-10.76704306	-5.767700229	-6.36344842	-9.469854382	-6.661623279	-1.855588348	-1.668039739	-7.432816922	-7.219946051	-2.910123859	-2.942647269	-3.666355005	-3.426288262	-1.087820636	-1.29650828	-11.44449641	-9.025464879	-8.257928726	-8.979192779	-1.775511794	-8.882426655	-7.920541906	-12.26168853	-6.886358335	-10.55424493	-4.081962576	-8.032319915	-6.360346783	-5.055846909	-5.279248793	-6.626946247	-6.741202566
Proteobacteria	S43C62-Lasker2018	-9.266687045	-9.285314381	-5.738368454	-5.608731601	-8.439267708	-8.537351767	-6.86050592	-6.996798165	-10.63388553	-13.15028817	-7.672365057	-7.671049511	-13.23400597	-12.16079168	-5.84142482	-5.794991464	-11.92179763	-13.62221889	-7.190605046	-6.634915688	-13.00269856	-12.95578159	-6.898406614	-6.70844895	-6.620925219	-6.633476354	-6.000785856	-6.151614285	-7.992076513	-8.168143068	-5.488343891	-6.262716155	-8.945052309	-8.177585305	-4.036813624	-3.935402232	-7.462723056	-7.678272954	-4.686059902	-4.720274799	-4.579453025	-4.387185599	-3.1265136	-3.931188547	-7.607724879	-9.210461879	-8.652658453	-7.711509313	-4.267919324	-7.085099682	-6.611372939	-10.80100432	-5.552353157	-11.83787447	-4.266790555	-6.121722811	-5.641499295	-5.455210737	-5.502628369	-5.635770244	-5.632777944
Proteobacteria	S43C71-Lasker2018	-4.913914927	-4.748747066	-6.039925058	-6.033633824	-3.624462015	-3.628628022	-8.052451601	-8.391075871	-4.742807023	-4.908006371	-7.760166269	-7.499840128	-5.120535097	-5.08991689	-5.405621325	-5.38544315	-5.206533287	-5.108347797	-6.976161173	-6.32112862	-6.895777994	-6.896725333	-6.271348147	-6.238155935	-3.281437661	-3.155803988	-4.954424829	-5.166675959	-3.320011915	-3.366270441	-5.243913655	-6.111904048	-3.866620908	-3.798102442	-3.902464187	-3.966157912	-3.997692937	-4.155923116	-5.040393654	-5.218623489	-2.615889895	-2.536055647	-3.390956944	-4.709367933	-3.620102889	-6.852094297	-6.444033213	-3.555365127	-4.837490717	-6.081359933	-5.472863034	-4.975755909	-5.476141293	-7.318960088	-5.362415878	-2.753536227	-2.824739361	-5.676546309	-5.810135683	-5.24462192	-5.268867405
