		1903buk1_0m-2	1903buk2_0m-1	1903buk2_0m-2	1903buk3_0m-1	1903buk3_0m-2	1903buk4_0m-1	1903buk4_0m-2	1903_buk5-1	1903_buk5-2	1903_buk6-1	1903_buk6-2	1903c111_100m-1	1903c111_100m-2	1903c111_100m-3	1903c111_10m-1	1903c111_10m-2	1903c111_5m-1	1903c111_5m	1903c114_100m-1	1903c114_100m-2	1903c114_100m-3	1903c114_10m-1	1903c114_10m-2	1903c114_5m-1	1903c114_5m-2	1903c117_100m-1	1903c117_100m-2	1903c117_100m-3	1903c117_50m-1	1903c117_50m-2	1903c117_5m-1	1903c117_5m-2	1903c118_100m-1	1903c118_100m-2	1903c118_100m-3	1903c118_23m-1	1903c118_23m-2	1903c118_5m-1	1903c118_5m-2	1903c119_100m-1	1903c119_100m-2	1903c119_100m-3	1903c119_11m-1	1903c119_11m-2	1903c119_5m-2	1903c122_100m-1	1903c122_100m-2	1903c122_100m-3	1903c122_28m-1	1903c122_28m-2	1903c122_5m-1	1903c122_5m-2	1903c123_10m-1	1903c123_10m-2	1903c123_5m-1	1903c123_5m-2	1903c123_70m-1	1903c123_70m-2	1903c123_70m-3	1903c124_100m-2	1903c124_100m-3	1903c124_15m-1	1903c124_15m-2	1903c124_5m-1	1903c124_5m-2	1903c126_100m-1	1903c126_100m-2	1903c126_100m-3	1903c126_45m-1	1903c126_45m-2	1903c126_5m-1	1903c126_5m-2	1903c127_100m-1	1903c127_100m-2	1903c127_100m-3	1903c127_5m-1	1903c127_5m-2	1903c127_7m-1	1903c127_7m-2	1903c129_100m-1	1903c129_100m-2	1903c129_100m-3	1903c129_26m-1	1903c129_26m-2	1903c129_5m-1	1903c129_5m-2	1903c134_12m-1	1903c144_13m-1	1903c144_13m-2	1903c144_5m-1	1903c144_5m-2	1903c144_60m-1	1903c144_60m-2	1903c144_60m-3	Las19c107_10m-1	Las19c107_10m-2	Las19c107_5m-1	Las19c107_5m-2	Las19c107_75m-1	Las19c107_75m-2	Las19c107_75m-3	Las19c135_13m-1	Las19c135_13m-3	Las19c135_5m-1	Las19c135_5m-2	Las19c135_70m-1	Las19c135_70m-2	Las19c135_70m-3	Las19c138_100m-1	Las19c138_100m-2	Las19c138_12m-1
Proteobacteria	S71C145-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.068201607	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.99134059	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.983754212	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.315611226	-20.72326584	-20.72326584	-4.509468674	-20.72326584	-20.72326584	-4.52129592	-4.692115202	-4.624743092	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.020918818	-4.070474981	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.871515428	-3.889225016	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.935660124	-3.602127207	-3.566312537	-3.149695951	-20.72326584	-20.72326584	-4.217718822	-3.411061432	-3.404486294	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-5.005152144	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.799454573	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	S71C156-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.594371403	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.856852335	-3.423924057	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.02621311	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	S71C1588-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.761638767	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.699904972	-3.69958924	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.985933499	-2.60374916	-20.72326584	-20.72326584	-20.72326584	-2.76320725	-2.749770802	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
None	S71C31-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.952876655	-2.928435466	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.593594366	-3.53640602	-3.694553119	-3.460285949	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.996035085	-3.693683334	-2.771961063	-2.823621049	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.176675245	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.894905745	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.201463773	-3.194691854	-3.281141251	-3.307545822	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.447337249	-2.584550112	-2.469340265	-2.513500575	-1.872518947	-20.72326584	-20.72326584	-20.72326584	-3.907483027	-20.72326584	-20.72326584	-20.72326584	-3.956262186	-20.72326584	-20.72326584	-3.960366654	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	S72C195-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.792920618	-4.513074713	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.909350419	-1.198481572	-1.303774941	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.343616578	-2.268768417	-2.427504113	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.294692155	-3.325220408	-3.584179641	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.656696312	-2.520970781	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.485481539	-2.967593839	-3.608396622	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.346324886	-1.350652927	-1.541039813	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.837701731	-1.784135162	-1.824286704	-3.8396896	-3.80851227	-20.72326584
Proteobacteria	S72C275-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.245956926	-4.631333582	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.287336793	-3.711993088	-4.148282952	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.255794628	-4.087805866	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.152633968	-1.862393452	-2.26153397	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.375398728	-4.492915202	-4.529304837	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.325375631	-0.344076636	-0.449986122	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.290302513	-20.72326584	-4.389179193	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.433673469	-1.343465392	-1.416318443	-2.256537725	-2.222602963	-20.72326584
Proteobacteria	S72C284-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.394441345	-3.581913288	-3.479236742	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.928450536	-1.12360307	-1.10600171	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.390875511	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.829457819	-2.837877588	-2.826159049	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.196442469	-2.17777877	-2.851812777	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.555009628	-4.645697224	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.249404856	-1.954382209	-1.997899963	-2.051680463	-1.942593259	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.304835101	-3.312480408	-3.329804676	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.283010168	-4.338790303	-4.393387	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.689946307	-0.748503791	-0.860318182	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.413582196	-20.72326584	-4.446095933	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.57240738	-1.275193939	-1.371834526	-3.811800864	-3.824829953	-20.72326584
Proteobacteria	S72C297-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Thermoplasmatota	S72C644-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.009720028	-2.986040768	-2.795052302	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.10783717	-3.074387007	-3.00339276	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.819964798	-2.991755173	-2.61887824	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.063355334	-3.093886793	-2.871833029	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.199469673	-3.24004336	-3.995227945	-20.72326584	-20.72326584	-20.72326584	-2.685910645	-2.712737504	-2.60801782	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.343373313	-20.72326584	-20.72326584	-2.944543066	-2.721674172	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.27525384	-3.115880908	-3.016478414	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.457103045	-2.827394249	-2.402493377	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.675783007	-2.739955707	-2.795752953	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.122347501	-3.170738135	-3.288411692	-20.72326584	-20.72326584	-20.72326584	-4.789251931	-2.875330997	-2.802897772	-3.249333641	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.484910469	-3.017806977	-3.133085107	-2.578382456	-2.55935981	-20.72326584
Proteobacteria	S73C184-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.097255776	-20.72326584	-3.011708801	-3.331642896	-3.182290625	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.665412769	-2.867168255	-2.905618042	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.335933514	-3.025437662	-3.280361039	-3.055290874	-3.184600469	-20.72326584	-20.72326584	-2.851926397	-2.828339702	-2.864835107	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.030883067	-3.026779468	-2.67027742	-20.72326584	-2.969326242	-3.324845943	-4.060028878	-3.805969245	-3.952264543	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.789064424	-2.902318491	-3.02108479	-2.875469276	-2.735827107	-2.373630112	-2.424701079	-2.723132936	-2.612263031	-2.675978341	-2.951796769	-2.726477114	-2.769976665	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.535190115	-3.594503456	-3.567455127	-3.732110055	-3.759614113	-4.170062978	-4.236121652	-4.124409559	-4.26371851	-4.278642807	-20.72326584	-20.72326584	-4.237028201	-4.013938407	-3.784339321	-2.725874067	-3.488363523	-2.775079646	-2.729791321	-1.646706794	-1.716604219	-1.897528595	-3.348944733	-3.066771366	-3.572011966	-3.235607548	-3.261042186	-3.385976854	-3.347662122	-3.264918612	-20.72326584	-4.006156942	-4.426487074	-2.149968638	-1.82653316	-1.919579789	-3.279040645	-3.250175308	-3.111688347
Proteobacteria	S73C40-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.790809882	-20.72326584	-4.188353881	-4.18615766	-4.484617833	-4.639250581	-3.563107156	-3.603071147	-3.516629648	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.296446254	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.576159981	-4.476608208	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.539607088	-3.481355854	-3.962729314	-20.72326584	-20.72326584	-20.72326584	-3.732969784	-3.943157699	-3.555042718	-3.859022147	-3.032025393	-20.72326584	-20.72326584	-3.257841003	-3.374637957	-3.473816495	-3.211796542	-3.646478764	-3.824282449	-3.727119244	-4.385594673	-4.217037588	-3.404362656	-3.27858289	-4.102743475	-4.29242969	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.382295951	-4.594303147	-20.72326584	-20.72326584	-20.72326584	-4.071466375	-3.32543403	-4.160028635	-4.144348141	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.105349293	-3.821743641	-3.828117706	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	S73C465-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.859239113	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.852252537	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.751022542	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.008075114	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.813779435	-2.664516384	-2.854633069	-20.72326584	-20.72326584	-20.72326584	-4.744847742	-4.046496842	-20.72326584	-4.106592037	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.864839161	-3.15483134	-3.125816107	-3.548870134	-3.530510859	-20.72326584
Thermoplasmatota	S73C644-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.774917367	-2.695890664	-2.528587151	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.864938512	-2.909650343	-2.811756569	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.547997119	-2.642979136	-2.353663768	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.743644618	-2.80829708	-2.596627067	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.988478565	-3.017156114	-3.750140919	-20.72326584	-20.72326584	-20.72326584	-2.376149064	-2.449418324	-2.307951416	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.014799529	-4.199632147	-20.72326584	-2.724258611	-2.514351671	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.986131489	-2.835421793	-2.719540497	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.169502267	-2.585027437	-2.158267535	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.382242916	-2.420742125	-2.502164034	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.900467167	-2.975013968	-3.095318007	-20.72326584	-20.72326584	-20.72326584	-4.563419119	-2.566209148	-2.479942201	-2.955223333	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.22511686	-2.785312025	-2.879490621	-2.325225657	-2.274339279	-20.72326584
Bacteroidota	S73C702-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.61082231	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.314461328	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.347449842	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.390340481	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.977447209	-2.55249839	-2.436180362	-4.100643942	-20.72326584	-3.747756846	-3.89006442	-3.652355798	-20.72326584	-3.514579854	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.296667626	-3.125627975	-2.805922738	-3.40500199	-3.483132494	-20.72326584
Bacteroidota	S74C16-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	S74C217-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.974760115	-3.422902922	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.687026731	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.191990512	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.135522112	-3.101703776	-3.930602184	-3.927517528	-20.72326584	-20.72326584	-20.72326584	-3.311782244	-3.545324471	-2.350440713	-2.505926421	-3.583591653	-2.651420404	-3.355713219	-2.468161504	-2.49863561	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.528623397	-20.72326584	-20.72326584	-20.72326584	-3.264273532	-20.72326584	-3.213311808	-3.53888104	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
