		RL2103c001_100m-2	RL2103c001_48m-1	RL2103c001_5m-1	RL2103c002_100m-1	RL2103c002_48m-3	RL2103c002_5m-1	RL2103c009_20m-1	RL2103c009_40m-1	RL2103c009_5m-3	RL2103c010_25m-3	RL2103c010_50m-2	RL2103c010_5m-1	RL2103c014_25m-3	RL2103c014_55m-2	RL2103c014_5m-1	RL2103c015_30m-2	RL2103c015_5m-1	RL2103c015_80m-3	RL2103c019_100m-1	RL2103c019_44m-2	RL2103c019_5m-2	RL2103c023_5m-2	RL2103c023_60m-1	RL2103c024_100m-2	RL2103c024_40m-1	RL2103c024_5m-1	RL2103c025_100m-2	RL2103c025_40m-2	RL2103c025_5m-1	RL2103c032_5m-3	RL2103c032_66m-3	RL2103c032_80m-1	RL2103c033_100m-3	RL2103c033_35m-3	RL2103c033_5m-1	RL2103c034_100m-2	RL2103c034_34m-1	RL2103c044_100m-3	RL2103c044_52m-2	RL2103c044_5m-3	RL2103c045_100m-2	RL2103c045_23m-2	RL2103c045_5m-1	RL2103c046_15m-3	RL2103c046_30m-2	RL2103c046_5m-3	RL2103c049_23m-1	RL2103c049_5m-1	RL2103c049_93m-2	RL2103c050_100m-2	RL2103c050_21m-2	RL2103c050_5m-3	RL2103c067_100m-1	RL2103c067_57m-2	RL2103c067_5m-3	RL2103c068_37m-3	RL2103c068_5m-3	RL2103c071_5m-2	RL2103c071_68m-2	RL2103c072_100m-2	RL2103c072_35m-2	RL2103c072_5m-1	RL2103c074_100m-1	RL2103c074_13m-1	RL2103c074_5m-1	RL2103c077_19m-1	RL2103c077_5m-2	RL2103c077_70m-1	RL2103c078_100m-2	RL2103c078_27m-2	RL2103c078_5m-2	RL2103c081_45m-2	RL2103c081_5m-2	RL2103c088_51m-2	RL2103c088_5m-1	RL2103c089_100m-3	RL2103c089_20m-1	RL2103c089_5m-2	RL2103c090_100m-3	RL2103c090_53m-1	RL2103c090_5m-2
Thermoplasmatota	S40C165-Flyer2018	0.0155707	0.000417835	3.08E-05	0.028336696	8.99E-05	0.000321327	0.000178743	0.000757731	0.000200782	0.000847918	0.024669854	0.000107343	0.013648799	0.030104218	0.001038506	0.008092371	0.001872766	0.045409437	0.054100193	0.057755623	0.002901307	0.001350664	0.082332775	0.031399608	0.000431419	0.000410868	0.060169406	0.01906103	0.008107557	0.00455644	0.05022613	0.04939635	0.046630528	0.013336286	0.004002195	0.11173412	0.021261191	0.07886685	0.08787523	0.000846007	0.07314	0.000489736	0.000490586	0.000724193	0.000810154	0.000585835	0.021259759	0.000851925	0.040875234	0.080601305	0.002612478	0.001687814	0.04143377	0.003970808	0.001581553	0.005331862	0.001251006	0.000872408	0.01686745	0.061901838	0.027962543	0.000899392	0.077093765	0.000840851	0.000655636	0.000376465	4.85E-05	0.036284525	0.06845661	0.006098435	0.000199059	0.006088452	1.34E-05	6.94E-05	0.000400827	0.000928432	4.79E-05	6.20E-05	0.06581754	0.0033215	0.00184728
Proteobacteria	S40C202-Lasker2021	0.12357788	0.06688498	0.023812916	0.17370054	0.012032595	0.002964916	0.12708326	0.20660077	0.103736706	0.120309025	0.1808738	0.14172152	0.106574304	0.1923321	0.027224649	0.085745186	0.0349653	0.13032284	0.053803314	0.18518606	0.08567665	0.094570644	0.15831845	0.23826109	0.08184883	0.076196	0.21338435	0.18674703	0.037310913	0.18924521	0.11866175	0.10919303	0.057606626	0.17106636	0.19271246	0.10227978	0.286901	0.038562197	0.079696216	0.031976994	0.06677116	0.02754283	0.028233822	0.060273148	0.07573402	0.049988832	0.060536973	0.025565378	0.023127776	0.027829928	0.029799832	0.006681144	0.05357364	0.08756814	0.036197565	0.11096192	0.08165082	0.09147594	0.12044168	0.027319431	0.1450817	0.089058384	0.09420894	0.09798674	0.0926507	0.13617931	0.18489629	0.17044654	0.013155916	0.09685827	0.057318788	0.14749007	0.06146788	0.11331664	0.15833509	0.10547557	0.0855864	0.08536053	0.03580484	0.13480201	0.13331054
Actinobacteriota	S40C920-Flyer2018	0.57675713	1.1006258	0.35188928	0.751144	0.528505	0.3144281	0.9958038	1.015975	0.76060975	1.5525486	0.67069185	1.1820399	0.76871055	0.43060827	0.3296068	0.4269306	0.31274828	0.20136595	0.069325306	0.51107067	0.4740179	0.48588952	0.20394818	0.56827426	0.40544808	0.4972044	0.3887214	0.3829544	0.7727809	1.0413786	0.17305645	0.15194963	0.086197175	0.95629364	1.3695877	0.020202437	0.95122254	0.056086175	0.64993954	1.8163625	0.061061665	1.4826783	1.7283274	0.3029349	0.44609272	0.2912612	1.2461308	1.6325202	0.04174937	0.053015426	2.6733146	1.9726269	0.023541827	0.5752707	1.0911598	0.770608	0.9202124	0.81280816	0.41157618	0.022919789	0.5354246	0.7667854	0.10261476	1.2033751	0.9794186	1.1422564	1.2667824	0.22887246	0.0025502	0.7167991	0.69975346	0.65866065	0.5077066	1.2528573	1.0667536	0.49518093	0.44232127	0.4357515	0.013337157	0.32726666	0.600203
None	S41C1045-Lasker2018	0.012103084	0.006550739	0.001090573	0.03370598	0.000338348	0.000242093	0.013840171	0.0502357	0.00203352	0.032411456	0.09493469	0.006880889	0.022551281	0.024291646	0.002005861	0.008202234	0.001825086	0.013861198	0.008130335	0.02448734	0.003562456	0.002570294	0.014658012	0.016850952	0.003940509	0.003299511	0.054868605	0.023090879	0.001345071	0.011632898	0.01087755	0.009750596	0.008174268	0.012343701	0.008320116	0.004927407	0.072761	0.002855155	0.017103774	0.001194651	0.004592525	0.000184212	0.000150083	0.000301326	0.000560869	0.000304613	0.008049801	0.000255951	0.001057667	0.001502291	0.003057779	2.35E-05	0.007154071	0.002299564	0.000416729	0.002805626	0.000826796	0.000591318	0.006298323	0.002557692	0.008595999	0.000548555	0.009704115	0.001048751	0.000516343	0.005902081	0.001427218	0.019836633	0.000378022	0.023888731	0.001117932	0.026188668	0.000386747	0.004293693	0.018967401	0.00767954	0.002355339	0.001389598	0.002616893	0.002011653	0.001954005
Proteobacteria	S41C116-Lasker2021	0.001041589	0.001161446	0.000732111	0.000634174	0.000899371	0.00053704	0.000414113	0.000257338	0.000593151	0.000429796	0.000208902	0.000687173	0.004197903	0.002684356	0.014130306	0.01825248	0.019888476	0.006237086	0.003890235	0.010593701	0.024926353	0.017700171	0.004457543	0.04119399	0.060498677	0.07760577	0.004106501	0.07220173	0.055593688	0.002031267	0.002357454	0.002493912	0.001920458	0.012356744	0.003655228	0.001019925	0.040350407	0.00201217	0.012179215	0.031568997	0.00239104	0.03685058	0.034703195	0.031094495	0.03509647	0.02719176	0.026123656	0.022400325	0.002754696	0.000866919	0.024390042	0.051126312	0.002406317	0.026405679	0.03251935	0.034402665	0.033076223	0.040817805	0.02339439	0.000354882	0.0248145	0.03856666	0.00047199	0.05683217	0.05229358	0.000970173	0.000143831	0.001199842	0.000389444	0.081974015	0.04423797	0.000207574	0.000254419	9.00E-05	0.000139667	0.000266664	0.000858821	0.001338051	7.39E-05	0.001566632	0.001829586
Thermoproteota	S41C1398-Lasker2018	0.35856494	0.052660063	0.043566063	0.42388427	0.013052604	0.002507215	0.018281579	0.037697878	0.008258554	0.02793062	0.2586975	0.011444393	0.22392324	0.37324968	0.018470472	0.09102583	0.014793085	0.5190495	0.71493953	0.57322884	0.065875195	0.07827636	0.7796115	0.3830113	0.012231231	0.008064577	0.4531378	0.12488121	0.04738289	0.16191131	0.57098836	0.5984971	0.6237327	0.14338636	0.10139809	0.7968312	0.13448416	0.94581467	0.5855664	0.009117562	0.84032637	0.003513444	0.003619869	0.035957403	0.04942093	0.03111085	0.27107546	0.005993791	0.48667926	0.9454286	0.02033992	0.000927225	0.56791013	0.09587851	0.003950538	0.09990007	0.021947168	0.0174122	0.21536392	0.8815607	0.33637816	0.013597199	0.7503531	0.015806263	0.009577718	0.026762221	0.023571568	0.40585566	0.6324979	0.07746574	0.015115209	0.1608857	0.00460125	0.012856919	0.03380434	0.19362919	0.06785439	0.05810269	0.6444286	0.100991234	0.09080475
Thermoplasmatota	S41C165-Flyer2018	0.015630005	0.000721343	6.17E-05	0.028319497	8.82E-05	5.04E-05	0.001835487	0.002283308	0.001023356	0.00152325	0.02516328	0.000844703	0.013285353	0.028425822	0.000796842	0.007622263	0.001007851	0.04482404	0.05202751	0.05554126	0.002597394	0.001304431	0.078107245	0.029918551	0.00035386	0.000315153	0.057051264	0.01837989	0.007776911	0.004932167	0.04832313	0.047505047	0.045521986	0.012980698	0.003755816	0.10480887	0.020427225	0.07747281	0.08472115	0.000257114	0.07264475	4.37E-05	3.41E-05	0.000295799	0.000451219	0.000267463	0.019694086	0.000145447	0.040125906	0.081925154	0.000818605	1.00E-05	0.042298958	0.003403005	0.00011215	0.004507472	0.000284416	0.000273372	0.016506752	0.06091918	0.027200855	0.000514814	0.07754082	0.000484798	0.000272071	0.001049045	0.000419212	0.035867993	0.06313793	0.006272213	0.000290458	0.007007249	0.00061023	0.00107434	0.001677938	0.001382454	0.000645564	0.000585798	0.062319767	0.003821801	0.002292063
Proteobacteria	S41C181-Lasker2021	0.007263596	0.010858195	0.000454653	0.010531427	0.001352411	0.002271181	0.025189843	0.021005522	0.025341608	0.012918209	0.004077432	0.007161502	0.36770958	0.17990048	0.3655697	0.22702096	0.3430533	0.014905162	0.000954352	0.032735933	0.22878799	0.1251599	0.024234891	0.011909388	0.18651609	0.19795105	0.00221839	0.024987355	0.014390737	0.04992344	0.009991695	0.006072051	0.001309488	0.06433905	0.0491575	0.000142894	0.06494971	0.001676169	0.001738469	0.001272174	0.003012921	0.00300806	0.002402169	0.039836895	0.043568227	0.03818121	0.000383369	0.00025546	7.64E-05	0	0.000219591	5.31E-05	0.000903487	0.02015524	0.006448901	0.014793216	0.00821231	0.017573813	0.023323543	0.000665232	0.019033173	0.018305147	0.001362536	0.004378322	0.004196622	0.006493759	0.002492091	0.001198301	2.23E-05	0.093198776	0.04189735	0.03498718	0.017401742	0.025144372	0.022445355	0.000102303	6.58E-05	0.000241921	6.08E-05	0.00219972	0.003279072
Proteobacteria	S41C21-Lasker2021	0.00448058	0.02004616	0.032567825	0.004090804	0.02136439	0.02783265	0.013863988	0.0084362	0.017944489	0.005657346	0.00255861	0.00681916	0.04038231	0.050161526	0.1325064	0.08045746	0.13104555	0.011051486	0.00098669	0.032059208	0.12116903	0.2184218	0.023013147	0.025833465	0.11338746	0.09204477	0.005055314	0.044228356	0.06800516	0.023639398	0.009298735	0.008092207	0.002515783	0.023767747	0.016305124	0.002504132	0.0157677	0.000340937	0.000928571	0.0038051	0.000295003	0.002042423	0.003160938	0.014870202	0.026424894	0.018525114	0.000139677	0.000109602	0.000135566	2.64E-05	8.03E-05	2.95E-05	0.000857391	0.00646644	0.008983267	0.008652576	0.00805395	0.008850344	0.017131561	0.000191645	0.010327486	0.020604018	0.000358563	0.027278926	0.019404419	0.011057227	0.002450024	0.009823743	0.005947786	0.034739994	0.024874104	0.011650258	0.047376003	0.013353237	0.008364431	0.063067324	0.0601076	0.057459544	0.000837772	0.043764133	0.0449687
Bacteroidota	S41C237-Lasker2018	0.22743869	0.36057237	0.15806729	0.2350397	0.19639087	0.06691083	0.6268686	0.41843167	0.8035209	0.6254054	0.14380519	0.4713979	0.0563706	0.088664964	0.12914021	0.089773916	0.15291627	0.038143627	0.012575695	0.061056804	0.17116553	0.18468012	0.040679	0.1012655	0.20103894	0.23226157	0.048803244	0.13036153	0.19902623	0.29139704	0.034019295	0.03150434	0.014806896	0.28744307	0.44041333	0.00143174	0.17467214	0.001849771	0.021399092	0.063643076	0.001778916	0.060159586	0.07784611	0.15441066	0.20663096	0.13241619	0.011253573	0.011853729	0.001280899	0.000270153	0.009731734	0.005649281	0.001332713	0.016125688	0.017094037	0.017042177	0.016690956	0.25615737	0.11554	0.000885646	0.111782424	0.28433874	0.008263948	0.2358018	0.2563733	0.44916916	0.41908437	0.05854458	0.0009131	0.36518186	0.52907956	0.47648063	1.206746	0.81162465	0.6137104	0.74775517	0.627451	0.64748037	0.00084381	0.58612895	0.64216226
Proteobacteria	S41C271-Lasker2021	0.039995335	0.08004839	0.023189975	0.041950807	0.08143803	0.079806164	0.035968877	0.033938017	0.028992705	0.0372447	0.021082792	0.043046948	0.04559589	0.02450253	0.052052878	0.054489512	0.055914793	0.010569134	0.004147424	0.023212519	0.047713935	0.0393834	0.013740602	0.029393734	0.032622952	0.044016838	0.019201307	0.072408855	0.057910033	0.042395756	0.00819047	0.00636846	0.003346062	0.03996239	0.045818627	0.000444635	0.04786435	0.002986977	0.020992069	0.067835554	0.003591882	0.061347183	0.052224588	0.02423485	0.02942033	0.021615295	0.02667151	0.027536757	0.00165144	0.001160792	0.047616415	0.07605125	0.001293728	0.046028208	0.04368157	0.04904948	0.04371196	0.02881115	0.025118684	0.001152971	0.026347892	0.0260487	0.005334812	0.03474756	0.03284537	0.047122426	0.048516016	0.005082409	0.0001453	0.0719375	0.042263508	0.029264433	0.025362927	0.039288536	0.04061941	0.019848753	0.027802719	0.028245168	0.000238798	0.031884573	0.037611164
Bacteroidota	S41C335-Lasker2018	0.003753367	0.00552489	0.002804324	0.003191519	0.002674724	0.001500926	0.017967498	0.008372067	0.034550503	0.022705512	0.002887482	0.048400316	0.009045972	0.01253836	0.024839653	0.02129137	0.040395122	0.004020364	0.000663823	0.006937557	0.033562414	0.0375144	0.005322532	0.002869834	0.003866791	0.004102246	0.000529946	0.001873103	0.002188364	0.025909157	0.002978868	0.002189396	0.000727608	0.021651894	0.03315275	3.32E-05	0.0018462	0.000158496	0.000578626	0.001556948	0.000171202	0.001809277	0.002166657	0.003199106	0.004114188	0.003258009	0.001264535	0.002196285	0.000113005	1.77E-05	0.000774229	0.000342109	0.000407784	0.010814782	0.009821923	0.009576816	0.009842183	0.006318097	0.002627434	3.14E-05	0.001920137	0.006936487	0.000114899	0.006943496	0.007981767	0.054090075	0.023878556	0.003143917	2.59E-05	0.027268622	0.05224795	0.005797274	0.027743215	0.02043114	0.011777678	0.000667493	0.000671134	0.000851901	1.52E-05	0.001702785	0.003011024
Proteobacteria	S41C44-Lasker2021	0.05058813	0.13282295	0.04863649	0.049984124	0.088173725	0.045206588	0.078465074	0.0439146	0.12320377	0.073600896	0.011265224	0.13269955	0.22781807	0.18733202	0.18242045	0.16741084	0.17854525	0.053922396	0.004968669	0.04452816	0.18212621	0.16499802	0.04271035	0.08985268	0.16093545	0.183904	0.016455906	0.064840086	0.18047392	0.13350584	0.03014959	0.025632195	0.009611716	0.12812878	0.14498918	0.000337841	0.026553614	0.002610918	0.01549641	0.046103697	0.002637102	0.0535728	0.049270567	0.13264383	0.15383965	0.12707852	0.010169056	0.008941155	0.000596852	8.35E-05	0.005877936	0.003736414	0.005177422	0.20601603	0.17507242	0.22425237	0.21296683	0.09277656	0.09407022	0.000442836	0.061367583	0.09519441	0.002118563	0.08378876	0.08272673	0.1587262	0.047338597	0.018547175	9.74E-05	0.12253328	0.13830891	0.04860224	0.11149804	0.076827385	0.07398073	0.065728225	0.13328116	0.13416402	0.000161749	0.11250895	0.11658935
Bacteroidota	S41C543-Lasker2021	0.004216962	0.023069855	0.030190464	0.002886391	0.11209002	0.5829122	0.004017676	0.002754234	0.006012064	0.004237086	0.00386844	0.004967717	0.037768792	0.030469986	0.20314592	0.097804986	0.15517928	0.006148786	0.00123559	0.0370711	0.17097808	0.23125981	0.014582582	0.014926855	0.064655274	0.06613444	0.003007649	0.017609267	0.061105598	0.043202832	0.00576346	0.005591873	0.002021329	0.045514006	0.040905062	0.000216706	0.01855437	0.000603652	0.006977738	0.05059606	0.00044142	0.034002405	0.050160237	0.039721806	0.06594215	0.050400153	0.004592175	0.009301634	0.000241177	6.89E-05	0.01109874	0.01784361	0.000882159	0.08555798	0.08543181	0.06970562	0.062066436	0.043225847	0.021853032	6.76E-05	0.019970706	0.052254118	0.000294149	0.045958254	0.04492349	0.004651457	0.00359625	0.004387935	9.56E-05	0.028131522	0.044022672	0.001966961	0.00477139	0.003438309	0.002752171	0.001301614	0.002118066	0.002714203	4.04E-05	0.002000368	0.003804681
Thermoplasmatota	S41C69-Lasker2021	0.021419339	0.04243649	0.01311851	0.002527785	0.064820714	0.23345059	0.000835268	0.000409008	0.000242549	0.00142901	0.000137287	0.000101964	0.00500246	0.001610253	0.032967854	0.029302834	0.048236288	0.00045794	5.93E-05	0.006629021	0.04029994	0.038628776	0.002955657	0.008095387	0.08949332	0.119309746	0.001461572	0.084160164	0.23104006	0.001796503	0.000518443	0.000387544	0.000491889	0.03300195	0.006421018	0.000123113	0.05626593	0.000517804	0.02532617	0.150964	0.000214256	0.13080816	0.115449056	0.009847544	0.011460144	0.010476028	0.05016768	0.05073052	0.000584516	0.000369078	0.1595162	0.15540075	0.000493398	0.08779167	0.121609	0.0774127	0.10947187	0.06049825	0.012154634	2.27E-05	0.011892976	0.038740836	1.75E-05	0.0705327	0.06575319	0.00043148	8.37E-05	6.96E-05	4.14E-05	0.106323466	0.10014623	0.000254474	9.14E-05	0.000253454	0.000279711	0.000332749	0.000901547	0.001195824	4.09E-05	0.000890474	0.001155747
Proteobacteria	S41C77-Lasker2021	0.013631447	0.011599251	0.000946807	0.013525439	0.003353488	0.001214136	0.030534167	0.02910904	0.029807232	0.059348293	0.023048064	0.06760328	0.037781082	0.03691287	0.024013354	0.031024855	0.03044934	0.008187883	0.001172413	0.014648405	0.040242556	0.041587636	0.010984142	0.020034796	0.08949949	0.11898595	0.013863296	0.145248	0.10711272	0.09450941	0.007888211	0.005258053	0.002352215	0.0991865	0.15742481	0.000228052	0.1102824	0.000188542	0.004495932	0.016128078	0.000109343	0.011601656	0.012138015	0.005998421	0.00784713	0.004875943	0.000546651	0.000953652	4.90E-05	1.34E-05	0.001667843	0.000157187	4.59E-05	0.002296011	0.000848305	0.002195821	0.001252356	0.024633255	0.008610737	5.32E-05	0.011022568	0.024780922	0.000399678	0.047459833	0.04681752	0.2376667	0.09526492	0.012924695	0.000159029	0.22881342	0.14151612	0.034866765	0.022262389	0.046776067	0.04561648	0.002058199	0.001981509	0.002984061	0.000105209	0.013390174	0.022436924
Bacteroidota	S41C79-Lasker2021	0.000280656	0.000309955	5.69E-05	0.000490451	0.000140369	8.13E-05	0.001693694	0.000902656	0.000924342	0.001234236	0.000131551	0.000695124	0.026134847	0.03013174	0.039027542	0.035222605	0.045731157	0.009911611	0.001739024	0.015695853	0.06265213	0.064857945	0.018829186	0.029717367	0.059649773	0.06977677	0.003862038	0.019946797	0.094082616	0.028739171	0.007006586	0.003849456	0.002014594	0.023342788	0.01935274	0.000206069	0.001569066	7.37E-05	0.000723353	0.007204523	3.94E-05	0.010972852	0.011418873	0.002055842	0.002651393	0.001617623	0.000246082	0.000309126	2.39E-05	8.86E-06	0.000137145	6.30E-05	5.48E-05	0.000267185	0.000164027	0.000224585	9.37E-05	0.00593708	0.003742831	2.19E-05	0.005592829	0.010341895	7.64E-05	0.04293125	0.036963932	0.009560066	0.00139765	0.000332646	7.11E-05	0.030680625	0.03469549	0.000532733	0.000756945	0.000590295	0.000438487	0.000130104	0.00011209	0.000208368	1.77E-05	0.001924929	0.001550893
Bacteroidota	S41C876-Lasker2021	0.16862254	0.13406262	0.043616813	0.18067192	0.050898734	0.014591476	0.16914138	0.20959768	0.060397234	0.11532925	0.20152016	0.07200721	0.22897173	0.4497371	0.06755215	0.17846616	0.081883214	0.26991147	0.07414641	0.10717423	0.13802783	0.19271065	0.073917866	0.29170147	0.106744744	0.13314992	0.04074875	0.11394003	0.15564664	0.30325687	0.1492677	0.17182289	0.07489461	0.18413948	0.18362701	0.001439098	0.055174522	0.01448023	0.08008323	0.15844776	0.016234167	0.20552783	0.22876146	0.3554236	0.46541798	0.26424426	0.22119494	0.10038037	0.012241591	0.002795117	0.23882872	0.048727445	0.015323586	0.2681508	0.15438007	0.32816625	0.42098033	0.27244312	0.33650824	0.004503402	0.2354397	0.27140847	0.06387378	0.43384582	0.4154456	0.072421566	0.021217553	0.24422252	0.001683931	0.082603924	0.08600626	0.14872591	0.047872473	0.060342718	0.070548736	0.27692392	0.15802693	0.13650124	0.000525221	0.28426206	0.22969992
Proteobacteria	S42C184-Lasker2021	0.086219884	0.06568373	0.008900007	0.106275804	0.012301638	0.004282978	0.1845211	0.20011483	0.10906972	0.119573325	0.11554615	0.08568183	0.08194352	0.10578482	0.04134244	0.07533179	0.051822584	0.06367056	0.021278018	0.054614734	0.07445364	0.070623	0.04603291	0.089073405	0.037180305	0.035341565	0.05678042	0.113703795	0.022324288	0.07297054	0.046522953	0.0412889	0.022706	0.059865717	0.05496811	0.013934167	0.06909187	0.02485886	0.028671743	0.013082395	0.03234695	0.00994104	0.008485774	0.042643093	0.049705945	0.031944603	0.020128144	0.002771305	0.013429047	0.005679597	0.005725076	0.000372655	0.026593193	0.024467137	0.007299774	0.034519006	0.027837228	0.032703824	0.07579811	0.011909024	0.068176016	0.03747034	0.043941114	0.044517428	0.036523774	0.08065723	0.042560346	0.09271099	0.023341209	0.0695986	0.030077666	0.17466933	0.086160436	0.13343072	0.16920888	0.07932716	0.08634048	0.06765748	0.006903259	0.1159512	0.10184754
Proteobacteria	S42C36-Lasker2018	0.021432268	0.03845967	0.008371881	0.053227875	0.013874834	0.003730824	0.07519713	0.082376376	0.05205458	0.044728003	0.024804411	0.03801218	0.020303804	0.02675134	0.01082339	0.022456225	0.012080329	0.016066626	0.004482198	0.018339273	0.02484665	0.02708883	0.010696464	0.0414777	0.047549684	0.05850948	0.014916622	0.05476811	0.055911064	0.03088942	0.011375183	0.009401882	0.005437615	0.041340124	0.034576792	0.00032805	0.03873492	0.002263038	0.015036773	0.034100685	0.002530165	0.028426643	0.02488108	0.042258527	0.049509406	0.03033214	0.005631573	0.003834919	0.000783785	0.000174706	0.006469072	0.000870256	0.002266496	0.040996414	0.018293202	0.047051154	0.038386513	0.038535748	0.053689726	0.000753961	0.045804866	0.0374217	0.003508028	0.04679534	0.04193296	0.061536912	0.031097166	0.011276171	0.000168943	0.06474592	0.04012404	0.049365405	0.038865097	0.05224897	0.06082762	0.085030615	0.12067601	0.10172882	0.000209787	0.1309292	0.1116352
Bacteroidota	S42C395-Lasker2018	0.001459806	0.001634669	0.000991491	0.001366191	0.002323842	0.002923972	0.005753922	0.004170112	0.008397221	0.005761777	0.00103205	0.006270386	0.01024187	0.007226916	0.07261665	0.037287626	0.06868851	0.000911989	0.000166595	0.010241999	0.05628277	0.06378703	0.00478687	0.001361833	0.00322204	0.002828833	0.000110045	0.00096859	0.001123967	0.011928692	0.001303837	0.00103116	0.000301371	0.007275362	0.011946704	3.13E-05	0.001808848	0.000542766	0.001811558	0.001278012	0.000533079	0.001932934	0.002484545	0.003090623	0.005209999	0.003917268	0.0007387	0.000697112	7.74E-05	1.36E-05	0.000534436	0.00026178	0.000900932	0.0522438	0.042741027	0.04062359	0.0257862	0.003271543	0.002848769	0.000120459	0.002106711	0.003988596	0.000101139	0.00263048	0.002163634	0.006114878	0.003888564	0.000687063	1.34E-05	0.003364343	0.005442515	0.003665812	0.013656195	0.011851111	0.00811518	0.000187274	0.00020198	0.000470663	1.40E-05	0.001003217	0.00176498
Proteobacteria	S43C1130-Lasker2018	0.011632356	0.027760684	0.008669032	0.018666888	0.013265361	0.005842512	0.074672095	0.05758885	0.10576791	0.05202325	0.008490054	0.12224276	0.013006048	0.014745129	0.095078446	0.05176205	0.098980986	0.009523727	0.002211519	0.016352184	0.08495935	0.08110709	0.013830542	0.020548837	0.022170847	0.022988737	0.00263006	0.011536875	0.010615997	0.044270784	0.005984318	0.005677283	0.002715027	0.03889182	0.058436107	0.000216736	0.003573841	0.001297815	0.005121431	0.012475918	0.001845927	0.016805565	0.015716821	0.073152915	0.08498432	0.06632754	0.022059714	0.02513556	0.001203006	0.00026246	0.004755039	0.024493715	0.002161496	0.04196205	0.05237828	0.048160724	0.06377931	0.046362624	0.052329607	0.000468623	0.033045888	0.049509387	0.003116573	0.033304103	0.032519717	0.07485579	0.05662184	0.006628924	0.000166084	0.029170582	0.041915346	0.023168197	0.06733134	0.052004643	0.055094834	0.02549573	0.046322703	0.047318984	0.000123552	0.044899426	0.044645496
Bacteroidota	S43C120-Lasker2018	0.000332925	0.000715824	0.000869407	0.000211916	0.001259064	0.001277709	0.000643098	0.000452238	0.000846357	0.000642538	0.000249578	0.000729782	0.000420404	0.000529395	0.000564724	0.000366415	0.000603122	0.00024032	6.32E-05	0.000202266	0.00063222	0.000937101	0.000189775	0.000261506	0.000166743	0.000179363	5.64E-05	0.000177855	0.000160365	0.000835155	0.000193173	0.00014937	6.87E-05	0.000650081	0.000989031	2.18E-05	0.001028026	4.36E-05	6.94E-05	8.32E-05	7.76E-05	7.74E-05	0.000103686	0.000185295	0.000233227	0.000225567	0.000139175	7.95E-05	5.37E-05	8.85E-06	0.000196214	9.16E-05	0.000485515	0.000710741	0.000449241	0.000561493	0.000334563	0.000152354	0.000237713	4.20E-05	0.000208314	0.000196665	3.86E-05	0.000209137	0.000212934	0.001307296	0.00030919	0.000532703	2.79E-05	0.000643467	0.000803742	0.000363814	0.001066682	0.000513604	0.000470176	0.000961334	0.001093532	0.001237849	5.10E-05	0.000618235	0.000642352
Proteobacteria	S43C145-Lasker2021	0.016882852	0.029611133	0.007242622	0.04266653	0.011101207	0.00282889	0.056580227	0.06269306	0.03863563	0.032836925	0.019686684	0.027724793	0.016524443	0.021595081	0.008686958	0.018504307	0.009475991	0.012794248	0.00369574	0.015095867	0.020423839	0.022572316	0.008768298	0.035506323	0.03894542	0.047435172	0.012122937	0.044540357	0.04550217	0.024160597	0.0092808	0.007714656	0.0044836	0.03313626	0.026787043	0.000178974	0.030951314	0.001803558	0.022752028	0.029243894	0.002136451	0.024701865	0.0220919	0.03601264	0.04321367	0.026263667	0.005180566	0.003668385	0.000611619	7.03E-05	0.006110294	0.000794254	0.001882004	0.03663052	0.017186375	0.042880915	0.035797194	0.03218207	0.045630306	0.000558599	0.03824556	0.030279191	0.002987067	0.03781546	0.034040537	0.04594393	0.024361784	0.009532154	3.84E-05	0.0494056	0.030554093	0.03680212	0.028695576	0.038126655	0.045683373	0.069264345	0.096679874	0.08164871	0.000111562	0.10255952	0.08821162
Thermoplasmatota	S43C1529-Lasker2021	0.002975844	0.000503338	2.45E-05	0.009056087	8.26E-05	7.87E-05	1.81E-05	5.76E-05	2.78E-05	0.000221804	0.002075224	1.35E-05	0.009126861	0.010195201	0.00039361	0.00727769	0.000931873	0.007633016	0.003581619	0.021074984	0.001444048	0.00085848	0.023354039	0.012660824	0.000371019	0.000270611	0.036240697	0.056583934	0.006933892	0.001265715	0.009155582	0.007294581	0.00438457	0.006969311	0.001785331	0.01464765	0.035299093	0.022123061	0.090146184	0.000104998	0.009794117	2.50E-05	3.51E-05	1.83E-05	0.000170489	2.96E-05	0.006474799	3.46E-05	0.005236964	0.01880828	0.00027104	1.87E-05	0.001397722	0.00053892	1.61E-05	0.001235071	4.34E-05	5.89E-05	0.003969786	0.005044222	0.010664498	0.000205885	0.003802169	0.000241514	1.39E-05	0.000116925	9.68E-06	0.003533512	0.00447727	0.013906852	0.000174869	0.000499838	2.02E-05	1.22E-05	7.35E-05	0.000189487	3.81E-05	5.69E-05	0.003229564	0.000816233	0.000599786
