		D0052A	D0053A	D0057A	D0058A	D0063A	D0064A	D0068A	D0069A	D0073A	D0074A	D0078A	D0079A	D0085A	D0086A	D0089A	D0090A	D0095A	D0096A	D0100A	D0101A	D0105A	D0107A	D0110A	D0111A	D0116A	D0117A	D0121A	D0122A	D0127A	D0128A	D0132A	D0133A	D0137A	D0138A	D0142A	D0143A	D0147A	D0148A	D0152A	D0153A	D0158A	D0159A	D0163A	D0164A	D0167A	D0173A	D0174A	D0177A	D0182A	D0187A	D0192A	D0198A	D0203A	D0208A	D0213A	D0270A	D0271A	D0275A	D0276A	D1030A	D1031A
Proteobacteria	S44C939-Lasker2021	0.006423246	0.008490124	0.7213068	0.80140245	0.009407028	0.009859446	0.08478439	0.10664359	0.000796433	0.000859176	0.06405943	0.06678085	0.000962113	0.001140892	0.275345	0.29154506	0.000838314	0.00079239	0.09938674	0.17761137	0.001345124	0.000272564	0.36157867	0.3598857	0.053329885	0.0600287	0.1777665	0.16991659	0.015613875	0.015793283	0.033232857	0.023012443	0.008001359	0.008129497	0.020117711	0.021389853	0.007494859	0.006472756	0.013895881	0.012344424	0.03332272	0.03348809	0.03236639	0.024644323	0.017991118	0.000618875	0.000959138	0.008117008	0.02127552	0.004644009	0.007625949	0.002015481	0.0041402	0.000170296	0.10428295	0.030212412	0.026794197	0.010973938	0.00942406	0.32061875	0.31223533
Planctomycetota	S45C1045-Lasker2018	0.001815154	0.002166425	0.000303645	0.000337613	0.013833129	0.013691645	1.15E-05	1.33E-05	0.001168532	0.001111882	1.28E-06	5.02E-06	0.002024209	0.002247767	0.000162745	0.000243755	0.002320861	0.002604907	1.12E-05	4.41E-05	0.000419046	0.000400033	0.000216405	0.000173742	0.013668911	0.015089233	0.001373279	0.001183914	0.025444048	0.024732502	0	1.58E-05	0.021127632	0.021702355	0.000519438	0.000478756	0.015067419	0.014516342	0.000581859	0.000468046	0.016862852	0.018712351	0.000763775	0.000414744	0.042776268	9.06E-06	1.50E-05	0.020330274	0.000165543	0.001473148	0.001083284	0.005003493	0.000205243	0.013581703	0.000679663	0.023389421	0.021758683	0.000304658	0.000290064	0.000184814	0.000254149
Proteobacteria	S46C145-Lasker2021	0.000456578	0.000638586	0.007460383	0.008206043	0.000852585	0.000871158	0.000226944	0.000117639	4.04E-05	3.28E-05	0.000116141	0.000105104	3.92E-05	3.87E-05	0.002018213	0.001988401	2.53E-05	2.56E-05	0.0003862	0.000707479	1.27E-05	1.52E-05	0.001542662	0.001520536	0.002032214	0.002171511	0.002194828	0.002114438	0.006904919	0.006599033	0.007446	0.002677034	0.003095196	0.003540465	0.027019797	0.029750217	0.003202462	0.002463877	0.00502292	0.004650134	0.03586056	0.040060155	0.035842802	0.016370151	0.004700523	0.000239971	0.000327529	0.003596046	0.013389939	0.000518552	0.000801608	0.000469775	0.002308264	2.18E-05	0.014254785	0.010384414	0.010779752	0.001283491	0.001256239	0.002513171	0.002230383
Proteobacteria	S47C145-Lasker2021	0.00044902	0.000652385	0.007857568	0.008604448	0.000789615	0.000847316	0.000205634	0.000103305	1.04E-05	1.78E-05	7.84E-05	9.95E-05	1.78E-05	1.42E-05	0.001903657	0.002051042	1.62E-05	1.45E-05	0.000371174	0.000674353	1.33E-05	4.50E-06	0.001472444	0.001500802	0.001954455	0.002148943	0.002408439	0.002143191	0.006774445	0.006837462	0.007739103	0.002741617	0.003203052	0.003599137	0.02819852	0.030537596	0.00319255	0.002769662	0.005148195	0.004740445	0.0379486	0.04192991	0.03722218	0.017513933	0.004756038	0.000194052	0.000299508	0.003608227	0.013736879	0.000466491	0.000647865	0.000473185	0.002196597	2.63E-05	0.01483639	0.010716767	0.011128127	0.00131905	0.001271985	0.002376354	0.002121397
Thermoplasmatota	S47C165-Flyer2018	0.08924352	0.092595235	0.000200079	0.000203105	0.0779873	0.076091774	1.20E-05	2.65E-06	0.09186182	0.087814555	2.62E-06	0	0.07889581	0.080412455	5.83E-05	0.000107373	0.083921105	0.091184095	0	0	0.03875742	0.0393788	2.88E-06	0	0.069271475	0.07710106	0.0003507	9.97E-05	0.07518636	0.07443474	1.23E-06	0	0.07958549	0.079417795	0.000109994	7.77E-05	0.07603767	0.07251634	3.67E-05	2.71E-05	0.02810638	0.029332709	0.000279304	2.68E-05	0.08075425	0	1.10E-05	0.05521745	6.53E-06	0.00327529	0.000210646	0.07363822	6.27E-05	0.03610063	8.07E-05	0.04314292	0.045321524	4.18E-05	4.37E-05	1.62E-05	9.00E-05
Thermoplasmatota	S47C1750-Lasker2021	0.00046	0.000563546	0.12636013	0.13532329	0.000174114	0.000186512	0.000355601	0.000104984	0.000173393	0.000202816	0.000101312	9.44E-05	0.000139007	0.000168858	0.008375112	0.009288169	0.000153567	0.000158289	0.000955976	0.002004859	0.001243405	0.000231703	0.0903654	0.07055516	0.004876399	0.005450124	0.010872501	0.009941287	0.00053126	0.000372402	0.000738543	0.000456916	0.000264506	0.000286185	0.000223945	0.000234844	0.000235336	0.00014145	1.73E-05	1.23E-05	0.001238678	0.001197298	0.000232349	0.000111469	0.000452829	1.26E-05	3.52E-06	0.000131585	0.000101368	9.59E-05	0.000148707	0.000165683	3.35E-05	0.000181977	0.00655268	0.000466605	0.000510673	1.15E-05	1.67E-05	0.012078436	0.009809941
Proteobacteria	S47C2173-Lasker2021	0.012736536	0.014002489	0.18269278	0.1972178	0.008132406	0.008632154	0.002160434	0.000535526	0.003175704	0.003116888	0.15680055	0.1642673	0.002817528	0.003115096	0.103952885	0.10944285	0.002191331	0.002461602	0.039083738	0.068457566	0.00058569	0.000264171	0.17569715	0.18280457	0.07356806	0.08222237	0.12691502	0.11453045	0.01461063	0.0152349	0.011124351	0.007434644	0.007615745	0.007572562	0.003747592	0.003134961	0.008586239	0.007967748	0.001714218	0.001005349	0.026636181	0.025670031	0.001818891	0.00114922	0.02198239	0.000118243	0.000210403	0.00816403	0.000781421	0.002225261	0.002027177	0.002700796	0.001178197	0.000203382	0.018788265	0.020204589	0.019572306	0.001221878	0.00116158	0.129241	0.11989173
Proteobacteria	S47C271-Lasker2021	0.002483941	0.0031506	0.17646942	0.21072371	0.005237806	0.005239463	0.006526988	0.003395028	0.000276846	0.000258976	0.04027187	0.044897556	0.000300498	0.000303173	0.02521509	0.027737722	0.000244249	0.000282538	0.005391554	0.009466405	0.000145976	3.70E-05	0.02917646	0.030639956	0.014510192	0.016096102	0.018860329	0.017862063	0.004015287	0.004072424	0.013369055	0.005611191	0.001741161	0.002107333	0.019793987	0.022310209	0.002383135	0.00186549	0.001663384	0.001514558	0.01934573	0.021306898	0.035609808	0.020424813	0.004333673	0.000256431	0.000234903	0.002246719	0.018800672	0.000733939	0.001353586	0.000523877	0.004151573	4.63E-05	0.040012322	0.01098108	0.010766909	0.002410245	0.001914586	0.033522047	0.028918263
Proteobacteria	S47C681-Lasker2018	0.000910091	0.000970095	0.000361946	0.000250729	0.008343972	0.008340705	0.03503219	0.040972862	0.002694108	0.002275427	8.62E-05	9.15E-05	0.004288232	0.004327736	0.011274958	0.009979482	0.005662922	0.005721318	0.025861166	0.028946942	0.000582479	0.000756156	0.002333999	0.00260047	0.033728182	0.035049897	0.012605505	0.012328127	0.002190783	0.002117375	0.015053001	0.011102724	0.002138078	0.002068632	0.013107415	0.009303598	0.000577995	0.000591641	0.013457421	0.014714635	0.002035446	0.00282947	0.005964109	0.009784268	0.000452077	0.047201004	0.091028355	0.00053258	0.007720014	0.052732375	0.09468109	0.00152886	0.0887623	0.000275763	0.019093256	0.00307913	0.004318114	0.059571117	0.05939286	0.006066499	0.008495974
None	S48C1045-Lasker2018	0.001946928	0.002133252	0.000463947	0.000396751	0.01467577	0.014248961	2.62E-05	1.72E-05	0.001100676	0.001231485	1.40E-06	7.04E-06	0.002674945	0.002683484	0.000154457	0.000183093	0.003217769	0.003511898	2.62E-05	1.48E-05	0.000611956	0.000598162	0.000197591	0.000148836	0.012364105	0.013974893	0.001249591	0.000910169	0.027226217	0.026824132	3.46E-05	2.18E-06	0.022847045	0.023975788	0.000448237	0.000420651	0.016286353	0.015528454	0.000464852	0.000492752	0.016663063	0.018203933	0.000766478	0.000301792	0.02973926	3.29E-06	1.99E-05	0.036245715	0.000102944	0.001448702	0.000981898	0.005914044	0.000199022	0.016389655	0.0005537	0.024689982	0.022554263	0.000284914	0.000301627	0.000162209	0.000219973
Bacteroidota	S48C141-Flyer2018	0.007064076	0.006890815	0.005849279	0.003719588	0.01081748	0.011840596	0.02169395	0.023247238	0.002847462	0.002312936	0.000232906	0.000238384	0.001187593	0.001265439	0.002133547	0.002358186	0.00124922	0.00132244	0.003393687	0.004344634	0.001350753	0.001751964	0.00082289	0.000835121	0.003505844	0.003584539	0.002209248	0.002192162	0.026077054	0.024846455	0.09598138	0.093653396	0.017101653	0.015877761	0.37928763	0.2754495	0.020306205	0.018454788	0.7942651	0.92350656	0.114684775	0.13915901	0.14150941	0.20793137	0.01836539	0.054694712	0.07270696	0.020248929	0.34055376	0.13206404	0.2539344	0.008171694	0.25422782	0.003457596	0.07661517	0.06529146	0.0743542	0.6819719	0.64371043	0.001793195	0.002259758
Proteobacteria	S48C148-Lasker2021	0.006992835	0.009138778	0.094959505	0.099931106	0.012033335	0.012249865	0.16333777	0.20622347	0.000832661	0.000873308	0.011117242	0.011618188	0.000779741	0.000889884	0.37322924	0.39124033	0.000823048	0.000682339	0.29174888	0.5142901	0.000228374	0.000158452	0.094498426	0.10701781	0.017406119	0.019199446	0.20891541	0.20384403	0.0439611	0.042019866	0.43796802	0.27332428	0.022730459	0.025859244	0.86372495	0.8934627	0.025184812	0.021094969	0.6306679	0.6646761	0.2797805	0.37347138	0.8448093	0.7045579	0.03152302	0.04962553	0.07986992	0.021092864	0.8549389	0.26118502	0.6219426	0.003630973	0.45759818	0.000342085	0.44041443	0.11206066	0.12576419	0.8874627	0.8125449	0.33032432	0.3894247
Proteobacteria	S48C1503-Flyer2018	4.12E-05	3.26E-05	0	9.76E-06	1.03E-05	8.96E-06	0	0	0	2.20E-06	4.70E-06	1.76E-06	1.22E-05	8.24E-07	0	7.72E-07	0	0	0	0	1.40E-06	1.52E-05	0	0	6.55E-06	1.58E-06	9.49E-07	9.91E-07	0.000882391	0.000629949	2.70E-05	7.95E-05	0.001254182	0.000968086	7.80E-06	1.42E-05	0.000412584	0.000366672	5.78E-05	3.88E-05	9.79E-05	3.89E-05	1.31E-05	0	0.000341159	1.85E-05	1.12E-05	0.000741248	0	0.000794427	4.12E-05	0.000608547	0.000105684	0.000842325	1.52E-05	0.00020591	0.000332042	3.54E-05	6.07E-05	3.76E-06	2.17E-06
Proteobacteria	S48C156-Lasker2021	4.36E-05	4.43E-05	0.001842124	0.002181458	8.16E-05	3.13E-05	0.000273101	0.000300051	8.96E-07	2.42E-06	9.16E-05	8.39E-05	4.96E-06	3.94E-06	0.000688151	0.000821366	0	0	0.000171048	0.000345379	2.32E-06	0	0.000259496	0.000231844	0.000329163	0.000424597	0.000627863	0.000611214	0.000191199	0.000198924	0.00201405	0.000982711	7.57E-05	0.000118993	0.00684712	0.007632053	0.000276446	0.000258552	0.003678844	0.003429153	0.005002463	0.005806562	0.009024517	0.006791591	0.000340954	6.15E-05	9.28E-05	0.000309667	0.005230821	0.000396882	0.000606588	1.32E-05	0.001398964	8.23E-06	0.005454248	0.001444919	0.001981706	0.001826119	0.001621785	0.00088874	0.000797041
Proteobacteria	S48C2109-Flyer2018	0.005808975	0.001631348	2.21E-05	1.95E-07	0.001059345	0.00014439	2.13E-06	0	0.001080054	0.00017738	1.34E-06	2.18E-07	0.000329733	3.39E-05	4.32E-06	1.35E-05	0.000152605	0.000159842	1.54E-06	1.51E-06	0.001223577	1.20E-05	8.31E-06	1.59E-06	0.00196184	0.000242957	2.47E-06	6.06E-07	0.003322404	0.012112366	2.29E-07	1.25E-06	0.002353169	0.002762543	2.75E-06	3.50E-07	0.000857229	0.000811765	3.94E-07	0	0.000880869	0.000393717	0	2.22E-07	0.028974764	3.21E-06	1.42E-06	0.002257878	7.52E-07	0.002016077	9.11E-07	0.006121796	6.66E-06	0.019009607	0	0.001097711	0.00437755	5.71E-06	2.48E-07	1.31E-05	5.94E-06
Marinisomatota	S48C305-Lasker2018	0.11228096	0.1368599	5.33E-05	6.02E-05	0.25098553	0.25250584	9.68E-06	9.78E-07	0.19256957	0.20728184	5.08E-06	7.84E-06	0.26537248	0.27322343	2.88E-05	4.37E-05	0.26991856	0.292203	1.50E-05	1.51E-05	0.22475785	0.21693929	1.39E-05	1.45E-05	0.0685271	0.07698779	0.000240887	4.60E-05	0.22215483	0.23434761	1.17E-05	5.23E-06	0.26809114	0.2770868	0.000113608	7.13E-05	0.24057847	0.23949419	0.000192547	0.000103851	0.060265224	0.053046137	0.000357	1.99E-05	0.202113	0	0	0.21670721	1.60E-05	0.018179616	0.000177495	0.31110328	0.000282449	0.33913612	3.24E-05	0.11373011	0.11896054	0.000230966	0.000277866	3.76E-05	3.99E-05
Proteobacteria	S48C4740-Flyer2018	0.000584765	0.000555934	6.36E-05	2.98E-05	0.000621051	0.000673688	0.000192848	0.000222633	0.000425765	0.000439546	6.79E-05	9.23E-05	0.000399021	0.00036396	0.000827678	0.000767566	0.00062911	0.000536412	0.000727782	0.000968999	0.001083092	0.001131997	0.001821527	0.001986043	0.001584909	0.001763646	0.002067104	0.001884319	0.001762394	0.001760714	0.003341254	0.00175109	0.002426012	0.002307252	0.001102578	0.000928339	0.000653729	0.000604064	0.000368323	0.000352051	0.000706951	0.000453995	0.000334958	0.0002691	0.002127739	0.000618439	0.000850653	0.00068091	0.000495909	0.001060358	0.002054645	0.001062487	0.002441797	0.001174799	0.001260741	0.001915167	0.002259529	0.001819611	0.001252703	0.000836085	0.000978352
Actinobacteriota	S48C755-Lasker2018	0.030300094	0.03284041	7.13E-05	4.28E-05	0.025976306	0.024447063	5.34E-05	2.20E-05	0.040260073	0.03902984	1.86E-06	0	0.040439613	0.03993772	3.85E-05	4.80E-05	0.046657633	0.048363768	4.76E-05	3.58E-05	0.033882864	0.04045507	1.24E-05	1.71E-05	0.013523794	0.014165373	0.000168224	6.90E-05	0.030404055	0.02898005	3.23E-05	1.30E-05	0.035417728	0.03285766	0.00015737	0.000106269	0.027605888	0.027213233	0.000791884	0.00050849	0.006872426	0.008069326	0.000160826	0.0001423	0.024546264	4.38E-06	0	0.034060705	4.92E-05	0.026898928	0.000809102	0.043315478	0.00038204	0.03325563	1.31E-05	0.015347989	0.01537279	0.001111842	0.000913973	3.58E-05	5.77E-05
Proteobacteria	S49C1130-Lasker2018	0.00038504	0.000488125	0.010596789	0.011117694	0.001184291	0.001063532	0.005034418	0.004504093	4.73E-05	3.53E-05	0.01834022	0.02136221	0.000134074	0.000204885	0.10118475	0.11107707	0.000149508	0.000109703	0.030088233	0.052590888	7.40E-05	4.15E-05	0.05662518	0.062613286	0.00308348	0.003621541	0.063515685	0.06379402	0.007603343	0.00728589	0.025471509	0.010914747	0.003113614	0.003914583	0.0563392	0.06206418	0.003713129	0.003034751	0.029845452	0.029808898	0.045037642	0.051389754	0.0594768	0.045833007	0.004326983	0.000595117	0.000908763	0.002862545	0.051736582	0.004173833	0.004663279	0.000360245	0.012118073	8.90E-05	0.04205715	0.012241621	0.013897624	0.013045688	0.009707796	0.13260219	0.12208578
Proteobacteria	S49C156-Lasker2021	2.78E-05	4.52E-05	0.002012433	0.002120438	6.68E-05	6.57E-05	0.000283888	0.000284798	2.03E-06	2.01E-06	0.000105569	0.000100048	3.33E-06	1.35E-06	0.000672717	0.000780555	3.51E-07	2.14E-06	0.000148204	0.000310467	1.59E-06	8.86E-07	0.000207512	0.000245739	0.000323687	0.000377218	0.000552193	0.000570165	0.000243616	0.000200222	0.002022312	0.001000209	6.51E-05	0.000137365	0.006514891	0.00718578	0.000332453	0.000207362	0.003328259	0.003166155	0.004624825	0.005594874	0.008306614	0.006533319	0.000361303	8.76E-05	6.25E-05	0.000279471	0.004907896	0.000388938	0.00057074	1.60E-05	0.001435754	9.83E-06	0.005103454	0.001500119	0.001787807	0.001569029	0.00151158	0.000844809	0.000780219
Planctomycetota	S49C345-Lasker2018	0.005572736	0.005321311	0.002247572	0.001774907	0.007567281	0.008019259	0.002529838	0.002881795	0.002191252	0.001916329	0.001160365	0.001158933	0.002562042	0.002636405	0.000640578	0.000561164	0.003033662	0.003044506	0.000635303	0.000694274	0.001263242	0.001982664	0.00096292	0.001106944	0.007922967	0.00832314	0.003205365	0.003226653	0.029763298	0.028644528	0.022009047	0.014487411	0.017118936	0.015924852	0.15806481	0.110261135	0.01861121	0.016094698	0.39377576	0.47160682	0.072478086	0.09096498	0.12116488	0.18452024	0.029987846	0.026452417	0.040086024	0.024084436	0.22457628	0.047866866	0.07961284	0.005784206	0.093910486	0.001962391	0.013527414	0.09267869	0.08166428	0.14496842	0.14277597	0.000315418	0.000437759
Proteobacteria	S49C36-Lasker2018	0.000367819	0.000429412	0.006535569	0.006949996	0.000554438	0.000537871	0.000144587	7.42E-05	0	1.10E-05	4.64E-05	8.10E-05	1.39E-05	6.99E-06	0.001308755	0.001316701	8.53E-06	4.53E-06	0.000251801	0.000448339	7.89E-06	1.83E-06	0.001000183	0.001017398	0.001311532	0.001392938	0.001612394	0.001406412	0.005444095	0.005234573	0.006835485	0.002614165	0.002328494	0.002902733	0.028467173	0.031160364	0.002745742	0.002183537	0.005250866	0.004841561	0.034017816	0.03818205	0.039696902	0.018759798	0.003639878	0.000165348	0.000235842	0.002667312	0.027923675	0.000407786	0.000586593	0.000354536	0.002006754	1.42E-05	0.013949001	0.008402595	0.009019301	0.001065842	0.001025147	0.001582501	0.001327741
Bacteroidota	S49C398-Lasker2018	0.000977955	0.001216142	0.028463446	0.02680333	0.005091171	0.005411263	0.006223396	0.004010107	7.58E-05	0.000106973	0.014458326	0.014497665	0.000382134	0.000407043	0.17550471	0.19111258	0.000474343	0.000377082	0.100569494	0.15962692	0.000131351	0.000103223	0.032130536	0.033763953	0.007752665	0.008549261	0.08675107	0.0955992	0.012237102	0.012202876	0.056839466	0.04534685	0.005726907	0.006725408	0.18161902	0.20485926	0.004140753	0.004178322	0.04326981	0.043298047	0.060201667	0.06898365	0.40951774	0.43026474	0.005775006	0.001890368	0.003016482	0.002759421	0.24903035	0.005922399	0.011130123	0.000623798	0.016872892	0.000104872	0.044164687	0.010174336	0.01301372	0.033874165	0.026191784	0.18625256	0.20700285
Bacteroidota	S49C807-Lasker2021	0.14195354	0.16094685	0.32800758	0.32735944	0.11768303	0.13348727	0.20646897	0.1826215	0.050330106	0.051714867	0.21968932	0.20090991	0.03043328	0.029465348	0.48584723	0.5743329	0.025536682	0.02579167	0.46911594	0.7412995	0.004736053	0.003355601	0.6243129	0.6191433	0.3448594	0.36109552	0.5110714	0.46968797	0.1468072	0.14167342	0.17499179	0.18003483	0.08289238	0.07837773	0.54780835	0.53855574	0.111206956	0.09274382	0.75356776	0.7372484	0.5680216	0.613052	0.64374006	0.7529395	0.19916521	0.017470205	0.023549946	0.13812846	0.7246801	0.16177212	0.19678767	0.038489845	0.10146086	0.002198629	0.29215452	0.43628052	0.37559667	0.29417515	0.24740091	0.44590175	0.5654457
Bacteroidota	S4C106-Lasker2018	6.08E-05	7.44E-05	0.021324193	0.033792693	0.000274038	0.000415875	0.004991092	0.003651886	1.39E-05	2.88E-05	0.000626027	0.000700206	4.91E-05	4.30E-05	0.040113032	0.0439317	7.31E-05	4.14E-05	0.043979153	0.07195982	7.28E-05	1.93E-05	0.037091695	0.040067013	0.00448208	0.004617191	0.021777406	0.022485506	0.00211383	0.002065946	0.08367004	0.062002584	0.000920663	0.000897691	0.015669359	0.015315138	0.000756355	0.000602941	0.003558963	0.003413051	0.007914656	0.009952009	0.006260424	0.005859484	0.000758705	0.007291871	0.010900479	0.00073292	0.003920519	0.007530129	0.015519289	0.000107829	0.009280953	0.00010063	0.092522845	0.002967182	0.003701108	0.009309831	0.007434631	0.04346959	0.045870118
Bacteroidota	S4C1179-Lasker2018	0.009222793	0.009635043	0.4439055	0.507364	0.005580361	0.005882937	0.27224994	0.26987335	0.000366435	0.000369409	0.02039655	0.016486641	0.001109902	0.000932531	0.14358176	0.16174585	0.000895473	0.001045031	0.15693007	0.21860531	0.000427662	0.000155526	0.10410463	0.09274825	0.03243559	0.034728352	0.11322496	0.100007914	0.00799184	0.007792071	0.07176752	0.06990202	0.003979868	0.003525828	0.033146523	0.030421989	0.006722322	0.004975395	0.04030228	0.039931107	0.029409677	0.03273622	0.035324246	0.056052368	0.009980887	0.007710014	0.009857338	0.008201664	0.04076648	0.018817468	0.035235185	0.001913811	0.011346854	8.48E-05	0.12901723	0.0340947	0.029409144	0.021042632	0.018184334	0.13444622	0.17520097
Bacteroidota	S4C1183-Lasker2018	0.001554089	0.001549575	0.5630447	0.6593438	0.001966705	0.00249046	0.2366082	0.20924895	3.92E-05	5.75E-05	0.000766337	0.000793864	0.000487201	0.000537792	0.4620191	0.50360125	0.00059524	0.000517906	0.4547723	0.6514126	0.000144132	9.98E-05	0.08312671	0.08766819	0.021249535	0.023521166	0.40418398	0.4185481	1.04E-05	2.64E-05	0.032732014	0.03161524	1.68E-05	1.76E-05	0.000728694	0.000563581	2.14E-05	2.25E-05	1.85E-05	3.36E-05	7.06E-05	4.70E-05	6.18E-05	5.44E-05	2.31E-05	0.013474744	0.018583523	6.66E-06	5.84E-05	0.000567129	0.002718258	2.99E-05	0.000555688	0.000103223	0.08858162	1.96E-05	4.67E-05	0.00039137	0.000365175	0.47755057	0.5478064
Thermoplasmatota	S4C1465-Lasker2018	0.000242944	0.000428332	0.18928307	0.21656938	0.000292732	0.000344245	0.000841299	0.000127106	1.60E-06	6.84E-06	0.000640464	0.000634614	9.48E-06	2.31E-05	0.007337783	0.008034769	1.62E-05	9.52E-06	0.002231916	0.00373752	0.000155208	1.69E-05	0.017808888	0.015871627	0.005701515	0.007108473	0.008229991	0.008026394	0.000525622	0.00047244	0.005717451	0.002533103	0.000217451	0.000270278	0.000878326	0.000906687	0.000222935	0.000163368	3.38E-05	2.23E-05	0.002357511	0.002231623	0.000581325	0.000329611	0.000324012	0.000109221	0.000120447	0.000179365	0.000195946	0.000168534	0.000265373	2.18E-05	0.000126698	3.41E-05	0.016299892	0.000619835	0.000835753	3.31E-05	3.08E-05	0.011518599	0.009509687
Bacteroidota	S4C2129-Lasker2018	8.63E-05	0.000171154	0.18096147	0.22096407	4.26E-05	0.000120944	0.008088339	0.007082426	5.07E-06	2.41E-05	0.014097791	0.012486401	5.12E-05	5.71E-05	0.07372654	0.08146233	1.83E-05	3.61E-05	0.049405847	0.062814	6.95E-05	6.58E-05	0.034986895	0.037289415	0.001074147	0.001233102	0.039249875	0.042714808	6.91E-07	1.41E-06	0.00267824	0.002464255	1.19E-06	5.22E-07	5.70E-05	8.09E-05	9.48E-07	0	0	4.47E-06	3.08E-06	4.46E-06	1.25E-05	1.74E-06	0	0.000337721	0.000679208	4.54E-07	7.58E-06	3.65E-05	7.53E-05	1.05E-06	2.22E-05	4.68E-05	0.022354424	1.60E-06	1.51E-06	3.24E-06	9.24E-06	0.07335013	0.08638308
Verrucomicrobiota	S4C2278-Lasker2018	0.00084695	0.000842242	0.08999889	0.13072687	0.00211322	0.002262885	0.004102061	0.003233273	0.000123058	0.000131074	0.01218279	0.013560645	0.000301251	0.00029295	0.002330391	0.002624292	0.0002544	0.000390644	0.000283116	0.000584186	0.000723084	0.000698844	0.015502927	0.016752541	0.000253293	0.000188285	0.004925641	0.00510087	1.76E-05	5.43E-05	0.009780053	0.004840281	3.47E-05	3.11E-05	0.000606894	0.000571881	7.98E-05	6.34E-05	1.76E-05	2.41E-06	0.000276909	0.000275866	6.13E-05	1.78E-05	6.15E-05	0.000462244	0.0004002	3.51E-05	2.02E-06	0.000286175	0.000511018	3.65E-05	0.000482673	0.000490227	0.05429024	0.000390874	0.000677116	0.000575621	0.000580259	0.002808924	0.002586104
Verrucomicrobiota	S4C34-Lasker2021	0.003970781	0.004586905	0.029390635	0.02512756	0.012963679	0.014023274	0.017451998	0.018924108	0.001136119	0.000871358	0.001825137	0.001926397	0.000246164	0.00023885	0.027966596	0.02644709	0.000298832	0.000283394	0.019291459	0.023521397	4.24E-05	3.73E-05	0.006681098	0.007781806	0.022899944	0.024329739	0.03102563	0.027313132	0.014837813	0.014404293	0.015121984	0.010347037	0.006729866	0.006382323	0.080401376	0.06878656	0.009455749	0.008015988	0.11331349	0.124122284	0.03777189	0.048518505	0.06862768	0.09345348	0.014677358	0.004435223	0.005798788	0.01828535	0.05413057	0.013260011	0.018941473	0.001843233	0.026026966	0.000116231	0.029678607	0.09517702	0.0768247	0.062297933	0.06254805	0.017872576	0.023343153
Actinobacteriota	S4C424-Lasker2018	0.00267285	0.002297479	0.055919137	0.13525207	0.003334191	0.003516072	0.043545805	0.03221201	0.00039816	0.000401946	0.000126871	9.27E-05	0.000945443	0.00086661	0.007939128	0.007371444	0.000893167	0.001221717	0.007446617	0.011081908	0.000158058	0.000240578	0.00398906	0.005750863	0.004667178	0.004573084	0.016298354	0.014026818	0.001809636	0.001539791	0.033241153	0.019879196	0.00141574	0.001233153	0.015436036	0.014072742	0.001734079	0.001199244	0.01908043	0.022267379	0.004595567	0.006790225	0.010378083	0.018823652	0.001743206	0.008636271	0.013535885	0.00145706	0.011337453	0.007883087	0.010623902	0.000647991	0.007849531	0.000672204	0.05510895	0.003620355	0.003269722	0.005933083	0.006165678	0.004501495	0.008324122
Actinobacteriota	S4C466-Lasker2021	0.22347692	0.23955767	0.00032561	0.000205841	0.20081037	0.20102073	0.000119401	0.000122789	0.14426404	0.13598989	3.25E-06	1.02E-06	0.20851141	0.20281322	0.000230366	0.000645923	0.2277652	0.24372081	8.43E-05	0.000174487	0.08905871	0.11398881	4.69E-05	3.91E-05	0.1320933	0.14283323	0.001665222	0.000851179	0.26591215	0.24894679	4.27E-05	2.45E-05	0.27887288	0.27358848	0.000846233	0.000690915	0.26139963	0.24722086	0.005988973	0.004377918	0.07930716	0.09542098	0.002090972	0.000941338	0.26179892	3.25E-05	1.68E-05	0.23525566	0.000330521	0.16139792	0.006230563	0.2952546	0.002009389	0.22575845	0.00013478	0.19574158	0.17881028	0.006096455	0.006097432	0.000204485	0.000518598
Proteobacteria	S4C5742-Lasker2018	0.002623507	0.003494878	0.21942262	0.24741997	0.000822289	0.00097763	0.00165299	0.001005782	2.81E-05	4.60E-05	0.019405186	0.02076259	6.98E-05	4.52E-05	0.004795452	0.004677206	4.11E-05	5.45E-05	0.000713752	0.0012216	0.000139081	2.91E-05	0.019185875	0.019531287	0.001281212	0.001570836	0.00577353	0.005082904	0.000229253	0.000218915	0.002083197	0.001343616	5.74E-05	0.000245134	0.01544632	0.01865163	0.00060882	0.000417971	0.002692506	0.002334259	0.008949052	0.009149714	0.04902811	0.036376104	0.000304807	7.94E-05	8.85E-05	0.000234531	0.025042446	9.16E-05	0.000158063	7.92E-05	0.000372662	2.73E-05	0.009860883	0.001909647	0.00212801	0.000388821	0.000348186	0.006022764	0.005680535
