		zr2760_10_	zr2760_12_	zr2760_16_	zr2760_17_	zr2760_18_	zr2760_20_	zr2760_21_	zr2760_23_	zr2760_24_	zr2760_25_	zr2760_26_	zr2760_27_	zr2760_28_	zr2760_29_	zr2760_30_	zr2760_31_	zr2760_32_	zr2760_33_	zr2760_35_	zr2760_36_	zr2760_37_	zr2760_38_	zr2760_39_	zr2760_40_	zr2760_41_	zr2760_42_	zr2760_43_	zr2760_44_	zr2760_45_	zr2760_46_	zr2760_47_	zr2760_48_	zr2760_49_	zr2760_50_	zr2760_51_	zr2760_52_	zr2760_53_	zr2760_54_	zr2760_55_	zr2760_56_	zr2760_57_	zr2760_58_	zr2760_59_	zr2760_60_	zr2760_61_	zr2760_62_	zr2760_63_	zr2760_64_	zr2760_65_	zr2760_66_	zr2760_67_	zr2760_68_	zr2760_69_	zr2760_70_	zr2760_71_	zr2760_73_	zr2760_74_	zr2760_75_	zr2760_76_	zr2760_77_	zr2760_78_	zr2760_79_
None	S51C358-Lasker2018	-6.888697046	-7.177878809	-9.497800736	-7.116147666	-9.155318996	-7.329034026	-7.450478705	-7.139594276	-7.62851459	-6.779360041	-6.402906783	-7.274274519	-9.311891154	-6.661587394	-7.292663926	-9.091308126	-9.133650757	-8.966910389	-8.722021741	-9.223859444	-8.858783413	-9.339511968	-9.194828013	-9.082313451	-9.153609013	-9.092846267	-3.839084674	-8.984669377	-9.44312091	-9.781626798	-9.147969887	-9.21237971	-9.711132533	-8.999681228	-8.874339318	-9.626142433	-9.334048174	-8.940425837	-9.623922988	-9.534874137	-9.048957508	-8.46910332	-9.282439456	-9.210136393	-3.991797432	-8.92181493	-7.460661675	-8.695305659	-9.613428657	-9.545150321	-9.473359751	-9.697292255	-8.846765885	-3.648660739	-10.22068176	-4.060747865	-5.34535342	-9.316433311	-9.506771405	-4.245655967	-5.547859053	-8.20392945
Bacteroidota	S51C422-Lasker2018	-5.657555937	-5.786541147	-4.784178617	-5.294633241	-3.868771437	-5.888623739	-5.11243964	-5.047407936	-5.6381811	-5.187373236	-4.731949114	-5.169989308	-4.649507519	-4.7320489	-5.633256651	-4.105414873	-4.495390201	-3.728143579	-4.26278351	-4.656363906	-3.882124746	-3.813918234	-3.846754079	-4.521720243	-3.72601467	-4.295824058	-1.994390932	-3.830161123	-4.876127474	-4.999123233	-4.58165534	-4.097761915	-4.095187477	-4.056244015	-3.896107433	-3.363807989	-3.783015731	-4.359239759	-4.267859587	-3.830934245	-4.307734931	-4.126984434	-3.9312098	-4.167251957	-1.793271205	-3.710756583	-4.280053755	-3.84860408	-4.701329056	-4.637550826	-4.427586125	-4.078903196	-4.462595681	-0.563495073	-4.065023439	-1.378629567	-0.539564489	-4.293930669	-4.489386748	0.040964289	-0.234716699	-3.362451031
Proteobacteria	S51C52-Lasker2018	-6.916525626	-7.029180703	-8.542261338	-6.934974689	-7.969389174	-7.288412703	-6.128461504	-6.849334873	-7.553583777	-6.67656737	-6.269210599	-7.027702668	-8.67410335	-6.229054954	-7.536281129	-8.644687813	-8.213340078	-7.478417712	-7.947585489	-8.835533254	-6.858223961	-7.695279735	-8.121770069	-8.169099814	-7.94697023	-8.170393998	-3.058343033	-7.98650353	-7.799409424	-8.918678206	-8.362476458	-8.329724363	-8.032315974	-7.920624039	-7.755525001	-8.059128549	-6.962016236	-8.417236098	-8.387458572	-8.263943648	-8.391987726	-8.496730635	-7.982852722	-8.683396193	-3.459789649	-8.303311115	-6.847579323	-8.236505787	-8.318955758	-8.498662353	-8.078368036	-8.164067328	-7.243043836	-2.830229055	-8.431615124	-2.90640448	-3.019629532	-7.743612603	-8.070578398	-2.158575047	-2.715944817	-6.251442948
Proteobacteria	S51C5892-Lasker2018	-7.922920109	-8.085900278	-8.478348559	-8.014148722	-8.329417411	-8.025344812	-8.106260193	-8.0880056	-7.972302226	-7.781841341	-7.930143465	-7.696184116	-8.793208124	-7.976232184	-8.273983048	-8.269979895	-8.298259128	-8.007563132	-8.014019207	-8.711270538	-8.231014186	-8.201741197	-8.062104172	-8.204094573	-8.27036288	-8.493799227	-4.311937969	-8.82634762	-8.389425194	-8.252388829	-8.289364632	-8.073948023	-8.641015867	-8.071420845	-8.023051066	-8.239024326	-8.146396481	-8.575513115	-8.476061517	-8.045017548	-8.455480456	-8.252435486	-8.218488096	-8.305883788	-4.901879724	-8.577313753	-7.858818502	-8.018274353	-8.249839625	-8.4390571	-8.522961798	-7.80833296	-8.288586828	-4.412009255	-8.267322026	-4.233331495	-6.307412386	-8.154606462	-8.354757428	-5.075581738	-6.427579994	-8.026330722
Proteobacteria	S51C58-Lasker2018	-7.207703879	-7.235136504	-7.261305681	-7.41267057	-6.398346999	-7.259596353	-6.772134246	-7.436028667	-7.232634673	-7.133081335	-6.161911052	-7.180336479	-7.225820686	-6.561232292	-7.196654625	-6.539933196	-7.187553312	-6.488570978	-6.872220678	-7.273985876	-6.368056117	-6.427679173	-6.71387775	-7.002048266	-6.551087845	-6.710466788	-3.701935798	-6.475958707	-7.767846152	-7.977954178	-7.114272689	-6.175433059	-6.464262413	-6.16235788	-6.486419184	-5.572439367	-6.403240688	-6.906587461	-7.019293728	-6.691974285	-6.855709848	-6.810363358	-5.951010211	-6.767385	-3.900293763	-6.540711508	-6.658804186	-5.423233497	-7.227897184	-7.201313113	-6.985471337	-6.691859288	-6.117489373	-2.596446807	-6.164322196	-3.498545251	-3.211902594	-6.501019379	-6.348095663	-1.966333159	-2.695860656	-5.340565169
Bacteroidota	S51C924-Lasker2018	-6.737346566	-6.57199358	-7.122838651	-6.706106535	-6.376343747	-6.855058375	-7.273906409	-6.502868271	-6.875880907	-6.656508975	-6.953749481	-6.679528191	-7.132811283	-6.879533681	-6.679100065	-6.541907752	-6.958555537	-6.258687162	-6.70683018	-7.473169621	-6.463593313	-6.39834027	-6.380388635	-6.91683225	-6.357920599	-7.009681587	-4.507523647	-6.327105242	-6.714021754	-6.884250298	-7.051698481	-6.484338013	-6.537303651	-6.378771026	-6.305919489	-6.567049161	-6.315354055	-7.058053237	-6.708838275	-6.403479096	-6.561587553	-7.197901452	-6.518443943	-6.575952858	-4.814993226	-6.207127647	-6.637016182	-6.576687693	-7.061749121	-6.982220346	-6.781236643	-6.426525092	-7.049814415	-4.538221462	-7.085159028	-4.527493475	-4.398144716	-7.287168504	-7.522576314	-4.32273983	-4.477741993	-6.37949648
Proteobacteria	S52C1049-Lasker2018	-1.742160826	-1.561275226	-2.36472616	-1.867233851	-2.340942263	-1.562400708	-2.644604372	-1.506048634	-1.569285417	-1.835965113	-1.491007393	-1.739641414	-2.118638765	-1.584726612	-1.558806677	-2.156091762	-2.311970286	-2.240709668	-2.699026324	-1.913264604	-2.305586643	-2.188408223	-2.123508119	-2.408360684	-2.22886568	-1.92200294	-2.898593149	-2.203206826	-2.536624198	-2.48734986	-2.259158899	-2.148427433	-2.351399557	-2.239733954	-2.142320419	-2.322272617	-2.158871742	-2.217619177	-2.191462178	-2.334095048	-2.18564765	-1.872887309	-2.431365151	-2.279078295	-2.534812894	-2.225640709	-2.430553508	-2.575647292	-2.593431219	-2.648216937	-2.528344989	-2.597288142	-2.474791133	-3.163170719	-2.89938218	-4.445673905	-4.445262282	-2.62441632	-2.958652196	-4.614126979	-4.575920266	-2.51520359
Proteobacteria	S52C1155-Lasker2021	-5.893346459	-6.318220033	-2.058321735	-5.684683565	-1.578979947	-5.100674828	-4.96116499	-5.245042095	-5.173758706	-6.00381004	-5.120299055	-5.97407133	-2.162862064	-5.270522449	-6.103472754	-1.762263265	-1.899502614	-1.620698976	-1.98772588	-2.268070233	-1.499905706	-1.568698541	-1.78193314	-1.91929606	-1.569360494	-2.039007019	-4.337718959	-1.584595891	-2.01221109	-2.102912973	-2.030435774	-1.816780331	-1.796613324	-1.787963736	-1.830256163	-1.45868885	-1.662333748	-1.953973615	-1.974603507	-1.561763223	-2.001786438	-2.263702831	-1.704070067	-2.057124345	-4.054909968	-1.537143014	-2.075473576	-1.730611515	-2.036267032	-1.819233255	-2.0614454	-1.768707708	-2.105553626	-4.310626434	-1.856244801	-4.532574027	-4.644788426	-2.190825397	-2.337181662	-4.541987052	-4.630395126	-2.086492292
Thermoplasmatota	S52C165-Flyer2018	-2.804309905	-2.920465797	-3.347601412	-3.15943581	-3.443034954	-2.738541043	-3.586172155	-2.925576596	-3.014554852	-3.163062122	-2.688902332	-3.043054914	-3.054755027	-2.994334751	-2.935074128	-3.509146578	-3.416547555	-3.845284547	-3.815831351	-2.792181803	-3.92405495	-3.562480452	-3.945836285	-3.505734536	-3.980586469	-3.144131405	-4.753535981	-4.140365422	-3.493441791	-3.386179507	-3.227253974	-3.424926053	-3.631850749	-3.266885962	-3.669633413	-3.847908434	-3.457264495	-3.258912737	-3.374406932	-3.644633083	-3.412522226	-2.880504981	-3.583167524	-3.543577097	-4.229427169	-3.360504282	-2.748535049	-3.738495167	-3.368196123	-3.778095223	-4.039528533	-4.132584892	-3.546339218	-5.345850371	-4.159294816	-6.269186889	-7.21531539	-3.790126176	-4.103230849	-6.758047052	-7.510199422	-3.658549027
Thermoplasmatota	S52C2244-Lasker2021	-5.730983223	-6.376339221	-1.143779865	-5.690092255	-1.35829794	-5.00580263	-5.081658218	-4.914350226	-5.106508788	-6.092063616	-4.703258541	-5.967182165	-1.602323773	-5.344214866	-6.161780714	-1.621690009	-1.174312192	-1.482983247	-1.661929129	-1.875624536	-1.761813746	-1.451802137	-1.683831766	-1.18924118	-1.98695862	-1.78749248	-4.454602575	-1.79555305	-1.552179368	-1.458009287	-1.460131916	-1.353683402	-1.554817866	-1.354655506	-1.487613981	-1.378002549	-1.496781502	-1.43500354	-1.509314014	-1.62697921	-1.468297047	-2.232647539	-1.570660706	-1.673803963	-4.039931664	-1.573790205	-1.288426071	-1.47369215	-1.143697417	-0.900125346	-1.375170339	-1.377524128	-1.464879055	-4.862827157	-0.886079955	-5.27382009	-4.983556847	-1.431297413	-1.389263681	-5.129489947	-5.107534458	-1.702902077
Proteobacteria	S52C325-Lasker2018	-1.612633257	-1.701638561	-4.992830986	-1.964157619	-4.817175128	-1.633532464	-2.350396656	-1.91131742	-1.842979455	-1.846812743	-2.055546039	-1.866757551	-4.458916405	-1.876676445	-1.797245021	-4.489339277	-4.874036523	-5.137846217	-5.117661196	-4.09257988	-4.812221908	-4.805667608	-5.070285065	-4.965413776	-4.640536102	-4.395453939	-4.063317227	-5.01946365	-4.813211724	-4.681631664	-4.771421602	-4.856666274	-4.963276697	-4.694531814	-5.038341537	-4.811859233	-4.78873083	-4.695821744	-4.836839731	-4.765316051	-4.880363502	-3.998569672	-5.108175468	-4.961480482	-3.658682021	-4.861662347	-4.998169812	-5.339502865	-5.057048767	-5.405951799	-5.513308316	-5.500857386	-4.965814799	-4.877611064	-5.416001957	-5.52185442	-5.833643491	-5.137511845	-5.747196764	-6.179682413	-5.941863664	-5.159874032
Proteobacteria	S52C330-Lasker2018	-1.153750805	-1.159333781	-5.790909535	-1.24575185	-5.54476194	-1.254991747	-1.434656667	-1.235290108	-1.351296509	-1.254998657	-2.120766905	-1.300122313	-5.076616375	-1.614573321	-1.336196629	-4.986212181	-5.635338714	-5.738461221	-5.934706742	-4.7155055	-5.725215714	-5.633605281	-6.109594918	-5.740839565	-5.530207811	-5.252550492	-4.866525729	-5.877775891	-5.842773199	-5.698595968	-5.568925577	-5.878575173	-5.826145043	-5.762274195	-6.011929166	-5.6590983	-5.734841749	-5.555168566	-5.833200977	-5.771613129	-5.783063535	-4.842360052	-6.057946288	-5.758736482	-4.451857257	-5.732813785	-5.877715236	-6.152174432	-5.828925956	-6.252850974	-6.493363004	-6.308636949	-5.884917556	-5.805463767	-6.354261737	-6.421533318	-7.061331071	-5.989599647	-6.301008171	-6.906541316	-7.031411965	-5.948976869
None	S52C51-Lasker2021	-11.20577648	-11.53495157	-6.582740934	-11.40575544	-7.795847308	-9.838540802	-10.10599422	-10.08338394	-10.57306119	-11.39072535	-8.523949011	-10.31029118	-7.773069667	-10.14951002	-11.20070999	-7.758539115	-6.149298	-8.576373772	-7.423894931	-8.492540336	-7.875506609	-7.647127357	-8.45852408	-6.461366422	-8.553990432	-8.626019149	-6.576432492	-9.010714813	-8.567093141	-8.406851373	-7.171185603	-7.090665589	-7.631411565	-7.675649282	-8.049800029	-5.492527797	-8.067724276	-7.550946309	-7.092797614	-8.026568581	-7.201112625	-8.786116776	-7.360828952	-7.385893763	-7.243606744	-8.667121481	-6.874694848	-6.266738638	-6.011228249	-5.423152873	-6.889705953	-5.933417928	-6.27818708	-7.963509104	-3.966842615	-7.316948975	-9.037843166	-4.81104004	-5.237761886	-8.220025277	-8.999603223	-7.301713249
Bacteroidota	S52C700-Lasker2021	-7.399619381	-7.776863662	-7.03725522	-7.997556598	-6.336852798	-7.527520501	-8.071478733	-7.973189614	-7.504835221	-8.118181294	-6.368203083	-7.534643388	-7.748573809	-7.596680186	-7.587295456	-6.46416063	-6.430148626	-6.942146299	-6.36547628	-7.917487508	-5.921322256	-6.179559248	-7.230694304	-6.656284674	-6.749151273	-7.801787187	-3.50798605	-7.426661127	-7.64446999	-7.613376822	-7.175703262	-6.401151374	-6.592292562	-6.256209198	-7.227251621	-5.151347671	-6.399011401	-7.17834278	-7.195088879	-6.237399971	-6.976213226	-7.848496759	-6.214719105	-6.911195791	-3.69340078	-6.37164046	-6.560790143	-6.032052694	-6.386239657	-5.723685309	-6.993863864	-5.796595375	-6.486504883	-4.252092725	-5.01758967	-3.120317041	-3.863666793	-6.11868279	-6.259306294	-3.970762056	-3.668038347	-6.094953926
Proteobacteria	S52C71-Lasker2018	-4.376889055	-4.454895178	-3.531326523	-4.860658355	-3.602576335	-4.047766214	-5.203411268	-4.447636748	-4.366494367	-4.670686785	-3.289658145	-4.623658649	-3.581256983	-4.358027101	-4.304172289	-3.489814881	-3.552506273	-3.542372485	-3.84230102	-3.58458982	-3.58094813	-3.482005587	-3.641887897	-3.622828115	-3.530491262	-3.625672907	-2.883011541	-3.617752509	-3.578533498	-3.482312604	-3.592949212	-3.598016604	-3.591556356	-3.403209414	-3.60200402	-3.729143937	-3.555389032	-3.56936526	-3.663011688	-3.568468975	-3.647604276	-3.684626949	-3.947903531	-3.850795789	-2.560102838	-3.594479725	-3.557006145	-4.058895163	-3.646836612	-3.633504503	-3.733787075	-3.874802802	-3.744956763	-3.686909835	-3.59916033	-3.12740982	-3.222925664	-3.839722205	-4.013245539	-3.716245923	-3.205242902	-3.838725658
Bacteroidota	S52C75-Lasker2021	-6.881087058	-6.791432064	-7.094423517	-7.16735866	-6.513529564	-6.665276818	-7.693916442	-6.649469088	-6.709273341	-7.036849024	-5.125593268	-7.006481186	-7.306668294	-6.49232281	-6.626310141	-6.656682447	-6.463255501	-6.8855523	-6.526295951	-7.446873044	-6.170990049	-6.510287195	-6.929008844	-6.662677726	-6.904390048	-7.182351874	-4.153206426	-6.892711014	-7.163887006	-7.385065376	-7.093471708	-6.421678087	-6.738057231	-6.662674517	-6.98675563	-5.264204793	-6.500108619	-6.868223268	-6.991443315	-6.463199851	-7.083651522	-7.043933256	-6.492268951	-6.943189366	-4.157724139	-6.629903718	-6.832742523	-6.186610709	-6.580249334	-6.024479595	-6.979446466	-5.819026707	-6.516035811	-4.578387564	-5.087459488	-4.739093427	-5.017620635	-5.802811046	-6.261261071	-4.938065268	-4.913118369	-6.257744592
Proteobacteria	S53C128-Lasker2018	-8.951756012	-8.908634692	-10.00821218	-8.599003156	-9.713441043	-9.483105248	-8.166806215	-8.424865136	-9.026803887	-8.269205936	-7.951704568	-8.529352872	-11.13081496	-8.798685924	-9.666275808	-10.8371497	-9.446860365	-9.248163493	-9.492348969	-11.28115594	-9.169206202	-10.4900694	-10.87818461	-9.40989802	-10.14845208	-10.27623178	-4.589255499	-10.11601703	-9.751447332	-10.43207987	-11.26797001	-10.23927441	-9.820669991	-10.9816857	-9.855956943	-10.42693139	-9.467099007	-10.26281195	-12.20794169	-10.60380558	-10.47372612	-10.54273308	-9.410105467	-10.91463593	-4.531540057	-10.06867687	-8.35054846	-9.226291762	-10.06415814	-10.85427299	-10.35523378	-10.68899128	-9.069293082	-4.645562898	-10.86487911	-3.819702654	-5.839012406	-9.7030766	-9.852840504	-4.609856751	-5.567231752	-8.792263001
Proteobacteria	S53C184-Lasker2021	-4.394328959	-4.442825257	-3.607514274	-4.833556833	-3.686733399	-4.088493453	-5.238026824	-4.491169137	-4.417856859	-4.659283453	-3.390594561	-4.662683416	-3.636970919	-4.363910134	-4.322964306	-3.551726163	-3.625028757	-3.635731143	-3.895973983	-3.637412647	-3.65709947	-3.551370448	-3.711872991	-3.687811105	-3.609861752	-3.725689258	-2.943507348	-3.676919105	-3.65607927	-3.592939	-3.630027018	-3.675645925	-3.642130763	-3.45556204	-3.663327621	-3.790973843	-3.601019247	-3.646808806	-3.725158575	-3.632707876	-3.729057031	-3.747789938	-4.013859183	-3.900367199	-2.635924568	-3.652289082	-3.597158033	-4.127695969	-3.717773742	-3.711927757	-3.812748331	-3.925676745	-3.836702708	-3.658329726	-3.693275784	-3.139559666	-3.194173432	-3.870110582	-4.050242226	-3.715523228	-3.190217792	-3.90916604
Proteobacteria	S53C400-Lasker2018	-5.407176283	-5.451204781	-3.340190687	-5.651631963	-2.60779955	-4.999549519	-5.509218414	-5.224958546	-5.115541413	-5.571061698	-3.762827784	-5.277287258	-3.286586893	-4.786477937	-5.18070928	-2.627983557	-2.827448149	-2.495925612	-2.845586844	-3.382049057	-2.53928123	-2.503225317	-2.850781971	-3.050007462	-2.495479777	-3.083831231	-1.576529431	-2.590269419	-3.24887841	-3.29885272	-3.019110814	-2.715647321	-2.546558704	-2.301135634	-2.747585196	-2.387735537	-2.545406222	-2.909360688	-2.769692425	-2.501714908	-2.879874806	-2.930536918	-2.464575797	-2.716355228	-1.54554325	-2.358399254	-3.010522086	-2.581026314	-3.015011999	-2.785209243	-2.859112899	-2.317707959	-2.92756695	-0.941507773	-2.749492841	-1.542508824	-1.889690313	-3.107990502	-3.122863074	-1.410307662	-1.819167762	-2.541993566
Verrucomicrobiota	S53C571-Lasker2021	-3.695203448	-3.813392979	-7.657030835	-3.695137595	-6.935822134	-3.946169259	-3.765399829	-3.821280332	-4.018048798	-3.731665626	-4.260441556	-3.811761106	-6.933448542	-3.806018352	-3.924396847	-6.66979295	-7.303477499	-7.203360927	-7.206650383	-6.507496165	-6.997410275	-6.979207136	-7.166776117	-7.344109068	-6.668349793	-6.665769247	-6.589991313	-7.221551647	-7.286966336	-7.31060708	-6.998006845	-6.980280274	-6.963025598	-6.689133857	-7.021866975	-6.813703527	-6.982614395	-6.989771049	-7.092010696	-6.858485992	-7.187013241	-5.977736332	-6.95203236	-7.077336618	-6.377916163	-6.676952336	-7.619162056	-7.14272334	-7.495901857	-8.074794599	-7.842307033	-7.420441533	-7.385512828	-6.095064569	-8.209802246	-8.382600849	-8.419900433	-7.322281061	-8.077464959	-7.782766697	-8.492343567	-6.891579121
Thermoplasmatota	S55C10648-Lasker2021	-11.4177382	-10.74851227	-5.869675679	-9.842575349	-6.427737274	-9.295428719	-9.715941998	-10.19402089	-9.213738941	-10.11079806	-10.50225419	-10.74824672	-6.614370324	-9.674074496	-10.40087984	-6.61653029	-5.846597744	-6.811238827	-6.476378529	-6.856409241	-6.881893691	-6.751813119	-7.115152642	-5.826311971	-7.196489238	-7.20367847	-10.12201495	-6.866059746	-5.407829444	-5.290493374	-6.176289523	-6.346267701	-6.566890347	-6.494836353	-6.488015014	-6.855264921	-6.477503449	-5.880529331	-6.233330626	-6.542721964	-6.373057672	-7.772580263	-6.684574368	-6.468925803	-10.69134272	-6.748140838	-6.063579172	-6.766022324	-5.70145279	-5.530350968	-5.796788226	-6.063038404	-6.22835749	-20.72326584	-6.007842049	-11.11437521	-11.72818146	-6.3371627	-6.013151498	-10.51616102	-11.00068926	-7.081673642
Bacteroidota	S55C1073-Lasker2021	-10.78249093	-11.48665322	-8.963917108	-11.03005472	-8.293710937	-11.43887783	-10.51832653	-12.81841714	-10.13500197	-11.1164713	-9.783635778	-10.7725563	-10.08308897	-10.46303518	-11.78322011	-9.115261819	-8.958922727	-9.613976204	-8.493422028	-9.873381327	-8.244640544	-8.115428689	-9.10523847	-8.687668631	-8.827336233	-10.0222149	-8.139900903	-10.20823042	-8.775211872	-9.101658054	-8.239363368	-8.568597439	-9.140995389	-8.219652141	-9.96321898	-8.619993598	-8.699181904	-9.257747606	-8.808506315	-8.475978842	-8.902483536	-10.09251112	-8.932312426	-9.109904714	-8.481156339	-8.678358684	-9.699561561	-9.031579229	-8.415301851	-7.761359845	-8.641436877	-7.243405793	-9.306607029	-7.64430006	-8.228056864	-7.783188753	-7.424870642	-9.245848593	-8.761146969	-6.817605391	-7.172453515	-8.287698452
Proteobacteria	S55C160-Lasker2018	-7.94167807	-8.547511533	-5.618305079	-8.069784926	-4.805006718	-8.102946951	-7.454823987	-7.776467485	-7.726900925	-7.859502011	-7.320853193	-7.97091038	-5.747193756	-6.891975537	-8.405961748	-4.71741585	-5.293828337	-4.433238332	-5.155004241	-5.91692358	-4.714102183	-4.562897213	-4.643916004	-5.600919958	-4.927469721	-5.528378716	-4.396709746	-4.471854104	-6.894183987	-7.186778468	-5.517839483	-4.857346617	-4.567231159	-4.479149352	-4.659071299	-4.630062546	-4.875462212	-5.669030906	-5.077929834	-5.027755029	-5.17497465	-5.558141733	-4.861130231	-4.995990948	-4.261876909	-4.861371809	-5.36747293	-4.529798741	-5.692127953	-5.39583267	-4.939591405	-4.736837032	-5.443438866	-3.063153902	-5.28196002	-3.697743262	-3.605994439	-5.328292258	-5.299645308	-2.866945135	-3.33626914	-4.850508095
Cyanobacteria	S55C180-Lasker2018	-6.773757308	-7.165496616	-4.353984866	-7.302503172	-3.511955237	-6.594184285	-6.21234097	-6.834229205	-5.851185869	-7.336989165	-6.319086115	-6.991696719	-5.238938509	-6.316330684	-7.64904997	-3.521724904	-3.73516803	-3.963183572	-3.78172874	-5.538345565	-3.235139464	-3.370872164	-4.335833822	-4.174668785	-3.915645559	-5.433971101	-4.842079299	-4.187617165	-5.056861474	-5.131623556	-4.594643388	-3.502161741	-3.42674894	-3.160864379	-4.234116139	-2.627401233	-3.529016515	-4.589986937	-3.947239438	-3.627701649	-4.209357446	-5.195707765	-2.859241327	-4.012196773	-4.467047325	-3.446662796	-4.427569672	-2.80681591	-4.079807243	-3.467927839	-4.147807429	-3.011560806	-3.705677108	-4.030287476	-2.900132481	-4.685555473	-4.884632401	-3.444991727	-3.365717667	-4.366261717	-4.97011012	-2.891948028
Bacteroidota	S55C2280-Lasker2018	-9.148584907	-9.690000233	-6.262351963	-9.011261752	-5.439494301	-8.395053482	-7.672815369	-8.886111422	-7.337528029	-8.896673498	-8.648269201	-8.593430329	-6.629769135	-8.265361314	-9.828181491	-5.582718879	-5.677741698	-5.742267514	-5.43181212	-6.879396517	-5.101646193	-5.382754532	-6.060807551	-5.735480594	-5.499931498	-6.695618319	-5.309033095	-5.830184212	-6.527516564	-6.896353032	-6.31136242	-5.605215531	-5.582437789	-5.468026081	-5.921045376	-4.893152263	-5.29520675	-6.108534912	-6.062403024	-5.262747984	-6.178399996	-6.760300308	-5.458694591	-6.096418257	-5.313162492	-5.228457684	-6.295333076	-5.445744633	-5.592420302	-5.047283044	-6.102802894	-4.84920584	-5.873597853	-5.10290265	-5.267122273	-5.247604766	-5.955311612	-5.897847218	-5.902332687	-5.523020283	-5.880857419	-5.329340032
Proteobacteria	S55C36-Lasker2018	-7.022989266	-7.151609575	-5.558191735	-7.510612131	-5.586716576	-6.57972803	-7.74782112	-7.012198882	-7.056796849	-7.353589515	-5.115684858	-7.075649689	-5.784907067	-6.658605792	-6.765446322	-5.504893838	-5.618079313	-5.154029335	-5.912497445	-5.923404409	-5.586616483	-5.348339595	-5.427794816	-5.758693473	-5.564765836	-5.635151925	-3.646034049	-5.344537572	-6.787892896	-6.726021979	-5.797359786	-5.621781655	-5.402741876	-5.410572082	-5.400277537	-5.733911129	-5.560484167	-5.700748721	-5.687558006	-5.662909281	-5.644197499	-5.902911106	-5.802747816	-5.832807192	-3.073013592	-5.383388075	-5.354832143	-5.884800449	-5.871153864	-5.604455727	-5.478925272	-5.579146282	-5.891559015	-3.790359553	-5.723037254	-3.312536413	-2.807100352	-6.134405327	-5.958368513	-3.708343292	-2.958879805	-5.696006734
Proteobacteria	S55C386-Lasker2021	-5.068991605	-5.178024027	-1.474099823	-5.186692239	-1.649299426	-4.566513286	-4.809851469	-4.512576328	-4.654724467	-5.247070109	-3.52954642	-5.215801044	-1.640878834	-4.563422188	-4.915708142	-1.591468283	-1.413707158	-1.517316169	-1.972916513	-1.658398083	-1.672683451	-1.547733681	-1.491598074	-1.48907753	-1.748573603	-1.536701007	-2.91064666	-1.580067861	-1.347320367	-1.314169287	-1.531340106	-1.497342617	-1.559737729	-1.705857952	-1.501064516	-1.90327582	-1.64639706	-1.492755789	-1.496811657	-1.745554925	-1.483685997	-1.788455069	-1.796358623	-1.639462364	-2.786383368	-1.679089317	-1.4885419	-1.927869881	-1.592964738	-1.447444917	-1.510687561	-1.54047973	-1.663749489	-3.11970694	-1.694848039	-3.924341619	-4.059754284	-1.853843207	-1.892004153	-3.748928399	-4.482032976	-2.003946753
Thermoplasmatota	S55C688-Lasker2021	-4.532806921	-4.826788776	-0.725698511	-4.795047979	-0.935302564	-4.041365413	-4.508727557	-4.105788293	-4.222599977	-4.892236182	-2.880955156	-4.872597184	-0.983521939	-4.212975542	-4.544988909	-1.05706342	-0.887786488	-0.906193726	-1.335059185	-1.042089467	-1.326810866	-0.954911165	-1.054376678	-0.865099284	-1.412238453	-1.054398233	-2.677705383	-1.200676506	-0.98500256	-0.880644836	-0.955762282	-0.850380525	-0.999187021	-0.818303817	-0.868024679	-1.269963327	-0.983514506	-0.976859115	-0.975001279	-1.187632041	-0.918884591	-1.389713556	-1.091508954	-1.093986302	-2.111414092	-0.993744616	-0.830939108	-1.151846937	-0.893902233	-0.837810426	-0.923189219	-1.276932996	-1.110533218	-3.095472921	-1.283684485	-3.55009935	-3.105891373	-1.290952069	-1.292190359	-3.600994189	-3.235619293	-1.285391772
Thermoplasmatota	S55C707-Lasker2021	-9.713672592	-10.43113663	-4.456065243	-9.138691694	-4.885129754	-8.854922738	-8.749988673	-8.884014219	-8.608930482	-10.2031661	-9.877811482	-10.01596113	-5.306563472	-9.206445208	-10.3922021	-5.061526012	-4.65811168	-4.51573194	-5.138362421	-5.745902968	-5.367286595	-4.815505983	-5.106637073	-4.758516256	-5.555285679	-5.490622595	-7.513783372	-4.788949284	-4.76434747	-4.57934368	-5.001616679	-4.749592441	-4.932463944	-4.742029739	-4.714141881	-5.383106487	-4.849506922	-5.018725991	-4.88776315	-5.052721572	-4.884690853	-6.424664598	-5.22471678	-5.075363865	-7.636755943	-4.858331741	-4.609620173	-5.320407159	-4.482986271	-4.159965717	-4.248230137	-4.710119009	-4.922822582	-8.825511875	-4.840583327	-7.702360467	-9.244188615	-5.042651393	-4.771014639	-8.933736664	-9.218564346	-5.323862688
