		RL2103c001_100m-2	RL2103c001_48m-1	RL2103c001_5m-1	RL2103c002_100m-1	RL2103c002_48m-3	RL2103c002_5m-1	RL2103c009_20m-1	RL2103c009_40m-1	RL2103c009_5m-3	RL2103c010_25m-3	RL2103c010_50m-2	RL2103c010_5m-1	RL2103c014_25m-3	RL2103c014_55m-2	RL2103c014_5m-1	RL2103c015_30m-2	RL2103c015_5m-1	RL2103c015_80m-3	RL2103c019_100m-1	RL2103c019_44m-2	RL2103c019_5m-2	RL2103c023_5m-2	RL2103c023_60m-1	RL2103c024_100m-2	RL2103c024_40m-1	RL2103c024_5m-1	RL2103c025_100m-2	RL2103c025_40m-2	RL2103c025_5m-1	RL2103c032_5m-3	RL2103c032_66m-3	RL2103c032_80m-1	RL2103c033_100m-3	RL2103c033_35m-3	RL2103c033_5m-1	RL2103c034_100m-2	RL2103c034_34m-1	RL2103c044_100m-3	RL2103c044_52m-2	RL2103c044_5m-3	RL2103c045_100m-2	RL2103c045_23m-2	RL2103c045_5m-1	RL2103c046_15m-3	RL2103c046_30m-2	RL2103c046_5m-3	RL2103c049_23m-1	RL2103c049_5m-1	RL2103c049_93m-2	RL2103c050_100m-2	RL2103c050_21m-2	RL2103c050_5m-3	RL2103c067_100m-1	RL2103c067_57m-2	RL2103c067_5m-3	RL2103c068_37m-3	RL2103c068_5m-3	RL2103c071_5m-2	RL2103c071_68m-2	RL2103c072_100m-2	RL2103c072_35m-2	RL2103c072_5m-1	RL2103c074_100m-1	RL2103c074_13m-1	RL2103c074_5m-1	RL2103c077_19m-1	RL2103c077_5m-2	RL2103c077_70m-1	RL2103c078_100m-2	RL2103c078_27m-2	RL2103c078_5m-2	RL2103c081_45m-2	RL2103c081_5m-2	RL2103c088_51m-2	RL2103c088_5m-1	RL2103c089_100m-3	RL2103c089_20m-1	RL2103c089_5m-2	RL2103c090_100m-3	RL2103c090_53m-1	RL2103c090_5m-2
Bacteroidota	S50C248-Lasker2021	-4.938258969	-4.448944603	-4.850935312	-4.880166873	-4.778565699	-5.491805761	-4.332492519	-4.383542423	-5.282810187	-5.232084594	-5.275795186	-5.63488732	-4.509108107	-3.715701655	-4.550250938	-4.057013691	-4.137441831	-3.775510205	-4.669992908	-4.348342837	-3.745455605	-3.67024759	-4.921176208	-3.360398376	-3.452490413	-3.163604637	-5.451325573	-4.172756086	-3.119624988	-4.26023295	-4.583468872	-4.424832679	-5.01432689	-4.175489652	-4.52301092	-10.04113782	-5.65187281	-6.559009458	-4.465251386	-2.866844476	-6.848376421	-2.428055905	-2.533850903	-1.776649772	-1.727198093	-1.829256491	-4.949264682	-5.550202966	-7.614104018	-10.61365842	-5.685439913	-5.224885416	-5.182064212	-1.393797274	-2.322666369	-1.492973875	-1.669399824	-2.45080891	-2.297656747	-8.133148436	-2.906817483	-2.521800607	-5.929502091	-2.667369098	-2.648641316	-5.33958644	-5.891350651	-4.523092811	-11.34119505	-4.530080153	-3.858169491	-4.771328081	-4.400987501	-4.760944617	-4.580734972	-3.495985351	-3.191967109	-3.209563618	-11.04186652	-2.980964496	-3.192898647
Actinobacteriota	S50C755-Lasker2018	-4.566103523	-7.410803277	-7.570354244	-4.794013161	-10.63968822	-20.72326584	-10.02690089	-8.466452027	-10.8613811	-8.483373383	-5.057368412	-10.09339033	-5.766821001	-4.938069174	-8.6452338	-6.223939602	-8.644510446	-3.775842905	-3.037193722	-4.151490826	-6.836402248	-6.798935494	-3.783070273	-4.783677486	-9.013414972	-8.687498355	-4.432806208	-5.447210259	-6.296372212	-5.747205349	-3.651672267	-3.620800744	-3.390078348	-5.521457918	-6.240496839	-2.974697249	-5.533904646	-3.260104022	-4.265087333	-8.894914493	-3.444848123	-10.05733557	-10.10542933	-7.939022221	-7.565813347	-8.194236052	-5.331505449	-9.79258359	-3.303416638	-3.447580655	-8.498015809	-13.44344182	-3.367588414	-5.92400805	-10.47284036	-6.183146544	-8.58355679	-8.697477106	-4.863352617	-3.246036073	-4.847578619	-9.086555826	-3.735042813	-9.071342548	-9.413465265	-8.56164442	-10.66297947	-4.03629783	-2.971829514	-6.199334437	-8.886666833	-5.424707689	-12.17847402	-10.61023317	-8.660913804	-6.399654705	-8.083173248	-7.907663517	-3.182888675	-6.231552345	-6.358935386
Verrucomicrobiota	S50C83-Lasker2018	-6.290657955	-8.834745298	-8.780606936	-6.612604715	-12.35847602	-13.91610788	-10.24618831	-9.867295267	-10.61001055	-10.05799438	-6.743448434	-11.30983161	-7.468338815	-6.645708373	-10.15194309	-8.150389913	-11.43601026	-4.922770581	-3.887222935	-5.168441399	-8.184541709	-7.698480449	-4.960749302	-5.776198792	-10.75210566	-10.43173682	-5.866526229	-7.063095753	-8.437858581	-7.184885222	-4.735016833	-4.56865216	-4.33948659	-7.035520176	-7.768420026	-3.927902266	-7.08149909	-4.106354696	-5.293856929	-10.2395947	-4.320328481	-11.67874478	-12.27744442	-9.308273704	-8.593916905	-9.704708057	-6.063965006	-10.28106274	-3.308290788	-3.94236923	-11.38365612	-11.87498198	-4.389628173	-7.090398407	-12.04857244	-7.277274212	-9.35901557	-10.36569525	-5.761337914	-3.901777817	-5.987828286	-10.00368223	-4.494123298	-9.811025242	-10.73532317	-10.44574	-13.16667609	-5.018174346	-3.681031966	-7.668379395	-10.80609927	-7.700975423	-11.3217631	-11.87203394	-10.87541838	-7.350579167	-9.790148082	-9.920418434	-4.359174466	-8.339020605	-8.101693367
Bacteroidota	S51C1572-Lasker2018	-4.163258851	-1.631769972	-1.313399944	-4.561315036	-1.205635182	-2.553203765	-1.987070725	-3.161639808	-0.989006486	-2.120690619	-5.396359836	-1.357873795	-4.966798951	-4.671929732	-2.586035585	-3.342646975	-2.432578056	-5.86224571	-8.099744178	-4.424019731	-2.684800712	-2.507019249	-4.893216725	-3.808272185	-3.452761744	-3.570276985	-7.081508727	-4.890772157	-4.032077394	-3.428053726	-6.101641979	-5.976995924	-7.250975248	-3.565329576	-3.079382593	-10.10775366	-6.022860358	-8.776379032	-7.170326875	-5.864348912	-9.211204345	-5.976689202	-5.78842281	-3.774480263	-3.573691035	-3.576123361	-7.329830006	-7.370216607	-9.002420028	-10.88141771	-8.515790825	-8.257251089	-7.60679056	-4.984201277	-4.639601602	-5.159673858	-5.440460062	-3.98309085	-4.322421488	-9.674979536	-4.992173212	-3.685910346	-8.361077187	-3.985615403	-3.896530585	-2.482328396	-2.750883733	-5.930648546	-9.025578213	-3.884933463	-3.168528445	-3.543440751	-0.852146849	-1.994332592	-2.372172445	-2.434513303	-1.012249744	-0.638697062	-9.214265505	-1.537647247	-1.582500889
Bacteroidota	S51C1753-Lasker2021	-4.167398856	-1.913977064	-2.009112809	-4.213036819	-2.05575618	-2.497823624	-3.313425956	-3.431757398	-3.316051566	-3.085343617	-5.346637191	-1.746810209	-3.475138271	-3.303193442	-3.203155514	-2.817437965	-2.656083787	-3.576358488	-4.668900074	-3.925471077	-2.56348969	-2.225036993	-4.014655745	-3.782794388	-3.83256804	-3.83957291	-6.554946358	-5.113721897	-4.886840565	-3.445674078	-4.417237899	-4.199809617	-5.074999015	-3.819962008	-3.467883776	-8.422503204	-6.582822076	-7.563572687	-5.833978214	-4.603292949	-7.390870896	-3.828356211	-3.842266745	-2.602342918	-2.397360045	-2.785980538	-1.618347884	-2.441634758	-5.721091363	-8.851553609	-7.038412908	-4.664425674	-5.67984687	-2.723606622	-3.391916473	-2.749967154	-2.628013935	-4.346940302	-3.364532894	-9.014952831	-3.954900705	-4.409886831	-6.834729099	-3.377066605	-3.573156031	-2.426483365	-4.389760544	-5.179105841	-7.715572396	-3.847515719	-3.013426986	-3.877473039	-1.864924332	-2.854608355	-2.793947902	-1.279177533	-1.080798399	-1.112115242	-9.323638306	-1.49647228	-1.4636002
Bacteroidota	S51C182-Lasker2018	-1.663132187	-0.117767722	0.128313881	-1.755256131	-0.076064422	0.330197233	-0.298297146	-0.801758929	0.774796981	-0.644307568	-2.463670392	0.800377622	-1.524279492	-0.633008322	-1.03488166	-1.351235755	-0.823329215	-1.561705255	-3.289850453	-1.917423235	-0.704001353	-0.134105385	-2.076921512	-1.450476888	-0.98300535	-1.048286444	-3.941533385	-1.827320508	-1.452640505	-0.227033293	-2.12130774	-2.04695932	-3.244661922	-0.447092738	0.041128317	-4.710390267	-2.835044413	-4.82041179	-3.687271667	-2.436171104	-4.663738617	-2.364351343	-2.239009338	-0.623726401	-0.403743639	-0.643559047	-3.812189435	-3.266291279	-6.248446721	-9.216053803	-4.691650831	-4.765739253	-3.63913466	-1.094778245	-1.396208015	-0.964952279	-0.809859775	-0.886611546	-1.013421039	-6.319676546	-1.589546167	-0.766186088	-4.494494123	-1.102304152	-0.947043665	-1.187293346	-0.58386829	-2.139951827	-5.526177348	-2.11606917	-1.455454057	-1.600320745	0.737520797	-0.494334354	-0.685031877	0.519465949	0.606956358	0.69889513	-6.431512591	-0.060227676	0.203220234
None	S51C358-Lasker2018	-5.052086502	-4.784563993	-6.220035802	-5.109077794	-4.344460597	-5.897104819	-3.630406718	-3.134410971	-4.915533872	-3.715824185	-3.563931287	-3.780843395	-6.030984889	-6.792894197	-6.210560103	-6.340734632	-5.97359292	-6.558676483	-6.733476899	-6.22798264	-5.947235895	-5.585855396	-6.188569904	-6.020660223	-7.922933632	-8.248077806	-7.336258856	-7.472750136	-8.303189764	-5.834950149	-6.131661856	-6.608875807	-7.144655318	-5.697771576	-5.552391628	-6.582862541	-6.637845095	-6.832965853	-6.919830087	-9.596304957	-5.870042983	-8.221436668	-8.974079076	-6.289371678	-6.115958501	-6.843334202	-9.267615903	-12.50453712	-7.811946753	-9.894102054	-14.04572198	-12.53111549	-6.911403526	-8.911496203	-11.12425558	-8.917831816	-9.183241233	-8.147576011	-5.403441466	-5.777794916	-5.246365444	-6.779409207	-6.532522806	-6.235173627	-6.971613072	-4.939489141	-6.806099819	-5.562821313	-8.094302298	-6.514387921	-8.099322024	-4.14290322	-4.6623602	-3.795183748	-4.09550946	-4.293648792	-4.581376123	-4.598436905	-6.702426187	-5.46968004	-5.078953525
Bacteroidota	S51C422-Lasker2018	-2.01522619	-2.13453674	-2.492251546	-2.492540091	-2.244001602	-3.220303318	-0.808524585	-1.335028099	-0.056625865	-1.061878624	-2.136699528	0.046318064	-1.540085508	-1.211437258	-1.242825278	-1.501750551	-1.059370015	-2.398563151	-4.288361225	-2.334431489	-0.986311826	-0.562657482	-2.221935945	-2.449238999	-1.301540721	-1.637755235	-3.799599149	-1.931447689	-2.656506816	-1.62083961	-2.736186115	-2.843927864	-4.078302467	-2.028856486	-1.911710572	-4.137978945	-3.068231872	-6.246773761	-5.447750687	-5.395460559	-6.018891902	-5.412379633	-5.062061645	-2.893313402	-2.647457024	-2.746682782	-6.857408803	-7.142462773	-7.786353628	-9.868679445	-7.266272548	-6.977265316	-4.633955949	-3.530968391	-4.772071173	-3.692311055	-4.244759907	-3.315157374	-3.279439509	-6.43130131	-3.311863287	-2.511141346	-6.191315099	-2.087919894	-2.109517144	-1.601450095	-1.588194701	-2.52266827	-4.535331113	-2.529351436	-2.402335641	-2.201694684	-0.627592124	-1.631760718	-2.164464959	-3.417370027	-3.972625071	-3.776543961	-5.28947002	-3.667547095	-2.94410754
Proteobacteria	S51C52-Lasker2018	-3.838327383	-3.505061118	-3.6799322	-4.130149227	-3.710877077	-4.254529723	-2.956172752	-2.853845512	-3.09562523	-3.433729427	-3.389038571	-2.977970924	-3.08954042	-2.338078383	-3.107445525	-3.37894332	-2.994833657	-4.044192012	-5.939880157	-3.974279492	-2.937470177	-2.454756322	-3.881501608	-4.301675125	-4.70967862	-5.012126756	-4.629469026	-3.362775555	-5.354651915	-3.145116965	-3.781119751	-3.804075334	-5.109129338	-3.517423414	-3.203440613	-4.609879859	-4.119159358	-6.832961585	-6.78539509	-7.309524949	-6.403543358	-7.911389261	-7.601097279	-5.084688456	-4.777881707	-5.197224665	-8.455883816	-10.5828686	-7.237750735	-10.56265179	-10.69082133	-10.28095013	-5.227542718	-6.894711026	-8.190096627	-7.083717531	-7.748977964	-6.718372213	-5.000697785	-6.936491878	-5.501678511	-5.734644052	-7.091274713	-5.571349305	-5.941319796	-2.101184488	-3.98809304	-2.425418022	-2.469174519	-3.758233734	-4.302196233	-2.809484036	-3.089460332	-3.758713637	-3.556316195	-2.910363804	-3.407062699	-3.412124192	-6.047636036	-3.562098057	-3.443619312
Proteobacteria	S51C5892-Lasker2018	-8.302953563	-8.295846774	-9.922386967	-8.241655008	-9.141225215	-8.843979776	-8.152754856	-8.115923271	-8.180700848	-8.161144263	-8.190716819	-8.100346665	-8.175737322	-8.065876837	-8.153038322	-8.526739664	-8.355974534	-8.050166113	-8.290613152	-8.628019841	-8.139105789	-8.450203458	-8.582726073	-8.229246654	-8.624949463	-8.506600888	-8.671934854	-7.995339056	-8.142628213	-8.299913318	-8.215598746	-8.270478358	-8.352262016	-8.158574333	-8.406957409	-8.23252468	-8.787766851	-8.566968638	-8.72004802	-8.559687469	-8.625154698	-8.865702069	-8.809854573	-8.408535443	-8.566454499	-8.389934921	-6.629495482	-6.614457952	-7.871927369	-8.48337493	-9.119735426	-9.621816108	-8.594736712	-7.961453907	-6.728132945	-7.595606309	-7.450583741	-8.386069276	-8.309087342	-8.195147918	-8.498948493	-8.495087727	-8.452492512	-8.822991714	-8.552449868	-8.255131396	-8.487869174	-7.717208706	-8.513101026	-8.450468297	-8.612427209	-7.90303765	-8.941932102	-8.715102021	-8.303817309	-8.84240456	-8.336464611	-8.275533408	-8.376118633	-8.236424449	-8.052521565
Proteobacteria	S51C58-Lasker2018	-5.548686365	-4.315973686	-3.905059855	-5.748703829	-4.380848049	-4.164114793	-4.66201412	-4.972698819	-4.6542242	-5.486170659	-5.691586943	-5.402122981	-3.356608746	-3.150696401	-2.360889847	-2.818366694	-2.404454587	-4.464319749	-6.947783006	-3.750963646	-2.445658195	-1.928581268	-3.978385001	-4.418323881	-3.120184459	-3.318165224	-5.509663927	-3.782601208	-3.541318611	-3.980236645	-4.670647975	-4.796450069	-6.130002647	-4.275978028	-4.453195386	-5.708600402	-4.536566844	-7.885420609	-7.193459974	-6.284234796	-7.738852698	-6.860763493	-6.415485821	-4.938012622	-4.342180117	-4.719942857	-8.471494467	-9.354147973	-8.369037661	-10.51432793	-9.115942845	-9.537657782	-6.649632304	-5.753505529	-5.528382114	-5.489431384	-5.628523631	-5.572522607	-4.750716787	-8.127199518	-5.217747032	-4.691046644	-8.110206908	-4.393135955	-4.801104051	-4.555357973	-6.043414478	-4.48176494	-4.353038714	-3.985066713	-4.486855203	-4.892103645	-3.79127127	-4.98469507	-5.450514316	-3.312917722	-3.558128248	-3.617813235	-6.938979831	-4.059688211	-3.915131783
Bacteroidota	S51C924-Lasker2018	-5.288491083	-5.112687704	-5.287957021	-5.849831417	-5.572949652	-5.941772352	-5.653273246	-5.655569248	-5.951727506	-5.968364109	-6.071937521	-6.210102763	-2.916823113	-2.750998267	-2.519933332	-2.635809436	-2.131322402	-3.950383501	-6.0534397	-3.571826605	-2.333168782	-1.892411746	-3.515394088	-5.041155256	-4.393433608	-4.445145023	-5.82004571	-5.020040232	-5.036091265	-3.56029041	-4.197411311	-4.361098758	-5.643958974	-4.250345743	-4.383353515	-5.273557576	-4.703871479	-6.586992362	-6.398431723	-7.021898405	-5.953570021	-7.135885996	-7.206081668	-6.60361853	-6.469233222	-6.836888232	-5.247967087	-6.58342503	-6.327654688	-6.403624778	-6.00120693	-6.540025407	-5.013266402	-5.254684287	-5.919757804	-5.23595064	-5.496727501	-6.980522722	-6.289251906	-6.845830045	-6.320577299	-6.423608389	-7.188218801	-5.824148444	-5.954099324	-6.148975473	-6.955370609	-4.391299737	-5.674458059	-4.825092307	-4.91179762	-5.8258372	-6.000907633	-6.279706937	-6.238541276	-4.855436378	-5.333203762	-5.420507735	-6.445127031	-5.972002135	-5.602626397
Proteobacteria	S52C1049-Lasker2018	-2.034825632	-4.565420959	-4.997177162	-2.338566458	-7.518474114	-8.920401573	-5.469562257	-4.159648176	-6.484599576	-4.644013826	-2.078765123	-5.899799329	-3.094169831	-2.457913454	-5.866913603	-3.829474179	-5.727956168	-2.046129938	-1.737294744	-1.906914993	-4.205477372	-3.939364295	-1.579527031	-2.445816741	-5.112716692	-5.558026048	-1.611602849	-2.493612847	-4.427536266	-2.960980087	-1.992216314	-2.095638397	-2.126050322	-3.14098332	-3.457258212	-1.584480013	-2.439687471	-2.376038207	-2.256870883	-5.500588202	-1.952566728	-7.358282609	-7.213101515	-5.452314125	-5.133080187	-5.778987182	-3.514578779	-6.794237147	-2.540091156	-2.630782526	-5.166403409	-9.299385051	-2.410856497	-4.423988362	-7.193925774	-4.486472458	-5.974997791	-5.285494729	-3.082858908	-1.900560155	-2.733748528	-5.56501756	-1.420638586	-5.244035888	-5.621521144	-4.641328904	-4.493809776	-2.016226614	-2.058289465	-3.727103119	-5.522958138	-3.275479087	-6.915124163	-5.741406276	-4.588574853	-3.923615287	-4.94855949	-4.886941163	-2.125554417	-4.099570071	-4.121215699
Proteobacteria	S52C1155-Lasker2021	-4.918828923	-4.678662917	-5.71801016	-4.713479824	-5.536848121	-6.20715792	-4.530579823	-4.678836856	-4.426894386	-4.371657461	-5.226210495	-4.134457371	-5.313041639	-5.155282438	-5.599742511	-5.337498312	-5.39660341	-5.390122506	-5.762832979	-4.638579307	-5.137776564	-5.114854411	-5.593590901	-3.943353159	-4.503774379	-4.073584452	-4.978316034	-4.264771596	-3.324102155	-4.893010271	-5.792481894	-5.812016716	-6.135061052	-4.898469874	-4.678801333	-6.697476525	-4.532305998	-5.376898992	-3.058902963	-1.554079552	-5.138179048	-1.536915871	-1.389552058	-4.03679159	-3.732953188	-4.07531335	-1.367919808	-0.617810048	-4.892595092	-5.051867842	-1.065018954	-0.655467556	-5.912124412	-2.07011516	-1.051262129	-1.854825724	-1.7119794	-2.632791288	-3.553492424	-6.381085499	-3.534367011	-2.982439298	-5.086346656	-2.834515004	-2.908168987	-4.661360292	-3.902674588	-6.20470267	-7.545455378	-4.124600017	-3.690847469	-5.005973029	-5.143321444	-4.685779771	-4.870724806	-5.422738385	-5.624834464	-5.537430252	-7.677457985	-5.385999732	-5.238526033
Thermoplasmatota	S52C165-Flyer2018	-4.20134569	-8.366205107	-10.98151217	-3.594558636	-10.48242508	-13.14502149	-11.50923767	-7.536961179	-20.72326584	-7.569689046	-3.746680573	-12.70243569	-4.331676925	-3.582232075	-7.929804244	-5.005005511	-7.50006209	-3.121564603	-2.944696841	-2.898205987	-6.200513644	-7.036146874	-2.535309886	-3.503850532	-8.728291084	-8.77502013	-2.866928747	-4.021625896	-4.86213718	-5.481859892	-3.030679247	-3.055380309	-3.099432147	-4.368602187	-5.675973805	-2.239460249	-3.888876612	-2.56484648	-2.461552677	-8.746593526	-2.638267907	-10.71718785	-10.92122724	-10.51772592	-9.359821883	-10.95564394	-3.902742255	-8.849951224	-3.234350594	-2.526437133	-7.061641962	-14.67517725	-3.183779133	-5.711234613	-10.16802469	-5.54083063	-9.85202785	-10.34821734	-4.131956091	-2.803848019	-3.634063254	-8.376849158	-2.561019337	-8.266614723	-11.75202565	-8.273033044	-11.81708979	-3.348109864	-2.733563859	-5.087960222	-9.357833347	-5.150262325	-20.72326584	-9.721844259	-8.571610835	-6.979242258	-9.962990241	-10.79571377	-2.77855717	-5.754794177	-6.511260215
Thermoplasmatota	S52C2244-Lasker2021	-6.362060164	-6.207154446	-7.711909822	-5.885917129	-10.31673218	-11.00841836	-5.816176937	-5.174624257	-6.92703219	-5.552657407	-5.624623795	-6.698340173	-5.664416349	-5.441349151	-7.675422061	-6.533898286	-7.797407074	-5.428978528	-5.827547316	-4.714689002	-6.571554794	-6.855899153	-5.199010095	-4.046903479	-6.627763829	-6.574415658	-4.633407842	-5.026394531	-4.791102253	-5.652578939	-6.087436826	-6.072954772	-6.206465341	-5.722522793	-5.783353711	-6.557714442	-4.60177107	-5.767192673	-2.628831627	-1.816325492	-5.644378268	-1.960407655	-2.002688515	-5.442750482	-5.200059662	-5.528106803	-1.252107335	-1.010378988	-5.186955901	-4.721965385	0.004005966	-1.030716152	-7.57228202	-3.699785065	-1.626095122	-2.826449672	-2.198526375	-3.223696953	-4.156025347	-6.962670778	-4.068114693	-3.540686199	-5.034318224	-3.396387617	-3.516124646	-7.0953129	-5.774848172	-6.545541015	-8.911669844	-5.78287906	-5.719998995	-6.920701825	-9.434824947	-7.360689424	-6.994411483	-9.12139495	-8.941822388	-9.69104376	-8.05908788	-7.042744648	-7.52214544
Proteobacteria	S52C325-Lasker2018	-2.926504184	-6.169669389	-7.049541391	-2.917334191	-8.817446147	-10.39840292	-6.146275098	-5.049630989	-7.316474882	-5.563642638	-2.640889233	-6.258464431	-3.786044004	-3.094577924	-6.750087392	-4.528442228	-6.716886107	-2.342785083	-2.059663377	-2.943875369	-5.217249492	-5.185845548	-2.635971322	-3.426737122	-7.272860515	-7.71121582	-3.076522439	-4.399119936	-7.265528311	-3.806140771	-2.233752732	-2.31861325	-2.273349673	-3.858190764	-4.487012643	-1.886497068	-4.269132937	-3.059477914	-4.047569742	-8.592307385	-2.364086556	-9.830169621	-10.08656748	-6.886799885	-6.611712629	-7.021275371	-4.450966593	-8.750422938	-2.181415168	-3.212311741	-8.396139244	-12.72919011	-1.885301427	-4.735686927	-9.156459805	-5.370166986	-7.473533164	-7.713568126	-3.49227515	-2.238830026	-3.893179171	-7.786688571	-2.264493469	-7.59363116	-8.363224685	-5.71297318	-6.254348282	-1.990755134	-2.099842824	-5.565353951	-7.918826746	-3.394979523	-7.567043789	-6.58846052	-5.326480449	-4.968972958	-6.025312707	-6.133102999	-2.207865851	-4.711975078	-4.90140123
Proteobacteria	S52C330-Lasker2018	-3.231550637	-6.926362321	-7.425741411	-3.486111621	-9.650829161	-10.9261165	-8.669365363	-7.626183755	-9.246273762	-7.984012319	-3.719330909	-9.114723512	-4.526080024	-3.530986904	-7.590553396	-5.146220904	-7.394641745	-2.338744267	-1.674633711	-3.081538406	-5.818749115	-5.925347198	-2.615844823	-3.461375471	-8.26026274	-8.793253987	-3.450610298	-5.115764503	-7.532556085	-4.566674158	-2.232160451	-2.106597419	-1.82659075	-4.339478157	-5.248927192	-1.686255023	-5.161322501	-2.395970541	-3.702875585	-9.376516569	-1.951733867	-10.37389181	-10.8201483	-7.264980875	-7.024107988	-7.584182028	-4.232370704	-9.339426858	-1.265956083	-2.097329697	-9.771312229	-11.34943027	-1.508319763	-4.681987409	-10.38197636	-5.338008959	-8.136726284	-8.495979942	-3.393224569	-1.638357682	-3.975580088	-8.685999492	-2.120309996	-8.464117414	-9.762535536	-7.941844559	-9.128363966	-2.230434427	-2.205494181	-6.003435433	-8.783755204	-4.348070292	-9.907788549	-9.101643432	-7.880072383	-5.517362827	-7.050304698	-6.919368654	-1.69577284	-5.061498818	-5.359620062
None	S52C51-Lasker2021	-7.890281571	-6.537074871	-7.038028716	-7.625847824	-6.823004656	-7.704663477	-7.681001505	-8.54750777	-6.901389484	-8.816965119	-8.973080289	-7.149697982	-10.12752293	-9.780760315	-7.218225493	-6.889496097	-7.728258536	-7.31211305	-6.797139646	-6.541835342	-6.118220272	-6.050930303	-7.538790004	-5.110885971	-3.480723043	-2.858501968	-6.854879093	-5.634213633	-1.204058905	-7.639092442	-8.220815647	-8.513117508	-7.318271573	-6.793943496	-7.053781783	-8.919072187	-8.238089319	-6.551567324	-3.825609053	-0.268410042	-6.867934169	-0.749892529	-0.829413507	-3.707023018	-3.674155781	-3.80639825	-3.568211943	-2.623712256	-6.593771596	-5.903628557	-1.10393943	-1.416902235	-6.711190638	-2.614164158	-1.195091094	-3.005841439	-2.720441593	-1.138284878	-2.399887044	-8.849708975	-3.665418468	-1.448648301	-8.907018147	-1.947311283	-1.817199248	-7.219340011	-4.384248702	-10.46624446	-9.002630347	-2.159341817	-1.557277999	-8.760991083	-8.361651109	-8.726080966	-9.04825256	-8.475142832	-6.952467225	-6.925355457	-10.99136437	-6.161031313	-6.097861021
Bacteroidota	S52C700-Lasker2021	-3.868213031	-1.919672042	-2.196613269	-4.438519529	-1.863414317	-1.788407288	-4.086798208	-4.360269683	-3.91592556	-4.207158486	-4.972180932	-3.989448961	-3.635468895	-3.368402143	-2.825180695	-2.77925093	-2.505090692	-3.990063415	-5.160275337	-3.856695589	-2.533217478	-2.243633107	-4.164822414	-3.528657368	-2.755831968	-2.596212739	-5.463266069	-4.187824137	-2.520795445	-2.770546473	-4.424509758	-4.243984849	-5.14424149	-2.830383628	-2.718143856	-8.631480544	-4.903600171	-7.055787415	-4.801513348	-3.160358929	-6.805952856	-3.027723272	-3.091229679	-2.449698627	-2.376354665	-2.41792056	-2.318298291	-2.085756471	-6.101733891	-7.450239059	-2.888285083	-2.369708274	-6.310419244	-2.580235571	-2.284681022	-2.572092123	-2.351857683	-2.36611398	-3.071931024	-8.265561314	-3.39567461	-2.372242603	-6.009156002	-2.512394799	-2.309530799	-3.494644116	-4.25296121	-3.880387817	-10.34633028	-3.296013895	-2.381018519	-4.124963721	-2.966957584	-3.792898514	-3.803010138	-2.728356113	-2.233203155	-2.165105571	-10.21244186	-2.604212606	-2.546218115
Proteobacteria	S52C71-Lasker2018	-2.414032463	-2.676389759	-4.6665589	-2.217082478	-4.349026537	-5.374078843	-1.656152542	-1.567075979	-2.184233543	-2.106341474	-2.141854954	-2.426317895	-2.466975172	-2.209832034	-3.163633734	-2.54557018	-2.919037583	-2.710579181	-3.80153563	-2.852187391	-2.552618392	-2.599890441	-3.055814371	-2.372128534	-3.26565168	-3.304613577	-2.853248317	-2.155289107	-3.755335931	-2.57779928	-3.034846415	-3.155774484	-3.742797749	-2.788923068	-2.876955865	-4.23322684	-2.646656637	-4.397487378	-3.498798678	-4.28848092	-3.385334918	-4.552998318	-4.686686308	-3.087704481	-2.938389492	-3.36397131	-3.850000068	-5.843936181	-4.299678353	-5.131988514	-5.060511845	-7.714019916	-3.583726204	-3.657215762	-4.851679989	-3.315414672	-3.506245679	-3.364888268	-2.523443195	-4.385409711	-2.641632505	-3.235966009	-3.076040111	-3.081836259	-3.254262332	-2.491753021	-3.115247451	-2.34805709	-3.822831918	-2.630404381	-3.470650841	-1.720846453	-2.423473038	-1.988112943	-1.758743576	-2.506671381	-2.428242187	-2.671723658	-4.996456495	-2.127241232	-2.259804512
Bacteroidota	S52C75-Lasker2021	-6.784054852	-6.653009965	-7.082323689	-6.632459678	-7.079471385	-7.750280069	-6.531957939	-7.091608408	-6.989824315	-7.229696567	-6.574780509	-7.087185819	-6.364605864	-5.358781724	-5.620695568	-5.526411301	-5.379468074	-5.144522127	-5.638670384	-5.252604408	-4.746708635	-4.538855244	-5.95167488	-3.702563211	-3.310381349	-2.946500017	-5.965087033	-4.490217998	-1.780198944	-5.791619658	-5.841782924	-5.628343619	-6.009520458	-5.135340552	-5.717091599	-8.414990772	-6.963521467	-6.394405264	-4.540755297	-3.769286838	-6.464275441	-3.261004376	-3.057183703	-2.791048117	-2.570290684	-2.783046592	-1.770487681	-1.673681059	-5.396942394	-7.513842474	-2.234349592	-2.505449035	-4.570267629	-1.531911286	-1.449427402	-1.511669434	-1.511136751	-2.667674468	-3.096273001	-7.955933983	-3.390442592	-2.177244951	-6.442973447	-2.317642783	-2.191275713	-6.448901011	-7.678884174	-5.221890172	-9.438616196	-3.451141765	-2.671637537	-5.89184932	-5.934229758	-6.492173913	-6.406957325	-5.124836053	-5.656245467	-5.857599505	-10.71366885	-5.785370996	-5.782902113
