		zr2760_10_	zr2760_12_	zr2760_16_	zr2760_17_	zr2760_18_	zr2760_20_	zr2760_21_	zr2760_23_	zr2760_24_	zr2760_25_	zr2760_26_	zr2760_27_	zr2760_28_	zr2760_29_	zr2760_30_	zr2760_31_	zr2760_32_	zr2760_33_	zr2760_35_	zr2760_36_	zr2760_37_	zr2760_38_	zr2760_39_	zr2760_40_	zr2760_41_	zr2760_42_	zr2760_43_	zr2760_44_	zr2760_45_	zr2760_46_	zr2760_47_	zr2760_48_	zr2760_49_	zr2760_50_	zr2760_51_	zr2760_52_	zr2760_53_	zr2760_54_	zr2760_55_	zr2760_56_	zr2760_57_	zr2760_58_	zr2760_59_	zr2760_60_	zr2760_61_	zr2760_62_	zr2760_63_	zr2760_64_	zr2760_65_	zr2760_66_	zr2760_67_	zr2760_68_	zr2760_69_	zr2760_70_	zr2760_71_	zr2760_73_	zr2760_74_	zr2760_75_	zr2760_76_	zr2760_77_	zr2760_78_	zr2760_79_
Bacteroidota	S51C1572-Lasker2018	0.000614243	0.000171437	0.000338528	0.000694793	0.000937079	0.000162148	0.000961151	0.00028405	0.000655103	0.000535043	0.001237453	0.000823321	0.000106654	0.000815995	0.000388693	0.000221017	0.000464222	0.000931666	0.00054209	0.000104065	0.000678833	0.00092749	0.000194132	0.00070552	0.000424733	0.000332644	0.017734729	0.00023984	0.000214398	0.000310444	0.000101443	0.000395821	0.000384531	0.000358899	0.000465899	0.001357835	0.000603746	0.00040217	0.000177088	0.00033934	0.000234263	0.000374419	0.000572832	0.000187665	0.025109418	0.000545458	0.000819882	0.000989279	0.000422433	0.00042295	0.000391704	0.000378986	0.000625811	0.12526846	0.001076443	0.037979312	0.18918273	0.00112289	0.000901466	0.23244655	0.23172887	0.004357526
Bacteroidota	S51C1753-Lasker2021	0.001378319	0.00114295	0.00100196	0.000938341	0.0017497	0.001049109	0.000823023	0.001398491	0.001262551	0.001072971	0.003753925	0.001523838	0.000604222	0.001375546	0.001417582	0.000966098	0.000910941	0.001405307	0.001424842	0.000594688	0.001327437	0.001373739	0.000838969	0.001237498	0.001009684	0.001008619	0.057856478	0.000949098	0.00055029	0.000710184	0.000483382	0.001049048	0.000694043	0.000860313	0.0009941	0.002101037	0.001169069	0.001046831	0.000622406	0.001293352	0.000828291	0.001013947	0.001097091	0.000786438	0.07735131	0.000851408	0.002990475	0.001252214	0.001168522	0.001720417	0.000950211	0.00118523	0.000883562	0.037976712	0.002583595	0.10994575	0.13499738	0.001338423	0.000940853	0.089500085	0.16275673	0.002589043
Bacteroidota	S51C182-Lasker2018	0.008793399	0.008575872	0.004100355	0.005779594	0.010846362	0.007793766	0.006805418	0.009227799	0.009014699	0.006886564	0.039957188	0.008327771	0.004380061	0.01293443	0.010468182	0.008255626	0.006729986	0.008616114	0.007470694	0.004521834	0.011611695	0.011404662	0.007592163	0.005933269	0.009500545	0.007361512	0.12429357	0.007337074	0.003180367	0.003726414	0.00530526	0.007964683	0.007378973	0.008419576	0.008074809	0.026062	0.010517103	0.007439165	0.006112795	0.010502677	0.005793662	0.009003175	0.008589242	0.006824356	0.1774884	0.010169997	0.009390961	0.011076437	0.005715312	0.009142727	0.006242407	0.011886353	0.007790382	0.5008139	0.019598637	0.18210334	0.9367124	0.010481891	0.009298706	1.3252709	1.2978927	0.03184493
None	S51C358-Lasker2018	0.00101924	0.000763284	7.50E-05	0.000811887	0.000105655	0.000656206	0.000581162	0.000793073	0.000486382	0.001137001	0.001656734	0.000693142	9.03E-05	0.001279113	0.000680512	0.00011264	0.00010797	0.000127561	0.000162956	9.87E-05	0.000142127	8.79E-05	0.000101562	0.000113657	0.000105836	0.000112467	0.021513283	0.000125315	7.92E-05	5.65E-05	0.000106435	9.98E-05	6.06E-05	0.000123448	0.000139933	6.60E-05	8.84E-05	0.000130984	6.61E-05	7.23E-05	0.000117512	0.000209852	9.30E-05	0.000100019	0.018466491	0.000133445	0.000575274	0.000167369	6.68E-05	7.15E-05	7.69E-05	6.14E-05	0.000143845	0.02602596	3.64E-05	0.017236123	0.004770264	8.99E-05	7.43E-05	0.014326332	0.003895788	0.000273575
Bacteroidota	S51C422-Lasker2018	0.003491038	0.003068577	0.008360988	0.005018454	0.02088401	0.002770786	0.006021374	0.006425967	0.003559336	0.005586661	0.008809283	0.005684629	0.009566311	0.008808404	0.003576907	0.016483178	0.011160324	0.024037417	0.014083047	0.009500945	0.020606993	0.022061566	0.02134892	0.010870307	0.024088645	0.013625338	0.13609652	0.021706117	0.00762649	0.006743856	0.010237934	0.016609807	0.016652623	0.017313927	0.020320857	0.034603238	0.022753967	0.012788105	0.014011741	0.021689342	0.013464011	0.01613145	0.019619921	0.015494781	0.1664149	0.02445901	0.013841917	0.021309461	0.009083196	0.009681379	0.011943284	0.016926019	0.011532389	0.56921613	0.017162586	0.25192356	0.5830021	0.013651161	0.011227526	1.0418149	0.79079485	0.034650225
Proteobacteria	S51C52-Lasker2018	0.000991267	0.000885656	0.000195048	0.000973147	0.000345889	0.000683411	0.002179931	0.00106016	0.000524227	0.001260095	0.001893722	0.000886966	0.000170955	0.001971313	0.000533377	0.000176059	0.000271013	0.00056515	0.000353514	0.00014547	0.001050778	0.000454969	0.000297001	0.000283272	0.000353731	0.000282906	0.04696545	0.00034002	0.000409976	0.000133864	0.000233464	0.000241238	0.000324794	0.000363175	0.000428368	0.000316201	0.000947184	0.000221024	0.000227704	0.00025764	0.000226675	0.000204134	0.000341264	0.000169374	0.031436373	0.000247694	0.001062022	0.000264807	0.000243849	0.00020374	0.000310176	0.000284701	0.000715131	0.058999337	0.000217868	0.05467195	0.0488193	0.000433502	0.000312601	0.11548957	0.06614243	0.00192767
Proteobacteria	S51C5892-Lasker2018	0.000362342	0.000307848	0.000207921	0.000330749	0.000241312	0.000327066	0.000301644	0.000307201	0.000344883	0.000417242	0.000359734	0.000454557	0.000151759	0.00034353	0.000255066	0.000256089	0.000248949	0.000332934	0.000330792	0.000164718	0.000266265	0.000274175	0.000315262	0.00027353	0.000255991	0.000204733	0.01340754	0.000146812	0.000227257	0.000260634	0.000251173	0.00031155	0.000176706	0.000312338	0.000327817	0.000264141	0.000289777	0.000188669	0.000208397	0.000320695	0.00021273	0.000260622	0.000269621	0.000247058	0.007432598	0.000188329	0.000386329	0.000329387	0.000261299	0.000216253	0.000198849	0.000406334	0.000251368	0.012130779	0.000256771	0.014503989	0.001822743	0.000287407	0.000235274	0.00624745	0.001616357	0.000326744
Proteobacteria	S51C58-Lasker2018	0.000740855	0.000720808	0.00070219	0.000603556	0.001664305	0.000703391	0.001145247	0.000589621	0.000722614	0.000798255	0.00210822	0.000761411	0.000727554	0.001414141	0.000749087	0.001444584	0.000755935	0.00152072	0.001036173	0.000693342	0.00171549	0.001616196	0.001213947	0.000910015	0.00142856	0.001218094	0.024675712	0.001540021	0.000423123	0.000342939	0.000813411	0.002079904	0.001558139	0.002107278	0.001523995	0.003801196	0.00165618	0.001001168	0.000894456	0.00124083	0.001053423	0.001102291	0.002603208	0.001150699	0.020235965	0.00144346	0.001282678	0.004412854	0.000726045	0.000745605	0.000925226	0.001240972	0.002203981	0.074537955	0.002103142	0.030241344	0.040279903	0.001501906	0.001750076	0.13996916	0.067484275	0.00479316
Bacteroidota	S51C924-Lasker2018	0.001185788	0.001399005	0.000806473	0.001223417	0.001701331	0.001054109	0.000693397	0.001499132	0.001032387	0.001285626	0.000955047	0.00125637	0.000798471	0.001028623	0.001256908	0.001441734	0.000950468	0.001913756	0.001222532	0.000568124	0.001559182	0.001664316	0.001694463	0.000990963	0.001732966	0.000903095	0.011025729	0.001787199	0.001213772	0.001023782	0.000865936	0.00152717	0.001448388	0.001697207	0.001825466	0.001405939	0.001808324	0.000860451	0.00122008	0.001655786	0.001413639	0.000748153	0.001475963	0.001393477	0.008107276	0.002015016	0.001310932	0.001392453	0.000857276	0.000928239	0.00113487	0.001618063	0.000867569	0.010692406	0.000837441	0.010807731	0.012300138	0.000684262	0.000540737	0.013263493	0.011359032	0.001695976
Proteobacteria	S52C1049-Lasker2018	0.17514154	0.20986827	0.09397503	0.15455058	0.096236914	0.2096322	0.07103345	0.2217846	0.2081939	0.15945953	0.22514573	0.17558335	0.12019513	0.20500383	0.21038698	0.11577672	0.09906587	0.10638298	0.06727098	0.14759775	0.099700294	0.112095036	0.11961128	0.08996265	0.10765047	0.14631361	0.055100683	0.1104484	0.079133086	0.08312998	0.10443829	0.11666748	0.09523578	0.10648683	0.11738215	0.0980505	0.11545531	0.108867995	0.111753225	0.09689813	0.11240491	0.1536793	0.08791673	0.102378525	0.07927655	0.1079982	0.087988116	0.076104544	0.07476307	0.0707773	0.079790965	0.07447527	0.08418057	0.042291433	0.055057224	0.011729198	0.011734027	0.07248205	0.051888805	0.009910831	0.010296818	0.08084645
Proteobacteria	S52C1155-Lasker2021	0.002757732	0.001803149	0.12766805	0.003397607	0.20618531	0.006092633	0.007004762	0.005273599	0.005663241	0.002469325	0.005974235	0.002543862	0.114995524	0.005140923	0.002235091	0.17165592	0.14964303	0.19776042	0.13700664	0.10351174	0.2231512	0.20831612	0.16831246	0.1467102	0.20817827	0.13015789	0.013066298	0.20503063	0.13369274	0.122100234	0.1312783	0.16254826	0.16585965	0.16730049	0.16037248	0.23254097	0.18969576	0.14170985	0.13881634	0.20976588	0.13509373	0.103964806	0.1819415	0.12782101	0.01733704	0.21499446	0.12549698	0.17717603	0.13051501	0.16215003	0.12726988	0.17055325	0.121778235	0.013425136	0.15625831	0.010752961	0.009611562	0.11182441	0.096599504	0.010652218	0.009750905	0.124121755
Thermoplasmatota	S52C165-Flyer2018	0.06054854	0.05390857	0.035168607	0.042449683	0.031967517	0.06466462	0.027704174	0.053633757	0.049067672	0.042296026	0.06795549	0.04768898	0.047134265	0.050069924	0.05312678	0.029922439	0.032825567	0.021380316	0.0220194	0.06128735	0.019760802	0.02836837	0.019335039	0.03002471	0.018674683	0.043104347	0.008621156	0.015917033	0.030396074	0.033837706	0.039666273	0.032551687	0.026467154	0.038124964	0.02548581	0.02132429	0.031515855	0.038430158	0.034238417	0.026130995	0.032957967	0.056106422	0.02778754	0.028909728	0.014560728	0.034717746	0.06402158	0.023789875	0.034451727	0.022866204	0.01760577	0.016041359	0.028829986	0.004767894	0.015618567	0.001893767	0.000735238	0.02259275	0.016519217	0.001161494	0.000547471	0.025769876
Thermoplasmatota	S52C2244-Lasker2021	0.003243885	0.001701339	0.31861243	0.00337928	0.257098	0.006698961	0.006209603	0.007340485	0.006057192	0.002260738	0.009065687	0.002561448	0.2014279	0.004775698	0.002108494	0.19756453	0.30903146	0.2269596	0.18977253	0.15325922	0.1717331	0.23414794	0.1856612	0.3044522	0.1371118	0.16737935	0.011624938	0.1660356	0.21178591	0.23269905	0.23220564	0.25828713	0.21122785	0.25803617	0.22591104	0.25208157	0.22384946	0.23811452	0.22106157	0.19652233	0.23031737	0.10724412	0.20790777	0.18753234	0.017598674	0.20725814	0.27570438	0.22907813	0.3186387	0.4065187	0.25279653	0.2522022	0.23110594	0.007728602	0.4122687	0.005123998	0.006849655	0.23899864	0.24925877	0.005919578	0.006050983	0.18215413
Proteobacteria	S52C325-Lasker2018	0.19936195	0.18238443	0.006786424	0.140274	0.008089606	0.19523868	0.09533134	0.14788543	0.15834494	0.15773912	0.12802291	0.15462421	0.011574898	0.15309809	0.16575491	0.011228059	0.007642453	0.005870319	0.005990015	0.016696103	0.008129775	0.008183235	0.006280629	0.006975063	0.009652521	0.01233328	0.017191894	0.006608069	0.008121732	0.009263885	0.008468332	0.007776364	0.006989985	0.009145147	0.006484493	0.008132724	0.008323013	0.009133358	0.007932081	0.008520194	0.007594252	0.018341854	0.006047105	0.007002552	0.025766449	0.00773761	0.006750289	0.004798255	0.006364313	0.004489778	0.004032743	0.004083268	0.006972266	0.007615184	0.004444881	0.003998425	0.002927391	0.005872282	0.003191714	0.002071085	0.002627128	0.005742422
Proteobacteria	S52C330-Lasker2018	0.31545135	0.3136951	0.003055201	0.2877245	0.003907872	0.2850782	0.23819713	0.2907504	0.25890437	0.28507623	0.11993961	0.27249846	0.00624099	0.19897555	0.26284346	0.006831491	0.003569467	0.003219718	0.002645998	0.008955337	0.003262648	0.00357566	0.00222145	0.003212069	0.003965164	0.005234151	0.00770007	0.002801007	0.002900786	0.003350666	0.003814576	0.002798769	0.002949424	0.003143953	0.002449357	0.003485658	0.003231393	0.003867416	0.002928686	0.003114728	0.003079267	0.007888414	0.002339199	0.003155095	0.011656896	0.003237953	0.002801177	0.002128847	0.002941233	0.001924957	0.00151345	0.001820512	0.002781075	0.003011057	0.001739318	0.00162616	0.000857635	0.002504666	0.001834453	0.001001214	0.000883682	0.002608507
None	S52C51-Lasker2021	1.36E-05	9.78E-06	0.00138405	1.11E-05	0.000411439	5.34E-05	4.08E-05	4.18E-05	2.56E-05	1.13E-05	0.000198652	3.33E-05	0.000420918	3.91E-05	1.37E-05	0.000427079	0.002134979	0.000188506	0.000596819	0.000204991	0.000379935	0.000477413	0.000212084	0.001562658	0.000192773	0.000179376	0.001392808	0.000122094	0.000190264	0.000223331	0.00076841	0.000832842	0.000484975	0.000463988	0.000319165	0.004117422	0.000313495	0.000525612	0.000831068	0.000326666	0.000745755	0.000152839	0.00063567	0.000619935	0.000714728	0.000172153	0.001033612	0.001898409	0.002451075	0.004413209	0.001018212	0.00264941	0.001876799	0.000347929	0.018933117	0.000664185	0.000118826	0.008139389	0.005312132	0.000269207	0.000123458	0.000674381
Bacteroidota	S52C700-Lasker2021	0.000611484	0.000419324	0.000878534	0.000336282	0.001769863	0.00053807	0.00031232	0.000344577	0.000550416	0.000298069	0.001715238	0.000534251	0.000431356	0.000502115	0.000506849	0.001558298	0.00161221	0.000966193	0.001719921	0.000364316	0.002681651	0.00207134	0.000724017	0.001285914	0.001171873	0.000409002	0.029957185	0.00059517	0.000478683	0.000493801	0.000764947	0.001659644	0.001370893	0.001918504	0.000726514	0.005791593	0.0016632	0.00076293	0.00075026	0.001954931	0.000933832	0.000390337	0.001999777	0.000996564	0.024887221	0.001709352	0.001414766	0.00240056	0.001684578	0.003267645	0.000917494	0.003037879	0.001523865	0.014234413	0.006620464	0.04414317	0.020990888	0.002201353	0.001912571	0.018859055	0.025526494	0.002254213
Proteobacteria	S52C71-Lasker2018	0.012564384	0.011621537	0.029266067	0.007745382	0.027253417	0.017461335	0.005497777	0.011706198	0.012695668	0.009365834	0.037266586	0.009816813	0.02784068	0.012803622	0.013512064	0.030506518	0.028652737	0.028944574	0.0214442	0.027748046	0.02784928	0.030745685	0.026202828	0.026707038	0.029290522	0.02663117	0.055965964	0.026842937	0.027916607	0.030736247	0.027517056	0.027377969	0.02755541	0.033266332	0.027269019	0.024013383	0.028570257	0.02817373	0.02565513	0.028198993	0.02605347	0.025106538	0.01929511	0.021262808	0.07729679	0.027474973	0.028524093	0.017268086	0.026073478	0.02642342	0.023902144	0.02075843	0.02363665	0.025049288	0.027346674	0.04383118	0.039838333	0.021499572	0.018074637	0.024325114	0.04054905	0.021521008
Bacteroidota	S52C75-Lasker2021	0.001027026	0.001123358	0.000829718	0.000771356	0.001483234	0.001274403	0.000455589	0.001294708	0.001219549	0.000878891	0.00594269	0.00090599	0.000671048	0.001515025	0.001325042	0.001285403	0.001559709	0.00102245	0.001464419	0.000583262	0.002089166	0.001488051	0.00097897	0.001277719	0.00100337	0.000759878	0.015713949	0.001015157	0.000774039	0.000620449	0.000830508	0.001625925	0.001184946	0.001277724	0.000924039	0.005173504	0.001503275	0.001040323	0.000919717	0.001559796	0.000838704	0.000872686	0.001515106	0.000965185	0.015643118	0.001320289	0.001077897	0.002056785	0.001387502	0.002418809	0.000930817	0.002970494	0.001479522	0.010271444	0.006173683	0.008746571	0.006620259	0.003019055	0.001908836	0.007168453	0.007349533	0.00191556
Proteobacteria	S53C128-Lasker2018	0.000129509	0.000135215	4.50E-05	0.000184288	6.05E-05	7.61E-05	0.000283922	0.000219344	0.000120145	0.000256288	0.000352061	0.000197582	1.47E-05	0.00015093	6.34E-05	1.97E-05	7.89E-05	9.63E-05	7.54E-05	1.26E-05	0.000104198	2.78E-05	1.89E-05	8.19E-05	3.91E-05	3.44E-05	0.010160419	4.04E-05	5.82E-05	2.95E-05	1.28E-05	3.57E-05	5.43E-05	1.70E-05	5.24E-05	2.96E-05	7.74E-05	3.49E-05	4.99E-06	2.48E-05	2.83E-05	2.64E-05	8.19E-05	1.82E-05	0.010764085	4.24E-05	0.000236266	9.84E-05	4.26E-05	1.93E-05	3.18E-05	2.28E-05	0.000115147	0.009604121	1.91E-05	0.021934321	0.002911716	6.11E-05	5.26E-05	0.009953243	0.003821042	0.000151903
Proteobacteria	S53C184-Lasker2021	0.012347162	0.011762658	0.027119173	0.007958164	0.025053708	0.01676447	0.005310725	0.011207532	0.01206005	0.009473247	0.03368864	0.009441093	0.026331984	0.012728519	0.013260516	0.028675098	0.02664833	0.02636465	0.020323569	0.026320355	0.025807258	0.0286853	0.024431719	0.025026722	0.027055586	0.024096485	0.052680634	0.025300803	0.0258336	0.027517337	0.026515467	0.025333036	0.026196465	0.031569555	0.025647026	0.022573607	0.027295886	0.026074203	0.024109276	0.026444478	0.02401547	0.023569778	0.018063549	0.020234479	0.07165269	0.0259317	0.027401485	0.016119976	0.024287978	0.024430381	0.022087391	0.01972878	0.021564588	0.025775528	0.024890332	0.04330186	0.0410004	0.020856062	0.017418154	0.0243427	0.041162904	0.02005722
Proteobacteria	S53C400-Lasker2018	0.004484284	0.004291131	0.0354302	0.00351178	0.07369653	0.006740982	0.00404927	0.005380582	0.006002726	0.003806436	0.023217991	0.005106263	0.037381217	0.008341785	0.005624015	0.07222395	0.059163637	0.082420126	0.05810016	0.03397776	0.078923106	0.081820674	0.057799105	0.04735857	0.08245688	0.045783512	0.20669119	0.07499983	0.03881772	0.036925506	0.04884463	0.06616211	0.07835083	0.10014505	0.06408242	0.09183741	0.07844118	0.054510567	0.06268128	0.08194435	0.05614179	0.053368375	0.08504491	0.06611529	0.21319602	0.094571486	0.04926595	0.075696275	0.049045246	0.061716173	0.057319585	0.09849909	0.053527113	0.3900393	0.06396029	0.21384393	0.1511186	0.04469067	0.044030923	0.24406818	0.16216065	0.07870933
Verrucomicrobiota	S53C571-Lasker2021	0.024842398	0.022073157	0.000472708	0.024844034	0.000972322	0.019328602	0.02315835	0.021899743	0.017988028	0.023952905	0.014116067	0.022109207	0.000974633	0.02223654	0.019754047	0.00126866	0.000673193	0.00074408	0.000741636	0.00149221	0.000914246	0.00093104	0.000771806	0.000646388	0.001270493	0.001273775	0.001374051	0.000730667	0.0006844	0.00066841	0.0009137	0.000930042	0.000946228	0.001244359	0.000892157	0.001098616	0.000927873	0.000921256	0.000831722	0.001050502	0.000756344	0.002534556	0.000956688	0.000844017	0.001698658	0.00125961	0.000490952	0.000790595	0.000555355	0.000311286	0.000392761	0.000598884	0.000620172	0.002253964	0.000271974	0.000228813	0.000220436	0.000660653	0.000310456	0.000416856	0.000205031	0.001016307
Thermoplasmatota	S55C10648-Lasker2021	1.10E-05	2.15E-05	0.002823788	5.31E-05	0.001616103	9.18E-05	6.03E-05	3.74E-05	9.97E-05	4.06E-05	2.75E-05	2.15E-05	0.001340958	6.29E-05	3.04E-05	0.001338065	0.002889713	0.001101327	0.001539374	0.001052686	0.001026198	0.001168758	0.000812696	0.002948932	0.000749211	0.000743844	4.02E-05	0.001042576	0.004481356	0.005039272	0.002078123	0.001753278	0.001406162	0.001511222	0.001521565	0.001053891	0.001537644	0.002793305	0.001962902	0.001440561	0.001706931	0.000421124	0.001250046	0.00155089	2.27E-05	0.001173058	0.00232606	0.001152268	0.003341107	0.003964596	0.003037293	0.002327318	0.001972688	0	0.002459389	1.49E-05	8.06E-06	0.001769314	0.002446365	2.71E-05	1.67E-05	0.000840365
Bacteroidota	S55C1073-Lasker2021	2.08E-05	1.03E-05	0.000127943	1.62E-05	0.000250084	1.08E-05	2.70E-05	2.71E-06	3.97E-05	1.49E-05	5.64E-05	2.10E-05	4.18E-05	2.86E-05	7.63E-06	0.000109974	0.000128584	6.68E-05	0.00020481	5.15E-05	0.000262662	0.000298891	0.000111081	0.000168652	0.000146667	4.44E-05	0.000291665	3.69E-05	0.000154515	0.00011148	0.000264051	0.000189978	0.00010718	0.000269308	4.71E-05	0.00018046	0.000166721	9.54E-05	0.000149455	0.000208414	0.00013605	4.14E-05	0.000132051	0.000110564	0.000207338	0.000170229	6.13E-05	0.000119573	0.000221452	0.000425876	0.000176632	0.000714872	9.08E-05	0.000478764	0.000267054	0.00041668	0.000596237	9.65E-05	0.000156704	0.001094337	0.000767437	0.000251592
Proteobacteria	S55C160-Lasker2018	0.000355608	0.000194026	0.003630789	0.00031285	0.008188645	0.000302645	0.000578643	0.00041949	0.000440807	0.000386065	0.000661597	0.000345363	0.003191724	0.001015904	0.00022353	0.008938246	0.005022495	0.011875968	0.005770455	0.002693473	0.008967913	0.010431791	0.009619951	0.003694462	0.007244811	0.003972423	0.012317801	0.01142611	0.001013663	0.000756521	0.004014511	0.007771075	0.010386678	0.011343057	0.009475257	0.009754148	0.007631565	0.003451207	0.006232798	0.006553506	0.005656359	0.003855934	0.007741728	0.006765013	0.01409582	0.007739858	0.004665907	0.010782845	0.003372408	0.004535441	0.007157521	0.008766329	0.004324585	0.046740048	0.005082458	0.024779383	0.027160421	0.004852349	0.004993364	0.056872398	0.035569414	0.0078244
Cyanobacteria	S55C180-Lasker2018	0.00114339	0.000772794	0.012855482	0.000673849	0.029838515	0.001368302	0.002004538	0.001076296	0.002876485	0.000651007	0.001801588	0.000919484	0.005305885	0.001806559	0.000476496	0.029548422	0.023869159	0.019002521	0.02278327	0.003933027	0.039354715	0.034359656	0.013090953	0.015380284	0.019927679	0.004365724	0.007890629	0.015182418	0.006365506	0.005906961	0.010105823	0.030132174	0.032492403	0.042389084	0.014492613	0.07226602	0.02933375	0.01015299	0.019307928	0.026577197	0.01485591	0.005540293	0.057312224	0.018093603	0.011481165	0.031851754	0.01194348	0.060396995	0.016910724	0.031181576	0.015799018	0.049214803	0.024583565	0.01776922	0.05501593	0.009227607	0.007561902	0.031905025	0.03453722	0.012698622	0.006942383	0.055468053
Bacteroidota	S55C2280-Lasker2018	0.000106369	6.19E-05	0.001906755	0.000122027	0.004341677	0.000225981	0.000465305	0.000138295	0.000650656	0.000136842	0.000175429	0.000185318	0.001320467	0.000257275	5.39E-05	0.003762321	0.003421275	0.003207486	0.004375159	0.001028764	0.006086717	0.004595146	0.002332516	0.003229329	0.00408705	0.001236316	0.004946706	0.002937535	0.001462633	0.001011467	0.001815557	0.003678627	0.003763379	0.004219552	0.002682394	0.007497749	0.005015576	0.002223806	0.002328797	0.005181047	0.002073742	0.00115888	0.004259111	0.002250915	0.004926322	0.005361788	0.001844894	0.004314625	0.003725998	0.00642677	0.002236589	0.007834596	0.002812734	0.006079075	0.005158433	0.005260102	0.002592035	0.002745348	0.002733061	0.003993766	0.002792389	0.004847267
Proteobacteria	S55C36-Lasker2018	0.000891157	0.000783601	0.003855741	0.000547245	0.003747311	0.001388226	0.000431681	0.000900825	0.000861532	0.000640289	0.006001865	0.000845442	0.003073595	0.001282933	0.001152932	0.004066819	0.003631609	0.005776083	0.002705421	0.002676073	0.003747686	0.00475604	0.004392771	0.00315523	0.003830476	0.003570134	0.026094412	0.004774157	0.001127341	0.001199293	0.003035558	0.003618188	0.004504213	0.004469082	0.004515327	0.003234401	0.003846912	0.00334346	0.003387855	0.003472399	0.003537986	0.002731481	0.003019246	0.00292984	0.04628147	0.004592236	0.004725262	0.0027814	0.002819617	0.003681423	0.004173812	0.003775787	0.002762665	0.022587478	0.003269764	0.03642367	0.060379818	0.002167013	0.002584124	0.024518108	0.051876996	0.003359353
Proteobacteria	S55C386-Lasker2021	0.006288758	0.005639137	0.22898476	0.005590467	0.1921845	0.010394137	0.008149069	0.01097016	0.009516534	0.005262915	0.02931821	0.005430081	0.19380964	0.010426316	0.007330524	0.20362641	0.24323988	0.21929966	0.13905072	0.19044381	0.18774259	0.21272954	0.22501278	0.22558065	0.17402199	0.21508951	0.054440513	0.20596112	0.25993586	0.26869744	0.21624568	0.22372389	0.21019119	0.1816165	0.22289276	0.14907946	0.1927431	0.22475243	0.22384271	0.1745481	0.22680016	0.16721831	0.1659019	0.19408436	0.061643753	0.18654378	0.22570151	0.14545771	0.20332192	0.2351704	0.22075814	0.21427828	0.18942739	0.04417011	0.18362713	0.019755138	0.017253257	0.15663403	0.15076934	0.02354296	0.011310395	0.1348022
Thermoplasmatota	S55C688-Lasker2021	0.010750457	0.008012208	0.48398638	0.008270601	0.3924671	0.01757346	0.011012463	0.016477024	0.014660477	0.007504621	0.05608117	0.007653461	0.3739916	0.014802257	0.01062029	0.3474747	0.41156575	0.40405926	0.2631426	0.35271692	0.26532206	0.38484633	0.34840953	0.42100975	0.24359739	0.34840202	0.06872066	0.30099052	0.37343827	0.41451553	0.38451892	0.42725232	0.36817864	0.44117934	0.41977993	0.28084192	0.37399438	0.37649176	0.37719187	0.3049425	0.3989638	0.24914666	0.33570954	0.3348789	0.121066645	0.37018788	0.43563998	0.3160525	0.4090564	0.43265682	0.3972501	0.27889135	0.32938328	0.045253605	0.27701476	0.028721785	0.04478458	0.27500883	0.2746685	0.02729657	0.039335836	0.27654222
Thermoplasmatota	S55C707-Lasker2021	6.05E-05	2.95E-05	0.011607947	0.000107427	0.007558142	0.000142677	0.000158462	0.000138586	0.000182468	3.71E-05	5.13E-05	4.47E-05	0.004958938	0.000100389	3.07E-05	0.006335883	0.009484354	0.010935597	0.005867289	0.003195847	0.004666776	0.00810312	0.006056415	0.008578327	0.003866963	0.004125274	0.000545512	0.008321195	0.008528451	0.010261628	0.006727062	0.008655221	0.007208719	0.008720926	0.008967557	0.004593529	0.007832238	0.006612945	0.007538265	0.006391913	0.00756146	0.001621076	0.005381883	0.006248811	0.00048239	0.007763424	0.009955598	0.004890761	0.011299618	0.015608092	0.014289501	0.009003705	0.007278557	0.000146935	0.007902442	0.000451759	9.67E-05	0.006456606	0.008471779	0.000131863	9.92E-05	0.00487389
Thermoplasmatota	S55C921-Lasker2021	0.000918296	0.000398082	0.099956594	0.000786995	0.048660457	0.001672899	0.001641566	0.001685067	0.001551673	0.000555066	0.003405111	0.000731125	0.063799486	0.001286196	0.000501394	0.041503523	0.08572738	0.03784432	0.04521341	0.050591566	0.030387748	0.040391166	0.043286372	0.095247306	0.025913928	0.053845428	0.055888716	0.03207556	0.07667762	0.08852411	0.073928684	0.0596056	0.044904593	0.04524662	0.051741455	0.030058075	0.037671607	0.08080778	0.06816685	0.03747551	0.06735751	0.04061482	0.03373386	0.058865365	0.03906281	0.020521225	0.092834756	0.033689745	0.10545871	0.1193649	0.08255627	0.06381671	0.0668364	0.010775402	0.08197822	0.036205582	0.003448994	0.055026103	0.06816631	0.004848352	0.003278245	0.029198214
None	S56C1045-Lasker2018	0.014663683	0.013256698	0.007251191	0.009370526	0.00688117	0.014488169	0.007979289	0.013408115	0.010755695	0.012007206	0.023034848	0.010342179	0.006250866	0.015066326	0.01298363	0.008074673	0.007588298	0.010051826	0.00490524	0.006431824	0.007024424	0.008335141	0.009548733	0.006779228	0.006926453	0.007274537	0.009335701	0.010836919	0.005865539	0.006070551	0.006942135	0.008246669	0.00737588	0.009940964	0.009337044	0.005751287	0.008926855	0.006001749	0.00730374	0.00758948	0.007850407	0.005810116	0.006723672	0.006340073	0.023139127	0.008740495	0.006865983	0.004917692	0.005275781	0.006639919	0.008222987	0.00616212	0.006277878	0.006871062	0.003872835	0.005773427	0.001749157	0.004580917	0.004716837	0.001717644	0.001385042	0.006538074
